name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Leonin Skyhunter,{W}{W},2,W,Jana Schirmer & Johannes Voss,11,Creature — Cat Knight,Flying,"MRD,9ED,MBS,DDG","""The infection has spread farther than we could glimpse from the heights of Taj-Nar.""",normal,213770,2,2,Common,"Cat,Knight",Creature
Loxodon Partisan,{4}{W},5,W,Matt Stewart,12,Creature — Elephant Soldier,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)","MBS,DDO","""This war is not about loxodon or leonin, Sylvok or Auriok. To defeat these rotters, we must do it together.""",normal,213761,3,4,Common,"Elephant,Soldier",Creature
Master's Call,{2}{W},3,W,David Rapoza,13,Instant,Put two 1/1 colorless Myr artifact creature tokens onto the battlefield.,"pWPN,MBS",The need to obey was inscribed on every plate in their bodies.,normal,221554,,,Common,,Instant
Mirran Crusader,{1}{W}{W},3,W,Eric Deschamps,14,Creature — Human Knight,"Double strike, protection from black and from green","pMEI,MBS,MM2",A symbol of what Mirrodin once was and hope for what it will be again.,normal,213802,2,2,Rare,"Human,Knight",Creature
Phyrexian Rebirth,{4}{W}{W},6,W,Scott Chou,15,Sorcery,"Destroy all creatures, then put an X/X colorless Horror artifact creature token onto the battlefield, where X is the number of creatures destroyed this way.",MBS,"As long as one drop of the oil exists, the joyous work continues.",normal,214048,,,Rare,,Sorcery
Priests of Norn,{2}{W},3,W,Igor Kieryluk,16,Creature — Cleric,Vigilance\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),MBS,"""May our blessings sever the tongues of the forsaken.""\n—Elesh Norn, Grand Cenobite",normal,213814,1,4,Common,Cleric,Creature
Tine Shrike,{3}{W},4,W,Adrian Smith,17,Creature — Bird,Flying\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),MBS,A new bird of prey—one that hunts sentience.,normal,213758,2,1,Common,Bird,Creature
Victory's Herald,{3}{W}{W}{W},6,W,rk post,18,Creature — Angel,"Flying\nWhenever Victory's Herald attacks, attacking creatures gain flying and lifelink until end of turn.","MBS,C15","The corruption stirred the heavens above, awaking a shining champion.",normal,214030,4,4,Rare,Angel,Creature
White Sun's Zenith,{X}{W}{W}{W},3,W,Mike Bierek,19,Instant,Put X 2/2 white Cat creature tokens onto the battlefield. Shuffle White Sun's Zenith into its owner's library.,"MBS,C14","After the Battle of Liet Field, the white sun crested above Taj-Nar, bringing hope to all who survived the carnage.",normal,221555,,,Rare,,Instant
Blue Sun's Zenith,{X}{U}{U}{U},3,U,Izzy,20,Instant,Target player draws X cards. Shuffle Blue Sun's Zenith into its owner's library.,"MBS,C13,C15","""The Origin Query will wait. We must ensure we survive to return to it.""\n—Pelyus, vedalken ordinar",normal,221556,,,Rare,,Instant
Consecrated Sphinx,{4}{U}{U},6,U,Mark Zug,21,Creature — Sphinx,"Flying\nWhenever an opponent draws a card, you may draw two cards.",MBS,Blessed by the hands of Jin-Gitaxias.,normal,214063,4,6,Mythic Rare,Sphinx,Creature
Corrupted Conscience,{3}{U}{U},5,U,Jason Chan,22,Enchantment — Aura,Enchant creature\nYou control enchanted creature.\nEnchanted creature has infect. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),MBS,Karn's creation is now his master.,normal,214043,,,Uncommon,Aura,Enchantment
Cryptoplasm,{1}{U}{U},3,U,Eric Deschamps,23,Creature — Shapeshifter,"At the beginning of your upkeep, you may have Cryptoplasm become a copy of another target creature. If you do, Cryptoplasm gains this ability.",MBS,"""If left in the enemy's shape too long, it might be lost to them.""\n—Vy Covalt, Neurok agent",normal,214037,2,2,Rare,Shapeshifter,Creature
Distant Memories,{2}{U}{U},4,U,Karl Kopinski,24,Sorcery,"Search your library for a card, exile it, then shuffle your library. Any opponent may have you put that card into your hand. If no player does, you draw three cards.",MBS,"""The fleeting shadows of his primitive self have all but vanished.""\n—Jin-Gitaxias, Core Augur",normal,213765,,,Rare,,Sorcery
Fuel for the Cause,{2}{U}{U},4,U,Steven Belledin,25,Instant,"Counter target spell, then proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)",MBS,"""Your ideas will be discarded and your will repurposed.""",normal,213736,,,Common,,Instant
Mirran Spy,{2}{U},3,U,Dave Kendall,26,Creature — Drone,"Flying\nWhenever you cast an artifact spell, you may untap target creature.",MBS,Accurate information is a precious commodity in times of war.,normal,213779,1,3,Common,Drone,Creature
Mitotic Manipulation,{1}{U}{U},3,U,Dan Scott,27,Sorcery,Look at the top seven cards of your library. You may put one of those cards onto the battlefield if it has the same name as a permanent. Put the rest on the bottom of your library in any order.,MBS,"""They can't even comprehend nature. How could they improve it?""\n—Venser",normal,214071,,,Rare,,Sorcery
Neurok Commando,{1}{U}{U},3,U,Matt Stewart,28,Creature — Human Rogue,"Shroud (This creature can't be the target of spells or abilities.)\nWhenever Neurok Commando deals combat damage to a player, you may draw a card.",MBS,"""There's no more time for secluded study. Answers are there only for those with the courage to take them.""",normal,213754,2,1,Uncommon,"Human,Rogue",Creature
Oculus,{1}{U},2,U,Dan Scott,29,Creature — Homunculus,"When Oculus dies, you may draw a card.",MBS,"""In its gaze I saw no mercy, no recognition that I was worthy to exist.""\n—Kara Vrist, Neurok agent",normal,214036,1,1,Common,Homunculus,Creature
Quicksilver Geyser,{4}{U},5,U,Erica Yang,30,Instant,Return up to two target nonland permanents to their owners' hands.,MBS,"""Phyrexians are tenacious. That's not the same thing as clever.""\n—Tezzeret",normal,213762,,,Common,,Instant
Serum Raker,{2}{U}{U},4,U,Austin Hsu,31,Creature — Drake,"Flying\nWhen Serum Raker dies, each player discards a card.",MBS,The serum from the blinkmoths they gather greases the joints of witch engines.,normal,213780,3,2,Common,Drake,Creature
Spire Serpent,{4}{U},5,U,Johann Bodin,32,Creature — Serpent,"Defender\nMetalcraft — As long as you control three or more artifacts, Spire Serpent gets +2/+2 and can attack as though it didn't have defender.",MBS,"A mirror to draw its eye, a rod to rouse its rage, and a sword to break its bonds.",normal,213801,3,5,Common,Serpent,Creature
Steel Sabotage,{U},1,U,Daarken,33,Instant,Choose one —\n• Counter target artifact spell.\n• Return target artifact to its owner's hand.,MBS,"""You are hopelessly obsolete, my brothers. Come and join the Great Work.""\n—Rhmir, Hand of the Augur",normal,213726,,,Common,,Instant
Treasure Mage,{2}{U},3,U,Ryan Pancoast,34,Creature — Human Wizard,"When Treasure Mage enters the battlefield, you may search your library for an artifact card with converted mana cost 6 or greater, reveal that card, and put it into your hand. If you do, shuffle your library.","pMGD,MBS",,normal,213753,2,2,Uncommon,"Human,Wizard",Creature
Turn the Tide,{1}{U},2,U,Jason Felix,35,Instant,Creatures your opponents control get -2/-0 until end of turn.,"MBS,CNS","""Let their mindless armies come and face the might of genius.""\n—Varil, Neurok partisan",normal,213821,,,Common,,Instant
Vedalken Anatomist,{2}{U},3,U,Greg Staples,36,Creature — Vedalken Wizard,"{2}{U}, {T}: Put a -1/-1 counter on target creature. You may tap or untap that creature.",MBS,"""Specimen 211 examination report. Observation: graft sublimation incomplete. Result: death. Prepare specimen 212.""",normal,222861,1,2,Uncommon,"Vedalken,Wizard",Creature
Vedalken Infuser,{3}{U},4,U,Ryan Pancoast,37,Creature — Vedalken Wizard,"At the beginning of your upkeep, you may put a charge counter on target artifact.",MBS,"""All plans begin as dreams. I intend to awaken them.""",normal,213750,1,4,Uncommon,"Vedalken,Wizard",Creature
Vivisection,{3}{U},4,U,Anthony Francisco,38,Sorcery,"As an additional cost to cast Vivisection, sacrifice a creature.\nDraw three cards.",MBS,Phyrexians research with the grace of surgeons and the finesse of butchers.,normal,213735,,,Common,,Sorcery
Black Sun's Zenith,{X}{B}{B},2,B,Daniel Ljunggren,39,Sorcery,Put X -1/-1 counters on each creature. Shuffle Black Sun's Zenith into its owner's library.,"pMGD,MBS,C14","""Under the suns, Mirrodin kneels and begs us for perfection.""\n—Geth, Lord of the Vault",normal,214061,,,Rare,,Sorcery
Caustic Hound,{5}{B},6,B,Dave Allsop,40,Creature — Hound,"When Caustic Hound dies, each player loses 4 life.",MBS,"At first, the Mirrans aimed for its exposed gut. The survivors quickly learned to do otherwise.",normal,213789,4,4,Common,Hound,Creature
Flensermite,{1}{B},2,B,Dave Allsop,41,Creature — Gremlin,Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nLifelink (Damage dealt by this creature also causes you to gain that much life.),MBS,,normal,213817,1,1,Common,Gremlin,Creature
Flesh-Eater Imp,{3}{B},4,B,Johann Bodin,42,Creature — Imp,Flying\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nSacrifice a creature: Flesh-Eater Imp gets +1/+1 until end of turn.,MBS,,normal,213759,2,2,Uncommon,Imp,Creature
Go for the Throat,{1}{B},2,B,David Rapoza,43,Instant,Destroy target nonartifact creature.,"pFNM,MBS",Having flesh is increasingly a liability on Mirrodin.,normal,213799,,,Uncommon,,Instant
Gruesome Encore,{2}{B},3,B,Adrian Smith,44,Sorcery,"Put target creature card from an opponent's graveyard onto the battlefield under your control. It gains haste. Exile it at the beginning of the next end step. If that creature would leave the battlefield, exile it instead of putting it anywhere else.",MBS,,normal,214073,,,Uncommon,,Sorcery
Horrifying Revelation,{B},1,B,Shelly Wan,45,Sorcery,"Target player discards a card, then puts the top card of his or her library into his or her graveyard.",MBS,"""Ours is a glorious transmission! Behold a future where all bow to the Father of Machines.""\n—Isila, Priest of Sheoldred",normal,213723,,,Common,,Sorcery
Massacre Wurm,{3}{B}{B}{B},6,B,Jason Chan,46,Creature — Wurm,"When Massacre Wurm enters the battlefield, creatures your opponents control get -2/-2 until end of turn.\nWhenever a creature an opponent controls dies, that player loses 2 life.",MBS,,normal,214044,6,5,Mythic Rare,Wurm,Creature
Morbid Plunder,{1}{B}{B},3,B,Mike Bierek,47,Sorcery,Return up to two target creature cards from your graveyard to your hand.,MBS,Even the dead are raw materials for the Phyrexian vision of perfection.,normal,222863,,,Common,,Sorcery
Nested Ghoul,{3}{B}{B},5,B,Dave Kendall,48,Creature — Zombie Warrior,"Whenever a source deals damage to Nested Ghoul, put a 2/2 black Zombie creature token onto the battlefield.",MBS,"""The chest cavity is cleared of useless meat. I know just what to do with the space.""\n—Gyed, Vault Priest",normal,213816,4,2,Uncommon,"Zombie,Warrior",Creature
Phyresis,{1}{B},2,B,Izzy,49,Enchantment — Aura,Enchant creature\nEnchanted creature has infect. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),MBS,"""Perfection is at hand. You have been freed of weakness and made compleat.""\n—Sheoldred, Whispering One",normal,213797,,,Common,Aura,Enchantment
Phyrexian Crusader,{1}{B}{B},3,B,Eric Deschamps,50,Creature — Zombie Knight,"First strike, protection from red and from white\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)",MBS,,normal,213724,2,2,Rare,"Zombie,Knight",Creature
Phyrexian Rager,{2}{B},3,B,Stephan Martiniere,51,Creature — Horror,"When Phyrexian Rager enters the battlefield, you draw a card and you lose 1 life.","pMEI,APC,10E,DDD,MBS,DD3_GVL,C15,EMA","""I believe many worlds will bow to Phyrexia. Mirrodin is merely the first.""\n—Sheoldred, Whispering One",normal,213804,2,2,Common,Horror,Creature
Phyrexian Vatmother,{2}{B}{B},4,B,Stephan Martiniere,52,Creature — Horror,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nAt the beginning of your upkeep, you get a poison counter.",MBS,,normal,214074,4,5,Rare,Horror,Creature
Sangromancer,{2}{B}{B},4,B,Igor Kieryluk,53,Creature — Vampire Shaman,"Flying\nWhenever a creature an opponent controls dies, you may gain 3 life.\nWhenever an opponent discards a card, you may gain 3 life.",MBS,,normal,214062,3,3,Rare,"Vampire,Shaman",Creature
Scourge Servant,{4}{B},5,B,Daarken,54,Creature — Zombie,Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),MBS,"""The union of the oil and necrogen has produced many pleasing reactions.""\n—Sheoldred, Whispering One",normal,213751,3,3,Common,Zombie,Creature
Septic Rats,{1}{B}{B},3,B,Cos Koniotis,55,Creature — Rat,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nWhenever Septic Rats attacks, if defending player is poisoned, it gets +1/+1 until end of turn.",MBS,,normal,213748,2,2,Uncommon,Rat,Creature
Spread the Sickness,{4}{B},5,B,Jaime Jones,56,Sorcery,"Destroy target creature, then proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)","MBS,MM2",Life is ephemeral. Phyrexia is eternal.,normal,221557,,,Common,,Sorcery
Virulent Wound,{B},1,B,Whit Brachna,57,Instant,"Put a -1/-1 counter on target creature. When that creature dies this turn, its controller gets a poison counter.",MBS,"Sadly, the extent of Gerkk's healing knowledge was ""don't pick at it.""",normal,213777,,,Common,,Instant
Blisterstick Shaman,{2}{R},3,R,Svetlin Velinov,58,Creature — Goblin Shaman,"When Blisterstick Shaman enters the battlefield, it deals 1 damage to target creature or player.",MBS,A productive warren requires a good deal of prodding.,normal,213793,2,1,Common,"Goblin,Shaman",Creature
Burn the Impure,{1}{R},2,R,Nic Klein,59,Instant,"Burn the Impure deals 3 damage to target creature. If that creature has infect, Burn the Impure deals 3 damage to that creature's controller.",MBS,Flame doesn't kneel to Phyrexia.,normal,213771,,,Common,,Instant
Concussive Bolt,{3}{R}{R},5,R,Johann Bodin,60,Sorcery,"Concussive Bolt deals 4 damage to target player.\nMetalcraft — If you control three or more artifacts, creatures that player controls can't block this turn.",MBS,"Shock one, awe the rest.",normal,213756,,,Common,,Sorcery
Crush,{R},1,R,Matt Stewart,61,Instant,Destroy target noncreature artifact.,MBS,A golem's hands know no tenderness.,normal,213806,,,Common,,Instant
Galvanoth,{3}{R}{R},5,R,Kev Walker,62,Creature — Beast,"At the beginning of your upkeep, you may look at the top card of your library. If it's an instant or sorcery card, you may cast it without paying its mana cost.","MBS,DDJ",It chews open Mirrodin's husk and feeds on the outpouring of energy.,normal,214053,3,3,Rare,Beast,Creature
Gnathosaur,{4}{R}{R},6,R,Jason Chan,63,Creature — Lizard,Sacrifice an artifact: Gnathosaur gains trample until end of turn.,MBS,Mirran creatures that could withstand the Phyrexian oil found an abundance of crunchy snacks.,normal,213763,5,4,Common,Lizard,Creature
Goblin Wardriver,{R}{R},2,R,Chippy,64,Creature — Goblin Warrior,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)",MBS,"""A true warrior fights with whatever's handy.""\n—Qerk of the Secret Warren",normal,213782,2,2,Uncommon,"Goblin,Warrior",Creature
Hellkite Igniter,{5}{R}{R},7,R,Jason Chan,65,Creature — Dragon,"Flying, haste\n{1}{R}: Hellkite Igniter gets +X/+0 until end of turn, where X is the number of artifacts you control.",MBS,Its flight sets the sky itself on fire.,normal,214052,5,5,Rare,Dragon,Creature
Hero of Oxid Ridge,{2}{R}{R},4,R,Eric Deschamps,66,Creature — Human Knight,"Haste\nBattle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)\nWhenever Hero of Oxid Ridge attacks, creatures with power 1 or less can't block this turn.",MBS,,normal,214028,4,2,Mythic Rare,"Human,Knight",Creature
Into the Core,{2}{R}{R},4,R,Whit Brachna,67,Instant,Exile two target artifacts.,MBS,"""They believe they're driving us back, but we're leading them to their doom.""\n—Kethek, furnace stoker",normal,213788,,,Uncommon,,Instant
Koth's Courier,{1}{R}{R},3,R,Wayne Reynolds,68,Creature — Human Rogue,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),MBS,Koth sent partisans into the Tangle to bring survivors to the safe haven of the tunnels below Kuldotha.,normal,213766,2,3,Common,"Human,Rogue",Creature
Kuldotha Flamefiend,{4}{R}{R},6,R,Raymond Swanland,69,Creature — Elemental,"When Kuldotha Flamefiend enters the battlefield, you may sacrifice an artifact. If you do, Kuldotha Flamefiend deals 4 damage divided as you choose among any number of target creatures and/or players.",MBS,,normal,213810,4,4,Uncommon,Elemental,Creature
Kuldotha Ringleader,{4}{R},5,R,Greg Staples,70,Creature — Giant Berserker,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)\nKuldotha Ringleader attacks each turn if able.",MBS,Being surrounded by goblins is less objectionable when they're fighting for you.,normal,213787,4,4,Common,"Giant,Berserker",Creature
Metallic Mastery,{2}{R},3,R,Erica Yang,71,Sorcery,Gain control of target artifact until end of turn. Untap that artifact. It gains haste until end of turn.,MBS,"""All will be reforged in the fires of glory.""\n—Urabrask the Hidden",normal,213812,,,Uncommon,,Sorcery
Ogre Resister,{2}{R}{R},4,R,Efrem Palacios,72,Creature — Ogre,,MBS,"He didn't have a word for ""home,"" but he knew it was something to be defended.",normal,213795,4,3,Common,Ogre,Creature
Rally the Forces,{2}{R},3,R,Steven Belledin,73,Instant,Attacking creatures get +1/+0 and gain first strike until end of turn.,MBS,"""Drive them back! Make their underworld into their grave!""\n—Koth of the Hammer",normal,213767,,,Common,,Instant
Red Sun's Zenith,{X}{R},1,R,Svetlin Velinov,74,Sorcery,"Red Sun's Zenith deals X damage to target creature or player. If a creature dealt damage this way would die this turn, exile it instead. Shuffle Red Sun's Zenith into its owner's library.",MBS,,normal,221558,,,Rare,,Sorcery
Slagstorm,{1}{R}{R},3,R,Dan Scott,75,Sorcery,Choose one —\n• Slagstorm deals 3 damage to each creature.\n• Slagstorm deals 3 damage to each player.,MBS,"""As long as we have the will to fight, we are never without weapons.""\n—Koth of the Hammer",normal,214054,,,Rare,,Sorcery
Spiraling Duelist,{2}{R}{R},4,R,Karl Kopinski,76,Creature — Human Berserker,Metalcraft — Spiraling Duelist has double strike as long as you control three or more artifacts.,MBS,"""I never move the same way twice. Those rotters can't grasp chaos.""",normal,222859,3,1,Uncommon,"Human,Berserker",Creature
Blightwidow,{3}{G},4,G,Daniel Ljunggren,77,Creature — Spider,Reach (This creature can block creatures with flying.)\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),MBS,,normal,213820,2,4,Common,Spider,Creature
Creeping Corrosion,{2}{G}{G},4,G,Ryan Pancoast,78,Sorcery,Destroy all artifacts.,MBS,"""We will reveal the futility of their heresy by showing them how fragile their relics are.""\n—Vorinclex, Voice of Hunger",normal,214029,,,Rare,,Sorcery
Fangren Marauder,{5}{G},6,G,James Ryman,79,Creature — Beast,"Whenever an artifact is put into a graveyard from the battlefield, you may gain 5 life.",MBS,"""The fangren fight without comfort of any kind. We can ask no less of ourselves.""\n—Tilien, Sylvok partisan",normal,213732,5,5,Common,Beast,Creature
Glissa's Courier,{1}{G}{G},3,G,Dave Kendall,80,Creature — Horror,Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),MBS,"""So, the survivors from Oxid Ridge are on the move. Let them come and witness predation in its purest form.""\n—Glissa",normal,213783,2,3,Common,Horror,Creature
Green Sun's Zenith,{X}{G},1,G,David Rapoza,81,Sorcery,"Search your library for a green creature card with converted mana cost X or less, put it onto the battlefield, then shuffle your library. Shuffle Green Sun's Zenith into its owner's library.","MBS,V13,EMA","As the green sun crowned, Phyrexian prophecies glowed on the Tree of Tales.",normal,221559,,,Rare,,Sorcery
Lead the Stampede,{2}{G},3,G,Efrem Palacios,82,Sorcery,Look at the top five cards of your library. You may reveal any number of creature cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,"MBS,DDH,CNS",,normal,213739,,,Uncommon,,Sorcery
Melira's Keepers,{4}{G},5,G,Eric Deschamps,83,Creature — Human Warrior,Melira's Keepers can't have counters placed on it.,MBS,Her warriors are the last defense against the coming storm.,normal,213796,4,4,Uncommon,"Human,Warrior",Creature
Mirran Mettle,{G},1,G,Karl Kopinski,84,Instant,Target creature gets +2/+2 until end of turn.\nMetalcraft — That creature gets +4/+4 until end of turn instead if you control three or more artifacts.,MBS,"""Our land will not yield to Phyrexian corruption!""",normal,213819,,,Common,,Instant
Phyrexian Hydra,{3}{G}{G},5,G,Mike Bierek,85,Creature — Hydra,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nIf damage would be dealt to Phyrexian Hydra, prevent that damage. Put a -1/-1 counter on Phyrexian Hydra for each 1 damage prevented this way.",MBS,,normal,214060,7,7,Rare,Hydra,Creature
Pistus Strike,{2}{G},3,G,Jaime Jones,86,Instant,Destroy target creature with flying. Its controller gets a poison counter.,MBS,"""Even a nuisance such as the pistus fly has a purpose in our new world.""\n—Glissa",normal,213744,,,Common,,Instant
Plaguemaw Beast,{3}{G}{G},5,G,Whit Brachna,87,Creature — Beast,"{T}, Sacrifice a creature: Proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)",MBS,Phyrexia's spiral of consumption grows ever wider and darker.,normal,213752,4,3,Uncommon,Beast,Creature
Praetor's Counsel,{5}{G}{G}{G},8,G,Daarken,88,Sorcery,Return all cards from your graveyard to your hand. Exile Praetor's Counsel. You have no maximum hand size for the rest of the game.,"MBS,C14","As the Phyrexian contagion corroded Karn's body, the praetors whispered psalms to corrupt his mind.",normal,214034,,,Mythic Rare,,Sorcery
Quilled Slagwurm,{4}{G}{G}{G},7,G,Matt Stewart,89,Creature — Wurm,,MBS,Vorinclex removed its teeth so it wouldn't waste time chewing before moving to the next kill.,normal,213755,8,8,Uncommon,Wurm,Creature
Rot Wolf,{2}{G},3,G,Nils Hamm,90,Creature — Wolf,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nWhenever a creature dealt damage by Rot Wolf this turn dies, you may draw a card.",MBS,,normal,213774,2,2,Common,Wolf,Creature
Tangle Mantis,{2}{G}{G},4,G,Chris Rahn,91,Creature — Insect,Trample,MBS,The fiercest hunters in the Tangle don't seek out the mantises. They are the mantises.,normal,222862,3,4,Common,Insect,Creature
"Thrun, the Last Troll",{2}{G}{G},4,G,Jason Chan,92,Legendary Creature — Troll Shaman,"Thrun, the Last Troll can't be countered.\nHexproof (This creature can't be the target of spells or abilities your opponents control.)\n{1}{G}: Regenerate Thrun.",MBS,"His crime was silence, and now he suffers it eternally.",normal,214050,4,4,Mythic Rare,"Troll,Shaman",Creature
Unnatural Predation,{G},1,G,Shelly Wan,93,Instant,Target creature gets +1/+1 and gains trample until end of turn.,MBS,"""Domination by the strongest—that is all that matters in the Tangle now.""\n—Vorinclex, Voice of Hunger",normal,213778,,,Common,,Instant
Viridian Corrupter,{1}{G}{G},3,G,Matt Cavotta,94,Creature — Elf Shaman,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nWhen Viridian Corrupter enters the battlefield, destroy target artifact.",MBS,,normal,213772,2,2,Uncommon,"Elf,Shaman",Creature
Viridian Emissary,{1}{G},2,G,Matt Stewart,95,Creature — Elf Scout,"When Viridian Emissary dies, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.","MBS,PC2,C15",,normal,213728,2,1,Common,"Elf,Scout",Creature
"Glissa, the Traitor",{B}{G}{G},3,"B,G",Chris Rahn,96,Legendary Creature — Zombie Elf,"First strike, deathtouch\nWhenever a creature an opponent controls dies, you may return target artifact card from your graveyard to your hand.","pPRE,MBS",,normal,214072,3,3,Mythic Rare,"Zombie,Elf",Creature
"Tezzeret, Agent of Bolas",{2}{U}{B},4,"U,B",Aleksi Briclot,97,Planeswalker — Tezzeret,"+1: Look at the top five cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in any order.\n−1: Target artifact becomes an artifact creature with base power and toughness 5/5.\n−4: Target player loses X life and you gain X life, where X is twice the number of artifacts you control.",MBS,,normal,214065,,,Mythic Rare,Tezzeret,Planeswalker
Bladed Sentinel,{4},4,W,Tomasz Jedruszek,98,Artifact Creature — Construct,{W}: Bladed Sentinel gains vigilance until end of turn.,MBS,The Mirran partisans created hundreds of patrol sentinels to divert Phyrexian assaults from the Tangle.,normal,214049,2,4,Common,Construct,"Artifact,Creature"
Blightsteel Colossus,{12},12,,Chris Rahn,99,Artifact Creature — Golem,"Trample, infect, indestructible\nIf Blightsteel Colossus would be put into a graveyard from anywhere, reveal Blightsteel Colossus and shuffle it into its owner's library instead.",MBS,,normal,221563,11,11,Mythic Rare,Golem,"Artifact,Creature"
Bonehoard,{4},4,,Chippy,100,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, put a 0/0 black Germ creature token onto the battlefield, then attach this to it.)\nEquipped creature gets +X/+X, where X is the number of creature cards in all graveyards.\nEquip {2}","MBS,C14,C15",,normal,214040,,,Rare,Equipment,Artifact
Brass Squire,{3},3,,Ryan Pancoast,101,Artifact Creature — Myr,{T}: Attach target Equipment you control to target creature you control.,MBS,"""I admire it. Few pull off pluck and subservience at the same time.""\n—Ezuri, renegade leader",normal,213800,1,3,Uncommon,Myr,"Artifact,Creature"
