name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Keep Watch,{2}{U},3,U,Fred Rahmqvist,43,Instant,Draw a card for each attacking creature.,"JUD,HOP","""I see their moral dilemmas. I see their raw courage. I see their self-sacrifice. I see our victory.""",normal,35168,,,Common,,Instant
Laquatus's Disdain,{1}{U},2,U,Pete Venters,44,Instant,Counter target spell cast from a graveyard.\nDraw a card.,JUD,"""The first time was amusing, but now you're getting tiresome.""",normal,27145,,,Uncommon,,Instant
Lost in Thought,{1}{U},2,U,Ben Thompson,45,Enchantment — Aura,"Enchant creature\nEnchanted creature can't attack or block, and its activated abilities can't be activated. Its controller may exile three cards from his or her graveyard for that player to ignore this effect until end of turn.",JUD,,normal,34775,,,Common,Aura,Enchantment
Mental Note,{U},1,U,Bradley Williams,46,Instant,Put the top two cards of your library into your graveyard.\nDraw a card.,JUD,Some minds are more open than others.,normal,36114,,,Common,,Instant
Mirror Wall,{3}{U},4,"U,W",Mark Brill,47,Creature — Wall,Defender (This creature can't attack.)\n{W}: Mirror Wall can attack this turn as though it didn't have defender.,JUD,"""Breaking it would be about four hundred years bad luck.""\n—Nomad sentry",normal,36413,3,4,Common,Wall,Creature
Mist of Stagnation,{3}{U}{U},5,U,Mike Ploog,48,Enchantment,"Permanents don't untap during their controllers' untap steps.\nAt the beginning of each player's upkeep, that player chooses a permanent for each card in his or her graveyard, then untaps those permanents.",JUD,,normal,34777,,,Rare,,Enchantment
Quiet Speculation,{1}{U},2,U,John Avon,49,Sorcery,Search target player's library for up to three cards with flashback and put them into that player's graveyard. Then the player shuffles his or her library.,"JUD,EMA","""The best foresight is hindsight.""\n—Empress Llawan",normal,20431,,,Uncommon,,Sorcery
Scalpelexis,{4}{U},5,U,Mark Tedin,50,Creature — Beast,"Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever Scalpelexis deals combat damage to a player, that player exiles the top four cards of his or her library. If two or more of those cards have the same name, repeat this process.","JUD,10E",,normal,29928,1,5,Rare,Beast,Creature
Spelljack,{3}{U}{U}{U},6,U,Pete Venters,51,Instant,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard. You may play it without paying its mana cost for as long as it remains exiled. (If it has X in its mana cost, X is 0.)",JUD,,normal,35169,,,Rare,,Instant
Telekinetic Bonds,{2}{U}{U}{U},5,U,Jim Nelson,52,Enchantment,"Whenever a player discards a card, you may pay {1}{U}. If you do, you may tap or untap target permanent.",JUD,"""Nature's been fired. The oceans are under new management.""\n—Ambassador Laquatus",normal,5589,,,Rare,,Enchantment
Web of Inertia,{2}{U},3,U,Don Hazeltine,53,Enchantment,"At the beginning of combat on each opponent's turn, that player may exile a card from his or her graveyard. If the player doesn't, creatures he or she controls can't attack you this turn.",JUD,Cephalids specialize in lose-lose situations.,normal,34823,,,Uncommon,,Enchantment
Wonder,{3}{U},4,U,Rebecca Guay,54,Creature — Incarnation,"Flying\nAs long as Wonder is in your graveyard and you control an Island, creatures you control have flying.","pFNM,JUD,CMD,C13,EMA","""The awestruck birds gazed at Wonder. Slowly, timidly, they rose into the air.""\n—Scroll of Beginnings",normal,33720,2,2,Uncommon,Incarnation,Creature
Wormfang Behemoth,{3}{U}{U},5,U,Heather Hudson,55,Creature — Nightmare Fish Beast,"When Wormfang Behemoth enters the battlefield, exile all cards from your hand.\nWhen Wormfang Behemoth leaves the battlefield, return the exiled cards to their owner's hand.",JUD,,normal,34811,5,5,Rare,"Nightmare,Fish,Beast",Creature
Wormfang Crab,{3}{U},4,U,Glen Angus,56,Creature — Nightmare Crab,"Wormfang Crab can't be blocked.\nWhen Wormfang Crab enters the battlefield, an opponent chooses a permanent you control other than Wormfang Crab and exiles it.\nWhen Wormfang Crab leaves the battlefield, return the exiled card to the battlefield under its owner's control.",JUD,,normal,34927,3,6,Uncommon,"Nightmare,Crab",Creature
Wormfang Drake,{2}{U},3,U,Thomas M. Baxa,57,Creature — Nightmare Drake,"Flying\nWhen Wormfang Drake enters the battlefield, sacrifice it unless you exile a creature you control other than Wormfang Drake.\nWhen Wormfang Drake leaves the battlefield, return the exiled card to the battlefield under its owner's control.",JUD,,normal,25974,3,4,Common,"Nightmare,Drake",Creature
Wormfang Manta,{5}{U}{U},7,U,Heather Hudson,58,Creature — Nightmare Fish Beast,"Flying\nWhen Wormfang Manta enters the battlefield, you skip your next turn.\nWhen Wormfang Manta leaves the battlefield, you take an extra turn after this one.",JUD,,normal,34939,6,1,Rare,"Nightmare,Fish,Beast",Creature
Wormfang Newt,{1}{U},2,U,Doug Chaffee,59,Creature — Nightmare Salamander Beast,"When Wormfang Newt enters the battlefield, exile a land you control.\nWhen Wormfang Newt leaves the battlefield, return the exiled card to the battlefield under its owner's control.",JUD,Spawned by mages emulating the insane.,normal,34809,2,2,Common,"Nightmare,Salamander,Beast",Creature
Wormfang Turtle,{2}{U},3,U,John Avon,60,Creature — Nightmare Turtle Beast,"When Wormfang Turtle enters the battlefield, exile a land you control.\nWhen Wormfang Turtle leaves the battlefield, return the exiled card to the battlefield under its owner's control.",JUD,Chainer's admirers keep his dreams alive.,normal,34954,2,4,Uncommon,"Nightmare,Turtle,Beast",Creature
Balthor the Defiled,{2}{B}{B},4,B,Carl Critchlow,61,Legendary Creature — Zombie Dwarf,"Minion creatures get +1/+1.\n{B}{B}{B}, Exile Balthor the Defiled: Each player returns all black and all red creature cards from his or her graveyard to the battlefield.",JUD,He remembers enough of his life to weep for what he has lost.,normal,20842,2,2,Rare,"Zombie,Dwarf",Creature
Cabal Therapy,{B},1,B,Ron Spencer,62,Sorcery,Name a nonland card. Target player reveals his or her hand and discards all cards with that name.\nFlashback—Sacrifice a creature. (You may cast this card from your graveyard for its flashback cost. Then exile it.),"pFNM,JUD,PD3,EMA",,normal,34789,,,Uncommon,,Sorcery
Cabal Trainee,{B},1,B,Pete Venters,63,Creature — Human Minion,Sacrifice Cabal Trainee: Target creature gets -2/-0 until end of turn.,JUD,"""Ah, a faceshredder. Very rare. Nearly unstoppable. Good luck""\n—Cabal instructor",normal,36117,1,1,Common,"Human,Minion",Creature
Death Wish,{1}{B}{B},3,B,Jeff Easley,64,Sorcery,"You may choose a card you own from outside the game and put it into your hand. You lose half your life, rounded up. Exile Death Wish.",JUD,"He wished for power, but not for the longevity to abuse it.",normal,34402,,,Rare,,Sorcery
Earsplitting Rats,{3}{B},4,B,Heather Hudson,65,Creature — Rat,"When Earsplitting Rats enters the battlefield, each player discards a card.\nDiscard a card: Regenerate Earsplitting Rats.",JUD,Rats come in one amount: too many.,normal,35080,2,1,Common,Rat,Creature
Filth,{3}{B},4,B,Thomas M. Baxa,66,Creature — Incarnation,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)\nAs long as Filth is in your graveyard and you control a Swamp, creatures you control have swampwalk.",JUD,"""As the portal closed, Filth oozed through. The stench of evil followed it in.""\n—Scroll of Beginnings",normal,33722,2,2,Uncommon,Incarnation,Creature
Grave Consequences,{1}{B},2,B,Tim Hildebrandt,67,Instant,Each player may exile any number of cards from his or her graveyard. Then each player loses 1 life for each card in his or her graveyard.\nDraw a card.,JUD,"""You call that a nightmare?""\n—Braids, dementia summoner",normal,35161,,,Uncommon,,Instant
Guiltfeeder,{3}{B}{B},5,B,Mark Tedin,68,Creature — Horror,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)\nWhenever Guiltfeeder attacks and isn't blocked, defending player loses 1 life for each card in his or her graveyard.",JUD,,normal,29890,0,4,Rare,Horror,Creature
Masked Gorgon,{4}{B},5,B,Matthew D. Wilson,69,Creature — Gorgon,Green creatures and white creatures have protection from Gorgons.\nThreshold — Masked Gorgon has protection from green and from white as long as seven or more cards are in your graveyard.,JUD,,normal,34480,5,5,Rare,Gorgon,Creature
Morality Shift,{5}{B}{B},7,B,Jerry Tiritilli,70,Sorcery,Exchange your graveyard and library. Then shuffle your library.,JUD,"The mind sings, though at times it sings a dirge.",normal,35171,,,Rare,,Sorcery
Rats' Feast,{X}{B},1,B,Bob Petillo,71,Sorcery,Exile X target cards from a single graveyard.,JUD,"""That does it—I quit""\n—Cabal grave robber",normal,36412,,,Common,,Sorcery
Stitch Together,{B}{B},2,B,Arnie Swekel,72,Sorcery,Return target creature card from your graveyard to your hand.\nThreshold — Return that card from your graveyard to the battlefield instead if seven or more cards are in your graveyard.,"JUD,CMD",,normal,32209,,,Uncommon,,Sorcery
Sutured Ghoul,{4}{B}{B}{B},7,B,Carl Critchlow,73,Creature — Zombie,"Trample\nAs Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.\nSutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.","JUD,M12",,normal,29944,*,*,Rare,Zombie,Creature
Toxic Stench,{1}{B},2,B,Bradley Williams,74,Instant,"Target nonblack creature gets -1/-1 until end of turn.\nThreshold — If seven or more cards are in your graveyard, instead destroy that creature. It can't be regenerated.",JUD,,normal,36416,,,Common,,Instant
Treacherous Vampire,{4}{B},5,B,Kev Walker,75,Creature — Vampire,"Flying\nWhenever Treacherous Vampire attacks or blocks, sacrifice it unless you exile a card from your graveyard.\nThreshold — As long as seven or more cards are in your graveyard, Treacherous Vampire gets +2/+2 and has ""When Treacherous Vampire dies, you lose 6 life.""",JUD,,normal,34788,4,4,Uncommon,Vampire,Creature
Treacherous Werewolf,{2}{B},3,B,Mark Tedin,76,Creature — Werewolf Minion,"Threshold — As long as seven or more cards are in your graveyard, Treacherous Werewolf gets +2/+2 and has ""When Treacherous Werewolf dies, you lose 4 life.""",JUD,,normal,36037,2,2,Common,"Werewolf,Minion",Creature
Anger,{3}{R},4,R,John Avon,77,Creature — Incarnation,"Haste\nAs long as Anger is in your graveyard and you control a Mountain, creatures you control have haste.","JUD,CMD,DDI","""For its time as a mortal, Anger chose a shell of boiling rock.""\n—Scroll of Beginnings",normal,33717,2,2,Uncommon,Incarnation,Creature
Arcane Teachings,{2}{R},3,R,Mark Brill,78,Enchantment — Aura,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nEnchanted creature gets +2/+2 and has ""{T}: This creature deals 1 damage to target creature or player.""","JUD,10E","Dwarves may teach at the speed of stone, but their results are solid.",normal,36430,,,Common,Aura,Enchantment
Barbarian Bully,{2}{R},3,R,Mike Ploog,79,Creature — Human Barbarian,Discard a card at random: Barbarian Bully gets +2/+2 until end of turn unless a player has Barbarian Bully deal 4 damage to him or her. Activate this ability only once each turn.,JUD,"""Out of my way!""",normal,34818,2,2,Common,"Human,Barbarian",Creature
Book Burning,{1}{R},2,R,Dave Dorman,80,Sorcery,"Any player may have Book Burning deal 6 damage to him or her. If no one does, target player puts the top six cards of his or her library into his or her graveyard.",JUD,The wizard's spellbook was full of burning questions.,normal,35891,,,Common,,Sorcery
Breaking Point,{1}{R}{R},3,R,Matthew D. Wilson,81,Sorcery,"Any player may have Breaking Point deal 6 damage to him or her. If no one does, destroy all creatures. Creatures destroyed this way can't be regenerated.","JUD,DDK","""Enough!""",normal,29856,,,Rare,,Sorcery
Browbeat,{2}{R},3,R,Mark Tedin,82,Sorcery,"Any player may have Browbeat deal 5 damage to him or her. If no one does, target player draws three cards.","pFNM,JUD,TSB,HOP,PD2,DDK","""Even the threat of power has power.""\n—Jeska, warrior adept",normal,36038,,,Uncommon,,Sorcery
Burning Wish,{1}{R},2,R,Scott M. Fischer,83,Sorcery,"You may choose a sorcery card you own from outside the game, reveal that card, and put it into your hand. Exile Burning Wish.","pJGP,JUD,VMA","She wished for a weapon, but not for the skill to wield it.",normal,34403,,,Rare,,Sorcery
Dwarven Bloodboiler,{R}{R}{R},3,R,Arnie Swekel,84,Creature — Dwarf,Tap an untapped Dwarf you control: Target creature gets +2/+0 until end of turn.,JUD,His battle cry unleashes an avalanche of dwarves.,normal,35074,2,2,Rare,Dwarf,Creature
Dwarven Driller,{3}{R},4,R,"Edward P. Beard, Jr.",85,Creature — Dwarf,{T}: Destroy target land unless its controller has Dwarven Driller deal 2 damage to him or her.,JUD,"""Drill the planet, it's no trouble:\nMining granite, making rubble.""\n—Dwarven drilling song",normal,34950,2,2,Uncommon,Dwarf,Creature
Dwarven Scorcher,{R},1,R,Thomas M. Baxa,86,Creature — Dwarf,Sacrifice Dwarven Scorcher: Dwarven Scorcher deals 1 damage to target creature unless that creature's controller has Dwarven Scorcher deal 2 damage to him or her.,JUD,Barbarians invented the blaze of glory. Dwarves perfected it.,normal,36116,1,1,Common,Dwarf,Creature
Ember Shot,{6}{R},7,R,Alan Pollack,87,Instant,Ember Shot deals 3 damage to target creature or player.\nDraw a card.,JUD,"Dwarves bring poor coal to market, use good coal in their homes, and throw their best coal away.",normal,29862,,,Common,,Instant
Firecat Blitz,{X}{R}{R},2,R,David Martin,88,Sorcery,"Put X 1/1 red Elemental Cat creature tokens with haste onto the battlefield. Exile them at the beginning of the next end step.\nFlashback—{R}{R}, Sacrifice X Mountains. (You may cast this card from your graveyard for its flashback cost. Then exile it.)",JUD,,normal,34929,,,Uncommon,,Sorcery
Flaring Pain,{1}{R},2,R,Glen Angus,89,Instant,Damage can't be prevented this turn.\nFlashback {R} (You may cast this card from your graveyard for its flashback cost. Then exile it.),JUD,"""I don't rub salt in wounds. I use sulfur.""\n—Matoc, lavamancer",normal,34214,,,Common,,Instant
Fledgling Dragon,{2}{R}{R},4,R,Greg Staples,90,Creature — Dragon,"Flying\nThreshold — As long as seven or more cards are in your graveyard, Fledgling Dragon gets +3/+3 and has ""{R}: Fledgling Dragon gets +1/+0 until end of turn.""",JUD,,normal,34930,2,2,Rare,Dragon,Creature
Goretusk Firebeast,{5}{R},6,R,Keith Garletts,91,Creature — Elemental Boar Beast,"When Goretusk Firebeast enters the battlefield, it deals 4 damage to target player.",JUD,"As a youth, Kamahl took one for a pet. His hair has yet to grow back.",normal,34917,2,2,Common,"Elemental,Boar,Beast",Creature
Infectious Rage,{1}{R},2,R,Christopher Moeller,92,Enchantment — Aura,"Enchant creature\nEnchanted creature gets +2/-1.\nWhen enchanted creature dies, choose a creature at random Infectious Rage can enchant. Return Infectious Rage to the battlefield attached to that creature.",JUD,,normal,35087,,,Uncommon,Aura,Enchantment
"Jeska, Warrior Adept",{2}{R}{R},4,R,rk post,93,Legendary Creature — Human Barbarian Warrior,"First strike, haste\n{T}: Jeska, Warrior Adept deals 1 damage to target creature or player.",JUD,"""My brother and I both come from Balthor's forge. Kamahl has a temper of fire. I have a temper of steel.""",normal,36451,3,1,Rare,"Human,Barbarian,Warrior",Creature
Lava Dart,{R},1,R,Darrell Riche,94,Instant,Lava Dart deals 1 damage to target creature or player.\nFlashback—Sacrifice a Mountain. (You may cast this card from your graveyard for its flashback cost. Then exile it.),JUD,,normal,29766,,,Common,,Instant
Liberated Dwarf,{R},1,R,Greg Hildebrandt,95,Creature — Dwarf,"{R}, Sacrifice Liberated Dwarf: Target green creature gets +1/+0 and gains first strike until end of turn.",JUD,"Freed from their chains, these dwarves are bound only by honor.",normal,35083,1,1,Common,Dwarf,Creature
Lightning Surge,{3}{R}{R},5,R,Ron Spears,96,Sorcery,"Lightning Surge deals 4 damage to target creature or player.\nThreshold — If seven or more cards are in your graveyard, instead Lightning Surge deals 6 damage to that creature or player and the damage can't be prevented.\nFlashback {5}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",JUD,,normal,34208,,,Rare,,Sorcery
Planar Chaos,{2}{R},3,R,Ron Spencer,97,Enchantment,"At the beginning of your upkeep, flip a coin. If you lose the flip, sacrifice Planar Chaos.\nWhenever a player casts a spell, that player flips a coin. If he or she loses the flip, counter that spell.",JUD,,normal,35088,,,Uncommon,,Enchantment
Shaman's Trance,{2}{R},3,R,Greg Hildebrandt,98,Instant,"Until end of turn, other players can't play cards from their graveyards, and you may play cards from other players' graveyards as though they were in your graveyard.",JUD,,normal,34795,,,Rare,,Instant
Soulgorger Orgg,{3}{R}{R},5,R,John Matson,99,Creature — Nightmare Orgg,"Trample\nWhen Soulgorger Orgg enters the battlefield, you lose all but 1 life.\nWhen Soulgorger Orgg leaves the battlefield, you gain life equal to the life you lost when it entered the battlefield.",JUD,,normal,34942,6,6,Uncommon,"Nightmare,Orgg",Creature
