name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Oblivion Sower,{6},6,,Jaime Jones,11,Creature — Eldrazi,"When you cast Oblivion Sower, target opponent exiles the top four cards of his or her library, then you may put any number of land cards that player owns from exile onto the battlefield under your control.","DDP,BFZ",The Eldrazi hunger without limit and consume without pause.,normal,401972,5,8,Mythic Rare,Eldrazi,Creature
Ruin Processor,{7},7,,Slawomir Maniak,12,Creature — Eldrazi Processor,"When you cast Ruin Processor, you may put a card an opponent owns from exile into that player's graveyard. If you do, you gain 5 life.",BFZ,"The Eldrazi continue to sweep through the wastes, compounding destruction that already seemed absolute.",normal,402017,7,8,Common,"Eldrazi,Processor",Creature
Scour from Existence,{7},7,,Clint Cearley,13,Instant,Exile target permanent.,BFZ,"""Our people and our very lands disappear as if they never were. We no longer fight for glory, or honor. We battle now for the right to exist.""—General Tazri, allied commander",normal,402025,,,Common,,Instant
Titan's Presence,{3},3,,Slawomir Maniak,14,Instant,"As an additional cost to cast Titan's Presence, reveal a colorless creature card from your hand.\nExile target creature if its power is less than or equal to the revealed card's power.",BFZ,Dust and memory are all that remain in Ulamog's wake.,normal,402073,,,Uncommon,,Instant
"Ulamog, the Ceaseless Hunger",{10},10,,Michael Komarck,15,Legendary Creature — Eldrazi,"When you cast Ulamog, the Ceaseless Hunger, exile two target permanents.\nIndestructible\nWhenever Ulamog attacks, defending player exiles the top twenty cards of his or her library.",BFZ,A force as voracious as time itself.,normal,402079,10,10,Mythic Rare,Eldrazi,Creature
Ulamog's Despoiler,{6},6,,Peter Mohrbacher,16,Creature — Eldrazi Processor,"As Ulamog's Despoiler enters the battlefield, you may put two cards your opponents own from exile into their owners' graveyards. If you do, Ulamog's Despoiler enters the battlefield with four +1/+1 counters on it.",BFZ,,normal,402080,5,5,Uncommon,"Eldrazi,Processor",Creature
Void Winnower,{9},9,,Chase Stone,17,Creature — Eldrazi,Your opponents can't cast spells with even converted mana costs. (Zero is even.)\nYour opponents can't block with creatures with even converted mana costs.,BFZ,"""Have you ever seen a world fall to its knees? Watch, and learn.""—Ob Nixilis",normal,402093,11,9,Mythic Rare,Eldrazi,Creature
Angel of Renewal,{5}{W},6,W,Todd Lockwood,18,Creature — Angel Ally,"Flying\nWhen Angel of Renewal enters the battlefield, you gain 1 life for each creature you control.",BFZ,"""No more fear. No more failure. No more death. No more!""",normal,401810,4,4,Uncommon,"Angel,Ally",Creature
Angelic Gift,{1}{W},2,W,Josu Hernaiz,19,Enchantment — Aura,"Enchant creature\nWhen Angelic Gift enters the battlefield, draw a card.\nEnchanted creature has flying.",BFZ,"""Zendikar will triumph this day, and our armies will fly with angels.""",normal,401812,,,Common,Aura,Enchantment
Cliffside Lookout,{W},1,W,Eric Deschamps,20,Creature — Kor Scout Ally,{4}{W}: Creatures you control get +1/+1 until end of turn.,BFZ,"Though losses run high among the scouts of the Stone Havens, they never flinch from their duty.",normal,401842,1,1,Common,"Kor,Scout,Ally",Creature
Courier Griffin,{3}{W},4,W,Kieran Yanner,21,Creature — Griffin,"Flying\nWhen Courier Griffin enters the battlefield, you gain 2 life.",BFZ,"""Sea Gate has fallen. Survivors are on the move. Will send another griffin when we find refuge. Stay hidden. Stay safe.""—Message from Tars Olan, kor world-gift",normal,401849,2,3,Common,Griffin,Creature
Emeria Shepherd,{5}{W}{W},7,W,Cynthia Sheppard,22,Creature — Angel,"Flying\nLandfall — Whenever a land enters the battlefield under your control, you may return target nonland permanent card from your graveyard to your hand. If that land is a Plains, you may return that nonland permanent card to the battlefield instead.",BFZ,,normal,401869,4,4,Rare,Angel,Creature
Encircling Fissure,{2}{W},3,W,Igor Kieryluk,23,Instant,"Prevent all combat damage that would be dealt this turn by creatures target opponent controls.\nAwaken 2—{4}{W} (If you cast this spell for {4}{W}, also put two +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,401870,,,Uncommon,,Instant
Expedition Envoy,{W},1,W,David Palumbo,24,Creature — Human Scout Ally,,BFZ,"The unofficial motto of every expedition house is ""ready for anything,"" a phrase whose significance has been amplified since the emergence of the Eldrazi.",normal,401874,2,1,Uncommon,"Human,Scout,Ally",Creature
Felidar Cub,{1}{W},2,W,Steve Prescott,25,Creature — Cat Beast,Sacrifice Felidar Cub: Destroy target enchantment.,BFZ,Felidars that make it through their first year of life can easily live to see a hundred years more.,normal,401877,2,2,Common,"Cat,Beast",Creature
Felidar Sovereign,{4}{W}{W},6,W,Zoltan Boros & Gabor Szikszai,26,Creature — Cat Beast,"Vigilance, lifelink\nAt the beginning of your upkeep, if you have 40 or more life, you win the game.","ZEN,BFZ","It surveys the withering landscape, waiting for a victory only it can see.",normal,401878,4,6,Rare,"Cat,Beast",Creature
Fortified Rampart,{1}{W},2,W,David Gaillet,27,Creature — Wall,Defender,BFZ,"The refuge's defenses allow new recruits to see lesser Eldrazi up close, steeling their stomachs for what's to come.",normal,401892,0,6,Common,Wall,Creature
Ghostly Sentinel,{4}{W},5,W,Daarken,28,Creature — Kor Spirit,"Flying, vigilance",BFZ,Mystics of the Stone Havens call upon the spirits of fallen heroes to defend the refuges.,normal,401895,3,3,Common,"Kor,Spirit",Creature
"Gideon, Ally of Zendikar",{2}{W}{W},4,W,Eric Deschamps,29,Planeswalker — Gideon,"+1: Until end of turn, Gideon, Ally of Zendikar becomes a 5/5 Human Soldier Ally creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.\n0: Put a 2/2 white Knight Ally creature token onto the battlefield.\n−4: You get an emblem with ""Creatures you control get +1/+1.""",BFZ,,normal,401897,,,Mythic Rare,Gideon,Planeswalker
Gideon's Reproach,{1}{W},2,W,Dan Scott,30,Instant,Gideon's Reproach deals 4 damage to target attacking or blocking creature.,BFZ,"""Suddenly, Gideon was there with us, clearing the way so that we could escape.""—The War Diaries",normal,401898,,,Common,,Instant
Hero of Goma Fada,{4}{W},5,W,Lake Hurwitz,31,Creature — Human Knight Ally,"Rally — Whenever Hero of Goma Fada or another Ally enters the battlefield under your control, creatures you control gain indestructible until end of turn.","pMEI,BFZ","""They seek to break us. Let us show them our strength!""",normal,401913,4,3,Rare,"Human,Knight,Ally",Creature
Inspired Charge,{2}{W}{W},4,W,Willian Murai,32,Instant,Creatures you control get +2/+1 until end of turn.,"M11,M15,BFZ","""For the lands you have lost and the beauty that remains, for freedom and the future, we must hold nothing back!""—Gideon Jura",normal,401917,,,Common,,Instant
Kitesail Scout,{W},1,W,Dan Scott,33,Creature — Kor Scout,Flying,BFZ,"""The wind in one's hair, the sun on one's back, the joy of open skies . . . the next generation of kor must know this kind of peace.""",normal,401932,1,1,Common,"Kor,Scout",Creature
Kor Bladewhirl,{1}{W},2,W,Steven Belledin,34,Creature — Kor Soldier Ally,"Rally — Whenever Kor Bladewhirl or another Ally enters the battlefield under your control, creatures you control gain first strike until end of turn.",BFZ,The high-pitched whirl of a hook is the only battle cry she needs.,normal,401933,2,2,Uncommon,"Kor,Soldier,Ally",Creature
Kor Castigator,{1}{W},2,W,Greg Opalinski,35,Creature — Kor Wizard Ally,Kor Castigator can't be blocked by Eldrazi Scions.,BFZ,"""He told us not to worry, and he walked into the cavern. The swirling mass of Eldrazi parted to admit him, then closed in his wake.""—Akiri, kor line-slinger",normal,401934,3,1,Common,"Kor,Wizard,Ally",Creature
Kor Entanglers,{4}{W},5,W,Jason Rainville,36,Creature — Kor Soldier Ally,"Rally — Whenever Kor Entanglers or another Ally enters the battlefield under your control, tap target creature an opponent controls.",BFZ,"""We came into this world together. We fight for this world together. We'll leave this world together.""",normal,401935,3,4,Uncommon,"Kor,Soldier,Ally",Creature
Lantern Scout,{2}{W},3,W,Steven Belledin,37,Creature — Human Scout Ally,"Rally — Whenever Lantern Scout or another Ally enters the battlefield under your control, creatures you control gain lifelink until end of turn.",BFZ,Hedron lanterns fend off more than just the darkness.,normal,401938,3,2,Rare,"Human,Scout,Ally",Creature
Lithomancer's Focus,{W},1,W,Cynthia Sheppard,38,Instant,Target creature gets +2/+2 until end of turn. Prevent all damage that would be dealt to that creature this turn by colorless sources.,BFZ,"""Even in the hands of amateurs, Nahiri's hedrons can harm the Eldrazi.""—Ugin",normal,401941,,,Common,,Instant
Makindi Patrol,{2}{W},3,W,David Palumbo,39,Creature — Human Knight Ally,"Rally — Whenever Makindi Patrol or another Ally enters the battlefield under your control, creatures you control gain vigilance until end of turn.",BFZ,"Working with his noble mount, he notices every form on the horizon, every scent in the air, every tremor in the earth.",normal,401944,2,3,Common,"Human,Knight,Ally",Creature
Ondu Greathorn,{3}{W},4,W,Aaron Miller,40,Creature — Beast,"First strike\nLandfall — Whenever a land enters the battlefield under your control, Ondu Greathorn gets +2/+2 until end of turn.",BFZ,"""May your horns get lodged in an Eldrazi's bony face, ornery brute!""—Bruse Tarl, Goma Fada nomad",normal,401975,2,3,Common,Beast,Creature
Ondu Rising,{1}{W},2,W,Igor Kieryluk,41,Sorcery,"Whenever a creature attacks this turn, it gains lifelink until end of turn.\nAwaken 4—{4}{W} (If you cast this spell for {4}{W}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,401976,,,Uncommon,,Sorcery
Planar Outburst,{3}{W}{W},5,W,Vincent Proce,42,Sorcery,"Destroy all nonland creatures.\nAwaken 4—{5}{W}{W}{W} (If you cast this spell for {5}{W}{W}{W}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,401995,,,Rare,,Sorcery
Quarantine Field,{X}{X}{W}{W},2,W,Daarken,43,Enchantment,"Quarantine Field enters the battlefield with X isolation counters on it.\nWhen Quarantine Field enters the battlefield, for each isolation counter on it, exile up to one target nonland permanent an opponent controls until Quarantine Field leaves the battlefield.",BFZ,,normal,402001,,,Mythic Rare,,Enchantment
Retreat to Emeria,{3}{W},4,W,Kieran Yanner,44,Enchantment,"Landfall — Whenever a land enters the battlefield under your control, choose one —\n• Put a 1/1 white Kor Ally creature token onto the battlefield.\n• Creatures you control get +1/+1 until end of turn.",BFZ,,normal,402007,,,Uncommon,,Enchantment
Roil's Retribution,{3}{W}{W},5,W,Raymond Swanland,45,Instant,Roil's Retribution deals 5 damage divided as you choose among any number of target attacking or blocking creatures.,BFZ,"""We can use their hunger to lead them into danger. If we're already prey, we may as well be bait!""—Yon Basrel, Oran-Rief survivalist",normal,402013,,,Uncommon,,Instant
Serene Steward,{1}{W},2,W,Magali Villeneuve,46,Creature — Human Cleric Ally,"Whenever you gain life, you may pay {W}. If you do, put a +1/+1 counter on target creature.",BFZ,"""I can give you strength, but you'll have to bring your own courage.""",normal,402028,2,2,Uncommon,"Human,Cleric,Ally",Creature
Shadow Glider,{2}{W},3,W,Steve Prescott,47,Creature — Kor Soldier,Flying,BFZ,"A few bands of kor sought refuge from the Eldrazi in Zendikar's vast cave networks, relying on their ability to survive in harsh vertical landscapes.",normal,402030,2,2,Common,"Kor,Soldier",Creature
Sheer Drop,{2}{W},3,W,Clint Cearley,48,Sorcery,"Destroy target tapped creature.\nAwaken 3—{5}{W} (If you cast this spell for {5}{W}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)","DDP,BFZ",,normal,402033,,,Common,,Sorcery
Smite the Monstrous,{3}{W},4,W,Jakub Kasper,49,Instant,Destroy target creature with power 4 or greater.,"ISD,DDL,KTK,FRF_UGIN,BFZ","After watching the kor in battle, Gideon understood the difference between working together and working as one.",normal,402042,,,Common,,Instant
Stasis Snare,{1}{W}{W},3,W,Jason Felix,50,Enchantment,"Flash (You may cast this spell any time you could cast an instant.)\nWhen Stasis Snare enters the battlefield, exile target creature an opponent controls until Stasis Snare leaves the battlefield. (That creature returns under its owner's control.)","pMGD,BFZ",,normal,402048,,,Uncommon,,Enchantment
Stone Haven Medic,{1}{W},2,W,Anna Steinbauer,51,Creature — Kor Cleric,"{W}, {T}: You gain 1 life.",BFZ,"""These days, soldiers never stick around long enough for a proper healing. They just want me to knit them up so they can hurry back to the fight.""",normal,402049,1,3,Common,"Kor,Cleric",Creature
Tandem Tactics,{1}{W},2,W,David Gaillet,52,Instant,Up to two target creatures each get +1/+2 until end of turn. You gain 2 life.,BFZ,"In times of infestation and war, Zendikar favors the blades that strike in unison.",normal,402069,,,Common,,Instant
Unified Front,{3}{W},4,W,Dan Scott,53,Sorcery,Converge — Put a 1/1 white Kor Ally creature token onto the battlefield for each color of mana spent to cast Unified Front.,BFZ,The kor's pride in their independence has given way to a strong sense of community that embraces all of Zendikar.,normal,402084,,,Uncommon,,Sorcery
Adverse Conditions,{3}{U},4,U,Jason Rainville,54,Instant,"Devoid (This card has no color.)\nTap up to two target creatures. Those creatures don't untap during their controller's next untap step. Put a 1/1 colorless Eldrazi Scion creature token onto the battlefield. It has ""Sacrifice this creature: Add {C} to your mana pool.""",BFZ,,normal,401803,,,Uncommon,,Instant
Benthic Infiltrator,{2}{U},3,U,Mathias Kollros,55,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nIngest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.)\nBenthic Infiltrator can't be blocked.",BFZ,,normal,401818,1,4,Common,"Eldrazi,Drone",Creature
Cryptic Cruiser,{3}{U},4,U,Svetlin Velinov,56,Creature — Eldrazi Processor,"Devoid (This card has no color.)\n{2}{U}, Put a card an opponent owns from exile into that player's graveyard: Tap target creature.",BFZ,"""The seas are no less imperiled than the dry lands. This fight is mine as much as it is yours.""—Kiora, to Gideon Jura",normal,401851,3,3,Uncommon,"Eldrazi,Processor",Creature
Drowner of Hope,{5}{U},6,U,Tomasz Jedruszek,57,Creature — Eldrazi,"Devoid (This card has no color.)\nWhen Drowner of Hope enters the battlefield, put two 1/1 colorless Eldrazi Scion creature tokens onto the battlefield. They have ""Sacrifice this creature: Add {C} to your mana pool.""\nSacrifice an Eldrazi Scion: Tap target creature.","pMEI,BFZ",,normal,401863,5,5,Rare,Eldrazi,Creature
Eldrazi Skyspawner,{2}{U},3,U,Chase Stone,58,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nFlying\nWhen Eldrazi Skyspawner enters the battlefield, put a 1/1 colorless Eldrazi Scion creature token onto the battlefield. It has ""Sacrifice this creature: Add {C} to your mana pool.""",BFZ,,normal,401868,2,1,Common,"Eldrazi,Drone",Creature
Horribly Awry,{1}{U},2,U,Clint Cearley,59,Instant,"Devoid (This card has no color.)\nCounter target creature spell with converted mana cost 4 or less. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",BFZ,"""We are nothing but dust to them—our bodies, our actions, even our words.""—Jori En, expedition leader",normal,401914,,,Uncommon,,Instant
Incubator Drone,{3}{U},4,U,Cynthia Sheppard,60,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nWhen Incubator Drone enters the battlefield, put a 1/1 colorless Eldrazi Scion creature token onto the battlefield. It has ""Sacrifice this creature: Add {C} to your mana pool.""",BFZ,The touch of an Eldrazi brings life and death in turn.,normal,401915,2,3,Common,"Eldrazi,Drone",Creature
Mist Intruder,{1}{U},2,U,Jason Rainville,61,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nFlying\nIngest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.)",BFZ,The wastes spread as quickly as the wind.,normal,401950,1,2,Common,"Eldrazi,Drone",Creature
Murk Strider,{3}{U},4,U,Chase Stone,62,Creature — Eldrazi Processor,"Devoid (This card has no color.)\nWhen Murk Strider enters the battlefield, you may put a card an opponent owns from exile into that player's graveyard. If you do, return target creature to its owner's hand.",BFZ,"If you can see it, it's too late.",normal,401965,3,2,Common,"Eldrazi,Processor",Creature
Oracle of Dust,{4}{U},5,U,Jason Rainville,63,Creature — Eldrazi Processor,"Devoid (This card has no color.)\n{2}, Put a card an opponent owns from exile into that player's graveyard: Draw a card, then discard a card.",BFZ,"Whatever it is searching for, it will stop at nothing to find it.",normal,401977,3,5,Common,"Eldrazi,Processor",Creature
Ruination Guide,{2}{U},3,U,Mathias Kollros,64,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nIngest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.)\nOther colorless creatures you control get +1/+0.",BFZ,,normal,402018,3,2,Uncommon,"Eldrazi,Drone",Creature
Salvage Drone,{U},1,U,Slawomir Maniak,65,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nIngest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.)\nWhen Salvage Drone dies, you may draw a card. If you do, discard a card.",BFZ,,normal,402021,1,1,Common,"Eldrazi,Drone",Creature
Spell Shrivel,{2}{U},3,U,Jack Wang,66,Instant,"Devoid (This card has no color.)\nCounter target spell unless its controller pays {4}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",BFZ,,normal,402047,,,Common,,Instant
Tide Drifter,{1}{U},2,U,Daarken,67,Creature — Eldrazi Drone,Devoid (This card has no color.)\nOther colorless creatures you control get +0/+1.,BFZ,"It didn't do much, but the residents of Sea Gate gave it a wide berth all the same.",normal,402071,0,5,Uncommon,"Eldrazi,Drone",Creature
Ulamog's Reclaimer,{4}{U},5,U,Svetlin Velinov,68,Creature — Eldrazi Processor,"Devoid (This card has no color.)\nWhen Ulamog's Reclaimer enters the battlefield, you may put a card an opponent owns from exile into that player's graveyard. If you do, return target instant or sorcery card from your graveyard to your hand.",BFZ,,normal,402082,2,5,Uncommon,"Eldrazi,Processor",Creature
Anticipate,{1}{U},2,U,Tyler Jacobson,69,Instant,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,"DTK,BFZ",Divining the future is easy when you hold the power to sway it.,normal,401813,,,Common,,Instant
Brilliant Spectrum,{3}{U},4,U,Winona Nelson,70,Sorcery,"Converge — Draw X cards, where X is the number of colors of mana spent to cast Brilliant Spectrum. Then discard two cards.",BFZ,There are more sights on Zendikar than the eyes can see.,normal,401830,,,Common,,Sorcery
Cloud Manta,{3}{U},4,U,Mike Bierek,71,Creature — Fish,Flying,BFZ,"When Emeria's worshippers learned that she was no more than a twisted memory of Emrakul, they abandoned their temples to the god. The deserted shrines now serve as breeding grounds for the mantas.",normal,401843,3,2,Common,Fish,Creature
Clutch of Currents,{U},1,U,Igor Kieryluk,72,Sorcery,"Return target creature to its owner's hand.\nAwaken 3—{4}{U} (If you cast this spell for {4}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,401844,,,Common,,Sorcery
Coastal Discovery,{3}{U},4,U,Kieran Yanner,73,Sorcery,"Draw two cards.\nAwaken 4—{5}{U} (If you cast this spell for {5}{U}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,401845,,,Uncommon,,Sorcery
Coralhelm Guide,{1}{U},2,U,Viktor Titov,74,Creature — Merfolk Scout Ally,{4}{U}: Target creature can't be blocked this turn.,BFZ,"""She knows every step of this coastline, both above and below the surface, and she has hideouts all along the way. She will get you there.""—Jori En, expedition leader",normal,401848,2,1,Common,"Merfolk,Scout,Ally",Creature
Dampening Pulse,{3}{U},4,U,Johann Bodin,75,Enchantment,Creatures your opponents control get -1/-0.,BFZ,"""Quiet now, you dreadful vermin.""—Noyan Dar, Tazeem roilmage",normal,401853,,,Uncommon,,Enchantment
Dispel,{U},1,U,Chase Stone,76,Instant,Counter target instant spell.,"WWK,RTR,BFZ","""I said we should destroy the Eldrazi. Ugin wanted to return them to stasis. Ugin's arguments were . . . unconvincing.""—Jace Beleren",normal,401858,,,Common,,Instant
Exert Influence,{4}{U},5,U,Magali Villeneuve,77,Sorcery,Converge — Gain control of target creature if its power is less than or equal to the number of colors of mana spent to cast Exert Influence.,BFZ,"""I can't control its mind—I'm not even sure it has one. But I can dominate its will.""",normal,401873,,,Rare,,Sorcery
Guardian of Tazeem,{3}{U}{U},5,U,Zack Stella,78,Creature — Sphinx,"Flying\nLandfall — Whenever a land enters the battlefield under your control, tap target creature an opponent controls. If that land is an Island, that creature doesn't untap during its controller's next untap step.",BFZ,,normal,401906,4,5,Rare,Sphinx,Creature
Halimar Tidecaller,{2}{U},3,U,Magali Villeneuve,79,Creature — Human Wizard Ally,"When Halimar Tidecaller enters the battlefield, you may return target card with awaken from your graveyard to your hand.\nLand creatures you control have flying.",BFZ,"""Quiet the waves? Why would I want to do that?""",normal,401909,2,3,Uncommon,"Human,Wizard,Ally",Creature
Part the Waterveil,{4}{U}{U},6,U,Titus Lunter,80,Sorcery,"Take an extra turn after this one. Exile Part the Waterveil.\nAwaken 6—{6}{U}{U}{U} (If you cast this spell for {6}{U}{U}{U}, also put six +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,401982,,,Mythic Rare,,Sorcery
Prism Array,{4}{U},5,"U,W,B,R,G",Philip Straub,81,Enchantment,"Converge — Prism Array enters the battlefield with a crystal counter on it for each color of mana spent to cast it.\nRemove a crystal counter from Prism Array: Tap target creature.\n{W}{U}{B}{R}{G}: Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",BFZ,,normal,401999,,,Rare,,Enchantment
Retreat to Coralhelm,{2}{U},3,U,Kieran Yanner,82,Enchantment,"Landfall — Whenever a land enters the battlefield under your control, choose one —\n• You may tap or untap target creature.\n• Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",BFZ,,normal,402006,,,Uncommon,,Enchantment
Roilmage's Trick,{3}{U},4,U,Johann Bodin,83,Instant,"Converge — Creatures your opponents control get -X/-0 until end of turn, where X is the number of colors of mana spent to cast Roilmage's Trick.\nDraw a card.",BFZ,Weather on Zendikar is unpredictable—unless you're the one telling it what to do.,normal,402014,,,Common,,Instant
Rush of Ice,{U},1,U,Deruchenko Alexander,84,Sorcery,"Tap target creature. It doesn't untap during its controller's next untap step.\nAwaken 3—{4}{U} (If you cast this spell for {4}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,402020,,,Common,,Sorcery
Scatter to the Winds,{1}{U}{U},3,U,Raymond Swanland,85,Instant,"Counter target spell.\nAwaken 3—{4}{U}{U} (If you cast this spell for {4}{U}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",BFZ,,normal,402024,,,Rare,,Instant
Tightening Coils,{1}{U},2,U,Tyler Jacobson,86,Enchantment — Aura,Enchant creature\nEnchanted creature gets -6/-0 and loses flying.,BFZ,"Having gone to the trouble of stealing a bident from a god on another world, Kiora was eager to test its capabilities.",normal,402072,,,Common,Aura,Enchantment
Ugin's Insight,{3}{U}{U},5,U,Tyler Jacobson,87,Sorcery,"Scry X, where X is the highest converted mana cost among permanents you control, then draw three cards.",BFZ,"""You speak to me of the threat of Ulamog. But do not forget: they came as three.""—Ugin, to Jace Beleren",normal,402078,,,Rare,,Sorcery
Wave-Wing Elemental,{5}{U},6,U,John Severin Brassell,88,Creature — Elemental,"Flying\nLandfall — Whenever a land enters the battlefield under your control, Wave-Wing Elemental gets +2/+2 until end of turn.",BFZ,"""Do you see? All of Tazeem strains at its tether.""—Noyan Dar, Tazeem roilmage",normal,402097,3,4,Common,Elemental,Creature
Windrider Patrol,{3}{U}{U},5,U,Svetlin Velinov,89,Creature — Merfolk Wizard,"Flying\nWhenever Windrider Patrol deals combat damage to a player, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",BFZ,,normal,402098,4,3,Uncommon,"Merfolk,Wizard",Creature
Complete Disregard,{2}{B},3,B,Peter Mohrbacher,90,Instant,Devoid (This card has no color.)\nExile target creature with power 3 or less.,BFZ,"""We returned to the field and found poor Len, every detail of his final moment perfectly cast in that awful dust.""—Javad Nasrin, outrider captain",normal,401846,,,Common,,Instant
Culling Drone,{1}{B},2,B,Alejandro Mirabal,91,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nIngest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.)",BFZ,"Silence rules Bala Ged, broken only by the skittering of Eldrazi.",normal,401852,2,2,Common,"Eldrazi,Drone",Creature
Dominator Drone,{2}{B},3,B,James Zapata,92,Creature — Eldrazi Drone,"Devoid (This card has no color.)\nIngest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.)\nWhen Dominator Drone enters the battlefield, if you control another colorless creature, each opponent loses 2 life.","DDP,BFZ",,normal,401859,3,2,Common,"Eldrazi,Drone",Creature
