name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Conclave Phalanx,{4}{W},5,W,Wayne Reynolds,16,Creature — Human Soldier,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)\nWhen Conclave Phalanx enters the battlefield, you gain 1 life for each creature you control.","RAV,DDF,MM2",,normal,222768,2,4,Uncommon,"Human,Soldier",Creature
Stormfront Riders,{4}{W},5,W,Wayne Reynolds,17,Creature — Human Soldier,"Flying\nWhen Stormfront Riders enters the battlefield, return two creatures you control to their owner's hand.\nWhenever Stormfront Riders or another creature is returned to your hand from the battlefield, put a 1/1 white Soldier creature token onto the battlefield.","PLC,DDF",,normal,226716,4,3,Uncommon,"Human,Soldier",Creature
Catapult Master,{3}{W}{W},5,W,Terese Nielsen,18,Creature — Human Soldier,Tap five untapped Soldiers you control: Exile target creature.,"ONS,DDF","""There's no ‘I' in ‘team,' but there's a ‘we' in ‘weapon.'""",normal,222772,3,3,Rare,"Human,Soldier",Creature
Conclave Equenaut,{4}{W}{W},6,W,Terese Nielsen,19,Creature — Human Soldier,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)\nFlying,"RAV,DDF","Equenauts are the seeds of the Conclave, scattered on the four winds, searching for new places to take root.",normal,222767,3,3,Common,"Human,Soldier",Creature
Angel of Salvation,{6}{W}{W},8,W,D. Alexander Gregory,20,Creature — Angel,"Flash; convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)\nFlying\nWhen Angel of Salvation enters the battlefield, prevent the next 5 damage that would be dealt this turn to any number of target creatures and/or players, divided as you choose.","FUT,DDF",,normal,222774,5,5,Rare,Angel,Creature
Sunlance,{W},1,W,Volkan Baga,21,Sorcery,Sunlance deals 3 damage to target nonwhite creature.,"PLC,DDF,DDO,MM2","""It's easy for the innocent to speak of justice. They seldom feel its terrible power.""\n—Orim, Samite inquisitor",normal,222776,,,Common,,Sorcery
Swords to Plowshares,{W},1,W,Terese Nielsen,22,Instant,Exile target creature. Its controller gains life equal to its power.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,pJGP,ATH,BRB,pFNM,CST,ME2,DDF,ME4,V13,CNS,VMA,EMA",The smallest seed of regret can bloom into redemption.,normal,218581,,,Uncommon,,Instant
Journey to Nowhere,{1}{W},2,W,Warren Mahy,23,Enchantment,"When Journey to Nowhere enters the battlefield, exile target creature.\nWhen Journey to Nowhere leaves the battlefield, return the exiled card to the battlefield under its owner's control.","ZEN,DDF,CMD",,normal,222761,,,Common,,Enchantment
Mighty Leap,{1}{W},2,W,rk post,24,Instant,Target creature gets +2/+2 and gains flying until end of turn.,"M11,DDF,DDG,M12,DDO,MM2,ORI,OGW","""The southern fortress taken by invaders? Heh, sure . . . when elephants fly.""\n—Brezard Skeinbow, captain of the guard",normal,226713,,,Common,,Instant
Raise the Alarm,{1}{W},2,W,John Matson,25,Instant,Put two 1/1 white Soldier creature tokens onto the battlefield.,"MRD,DDF,MD1,M15,DDO,MM2,EMA","""The nim raid our homes without warning. We must defend our homes without hesitation.""",normal,222728,,,Common,,Instant
Razor Barrier,{1}{W},2,W,Ron Spencer,26,Instant,Target permanent you control gains protection from artifacts or from the color of your choice until end of turn.,"MRD,DDF","""We protect our homelands. Why should they not protect us?""",normal,222729,,,Common,,Instant
Crusade,{W}{W},2,W,Howard Lyon,27,Enchantment,White creatures get +1/+1.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,pSUS,MED,DDF","""Finally, I understand. Home isn't where you rest. It's what you fight for.""\n—Elspeth Tirel",normal,218582,,,Rare,,Enchantment
Blinding Beam,{2}{W},3,W,Doug Chaffee,28,Instant,Choose one —\n• Tap two target creatures.\n• Creatures don't untap during target player's next untap step.\nEntwine {1} (Choose both if you pay the entwine cost.),"MRD,DDF,MMA",,normal,222721,,,Common,,Instant
Abolish,{1}{W}{W},3,W,Kev Walker,29,Instant,You may discard a Plains card rather than pay Abolish's mana cost.\nDestroy target artifact or enchantment.,"PCY,DDF","As war raged on, the young mages became more direct in their tactics, often at great cost.",normal,222765,,,Uncommon,,Instant
Saltblast,{3}{W}{W},5,W,Paolo Parente,30,Sorcery,Destroy target nonwhite permanent.,"PLC,DDF",Dominaria erodes with each passing gust.,normal,222775,,,Uncommon,,Sorcery
Swell of Courage,{3}{W}{W},5,W,Jim Nelson,31,Instant,"Creatures you control get +2/+2 until end of turn.\nReinforce X—{X}{W}{W} ({X}{W}{W}, Discard this card: Put X +1/+1 counters on target creature.)","MOR,DDF","""Tideshaping is more than creating a few\nnew puddles.""",normal,222718,,,Uncommon,,Instant
Daru Encampment,,,W,Tony Szczudlo,32,Land,"{T}: Add {C} to your mana pool.\n{W}, {T}: Target Soldier creature gets +1/+1 until end of turn.","ONS,DDF",,normal,222773,,,Uncommon,,Land
Kabira Crossroads,,,W,James Paick,33,Land,"Kabira Crossroads enters the battlefield tapped.\nWhen Kabira Crossroads enters the battlefield, you gain 2 life.\n{T}: Add {W} to your mana pool.","ZEN,DDF",,normal,222762,,,Common,,Land
Rustic Clachan,,,W,Fred Fields,34,Land,"As Rustic Clachan enters the battlefield, you may reveal a Kithkin card from your hand. If you don't, Rustic Clachan enters the battlefield tapped.\n{T}: Add {W} to your mana pool.\nReinforce 1—{1}{W} ({1}{W}, Discard this card: Put a +1/+1 counter on target creature.)","MOR,DDF",,normal,222717,,,Rare,,Land
Plains,,,W,Rob Alexander,35,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,222754,,,Basic Land,Plains,Land
Plains,,,W,Michael Komarck,36,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,222752,,,Basic Land,Plains,Land
Plains,,,W,Michael Komarck,37,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,222753,,,Basic Land,Plains,Land
Plains,,,W,Martina Pilcerova,38,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,222751,,,Basic Land,Plains,Land
Tezzeret the Seeker,{3}{U}{U},5,U,Igor Kieryluk,39,Planeswalker — Tezzeret,+1: Untap up to two target artifacts.\n−X: Search your library for an artifact card with converted mana cost X or less and put it onto the battlefield. Then shuffle your library.\n−5: Artifacts you control become artifact creatures with base power and toughness 5/5 until end of turn.,"ALA,DDF,MM2",,normal,217826,,,Mythic Rare,Tezzeret,Planeswalker
Arcbound Worker,{1},1,,Darrell Riche,40,Artifact Creature — Construct,"Modular 1 (This enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)","DST,DDF,MMA",The parts are as strong as the whole.,normal,222733,0,0,Common,Construct,"Artifact,Creature"
Steel Wall,{1},1,,David Day,41,Artifact Creature — Wall,Defender (This creature can't attack.),"MRD,DDF","""We sculpt the land into what we need—homes, armament, fortresses of war. Our strength comes not only from knowing, but from commanding the terrain.""\n—Raksha Golden Cub, leonin kha",normal,222731,0,4,Common,Wall,"Artifact,Creature"
Runed Servitor,{2},2,,Mike Bierek,42,Artifact Creature — Construct,"When Runed Servitor dies, each player draws a card.","ROE,DDF,CNS,MM2,ORI,DDP",Scholars had puzzled for centuries over the ruins at Tal Terig. Its secrets had always lived within one rune-carved head.,normal,222737,2,2,Uncommon,Construct,"Artifact,Creature"
Silver Myr,{2},2,U,Kev Walker,43,Artifact Creature — Myr,{T}: Add {U} to your mana pool.,"MRD,HOP,DDF,SOM","The vedalken saw the myr as toys, unaware of the intelligence lurking behind their empty eyes.",normal,222741,1,1,Common,Myr,"Artifact,Creature"
Steel Overseer,{2},2,,Chris Rahn,44,Artifact Creature — Construct,{T}: Put a +1/+1 counter on each artifact creature you control.,"M11,DDF","""The world is already run by all manner of machines. One day, they'll remind us of that fact.""\n—Sargis Haz, artificer",normal,222714,1,1,Rare,Construct,"Artifact,Creature"
Assembly-Worker,{3},3,,Chippy,45,Artifact Creature — Assembly-Worker,{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.,"TSP,DDF","With their factories long destroyed, some of Mishra's creations still toil in remote areas, endlessly performing and reperforming their last orders.",normal,226984,2,2,Uncommon,Assembly-Worker,"Artifact,Creature"
Serrated Biskelion,{3},3,,Ron Spencer,46,Artifact Creature — Construct,{T}: Put a -1/-1 counter on Serrated Biskelion and a -1/-1 counter on target creature.,"WTH,DDF","""Whereas I was created to protect, the biskelion was created to destroy.""\n—Karn, silver golem",normal,222743,2,2,Uncommon,Construct,"Artifact,Creature"
Esperzoa,{2}{U},3,U,Warren Mahy,47,Artifact Creature — Jellyfish,"Flying\nAt the beginning of your upkeep, return an artifact you control to its owner's hand.","CON,DDF,MMA","The more metal it digests, the more its jelly will fetch on the alchemists' market.",normal,226715,4,3,Uncommon,Jellyfish,"Artifact,Creature"
Master of Etherium,{2}{U},3,U,Matt Cavotta,48,Artifact Creature — Vedalken Wizard,Master of Etherium's power and toughness are each equal to the number of artifacts you control.\nOther artifact creatures you control get +1/+1.,"ALA,HOP,DDF","""Only a mind unfettered with the concerns of the flesh can see the world as it truly is.""",normal,222744,*,*,Rare,"Vedalken,Wizard","Artifact,Creature"
Trinket Mage,{2}{U},3,U,Mark A. Nelson,49,Creature — Human Wizard,"When Trinket Mage enters the battlefield, you may search your library for an artifact card with converted mana cost 1 or less, reveal that card, and put it into your hand. If you do, shuffle your library.","5DN,DDF,SOM",,normal,222746,2,2,Common,"Human,Wizard",Creature
Clockwork Condor,{4},4,,Arnie Swekel,50,Artifact Creature — Bird,"Flying\nClockwork Condor enters the battlefield with three +1/+1 counters on it.\nWhenever Clockwork Condor attacks or blocks, remove a +1/+1 counter from it at end of combat.","MRD,DDF",,normal,222723,0,0,Common,Bird,"Artifact,Creature"
Frogmite,{4},4,,Terese Nielsen,51,Artifact Creature — Frog,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.),"MRD,DDF,MMA,MM2","At first, vedalken observers thought blinkmoths naturally avoided certain places. Then they realized those places were frogmite feeding grounds.",normal,222856,2,2,Common,Frog,"Artifact,Creature"
Juggernaut,{4},4,,Mark Hyzer,52,Artifact Creature — Juggernaut,Juggernaut attacks each turn if able.\nJuggernaut can't be blocked by Walls.,"LEA,LEB,2ED,CED,CEI,3ED,pFNM,DST,10E,ARC,M11,DDF,ME4,M15,EMA","The mighty city of An Karras, with its rich history, built over thousands of years, fell in three hours.",normal,222713,5,3,Uncommon,Juggernaut,"Artifact,Creature"
Synod Centurion,{4},4,,Kev Walker,53,Artifact Creature — Construct,"When you control no other artifacts, sacrifice Synod Centurion.","5DN,ARC,DDF","""We order them to stand, they stand. We order them to wait, they wait. We order them to die, they die.""\n—Pontifex, elder researcher",normal,226712,4,4,Uncommon,Construct,"Artifact,Creature"
Faerie Mechanist,{3}{U},4,U,Matt Cavotta,54,Artifact Creature — Faerie Artificer,"Flying\nWhen Faerie Mechanist enters the battlefield, look at the top three cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in any order.","CON,DDF,MMA,MM2",,normal,222747,2,2,Common,"Faerie,Artificer","Artifact,Creature"
Clockwork Hydra,{5},5,,Daren Bader,55,Artifact Creature — Hydra,"Clockwork Hydra enters the battlefield with four +1/+1 counters on it.\nWhenever Clockwork Hydra attacks or blocks, remove a +1/+1 counter from it. If you do, Clockwork Hydra deals 1 damage to target creature or player.\n{T}: Put a +1/+1 counter on Clockwork Hydra.","TSP,DDF",,normal,222749,0,0,Uncommon,Hydra,"Artifact,Creature"
Razormane Masticore,{5},5,,Jim Murray,56,Artifact Creature — Masticore,"First strike (This creature deals combat damage before creatures without first strike.)\nAt the beginning of your upkeep, sacrifice Razormane Masticore unless you discard a card.\nAt the beginning of your draw step, you may have Razormane Masticore deal 3 damage to target creature.","5DN,10E,DDF",,normal,222707,5,5,Rare,Masticore,"Artifact,Creature"
Triskelion,{6},6,,Christopher Moeller,57,Artifact Creature — Construct,Triskelion enters the battlefield with three +1/+1 counters on it.\nRemove a +1/+1 counter from Triskelion: Triskelion deals 1 damage to target creature or player.,"ATQ,4ED,MRD,M11,DDF","""Why do bad things always come in threes?""\n—Gisulf, expedition survivor",normal,222715,1,1,Rare,Construct,"Artifact,Creature"
Pentavus,{7},7,,Greg Staples,58,Artifact Creature — Construct,"Pentavus enters the battlefield with five +1/+1 counters on it.\n{1}, Remove a +1/+1 counter from Pentavus: Put a 1/1 colorless Pentavite artifact creature token with flying onto the battlefield.\n{1}, Sacrifice a Pentavite: Put a +1/+1 counter on Pentavus.","MRD,HOP,DDF,M12,C14",,normal,227151,0,0,Rare,Construct,"Artifact,Creature"
Qumulox,{6}{U}{U},8,U,Carl Critchlow,59,Creature — Beast,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)\nFlying,"5DN,HOP,DDF,MM2","Even the clouds bend themselves to Memnarch's will, eager to swallow those who oppose him.",normal,222739,5,4,Uncommon,Beast,Creature
Everflowing Chalice,{0},,,Steve Argyle,60,Artifact,Multikicker {2} (You may pay an additional {2} any number of times as you cast this spell.)\nEverflowing Chalice enters the battlefield with a charge counter on it for each time it was kicked.\n{T}: Add {C} to your mana pool for each charge counter on Everflowing Chalice.,"pFNM,WWK,ARC,DDF,C14,MM2",,normal,222750,,,Uncommon,,Artifact
Æther Spellbomb,{1},1,U,Jim Nelson,61,Artifact,"{U}, Sacrifice Æther Spellbomb: Return target creature to its owner's hand.\n{1}, Sacrifice Æther Spellbomb: Draw a card.","MRD,ARC,DDF,MMA","""Release that which was never caged.""\n—Spellbomb inscription",normal,222720,,,Common,,Artifact
Elixir of Immortality,{1},1,,Zoltan Boros & Gabor Szikszai,62,Artifact,"{2}, {T}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.","M11,DDF,M12,M13,M14","""Bottled life. Not as tasty as I'm used to, rather stale, but it has the same effect.""\n—Baron Sengir",normal,222711,,,Uncommon,,Artifact
Contagion Clasp,{2},2,,Anthony Palumbo,63,Artifact,"When Contagion Clasp enters the battlefield, put a -1/-1 counter on target creature.\n{4}, {T}: Proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)","pFNM,DDF,SOM",,normal,227149,,,Uncommon,,Artifact
Energy Chamber,{2},2,,Kev Walker,64,Artifact,"At the beginning of your upkeep, choose one —\n• Put a +1/+1 counter on target artifact creature.\n• Put a charge counter on target noncreature artifact.","5DN,DDF",,normal,226711,,,Uncommon,,Artifact
Trip Noose,{2},2,,Randy Gallegos,65,Artifact,"{2}, {T}: Tap target creature.","SHM,DDF",A taut slipknot trigger is the only thing standing between you and standing.,normal,222759,,,Uncommon,,Artifact
Echoing Truth,{1}{U},2,U,Greg Staples,66,Instant,Return target nonland permanent and all other permanents with the same name as that permanent to their owners' hands.,"DST,DDF,MMA,C15",A single lie unleashes a tide of disbelief.,normal,222735,,,Common,,Instant
Moonglove Extract,{3},3,,Terese Nielsen,67,Artifact,Sacrifice Moonglove Extract: Moonglove Extract deals 2 damage to target creature or player.,"LRW,EVG,DDF,DD3_EVG","Diluted, moonglove can etch living tissue. Concentrated, a drop will kill a giant.",normal,222709,,,Common,,Artifact
Thirst for Knowledge,{2}{U},3,U,Anthony Francisco,68,Instant,Draw three cards. Then discard two cards unless you discard an artifact card.,"pFNM,MRD,HOP,DDF,MMA","""To truly know something, you must become it. The trick is to not lose yourself in the process.""",normal,218580,,,Uncommon,,Instant
Argivian Restoration,{2}{U}{U},4,U,Roger Raupp,69,Sorcery,Return target artifact card from your graveyard to the battlefield.,"WTH,DDF","""The Argivian University taught me two things: always look to the past, and never dismiss what appears useless.""\n—Hanna, Weatherlight navigator",normal,222857,,,Uncommon,,Sorcery
Foil,{2}{U}{U},4,U,Bradley Williams,70,Instant,You may discard an Island card and another card rather than pay Foil's mana cost.\nCounter target spell.,"PCY,DDF",,normal,222766,,,Uncommon,,Instant
Thoughtcast,{4}{U},5,U,Greg Hildebrandt,71,Sorcery,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)\nDraw two cards.,"MRD,DDF,MM2",Vedalken eyes don't see the beauty in things. They see only what those things can teach.,normal,222732,,,Common,,Sorcery
Darksteel Citadel,,,,John Avon,72,Artifact Land,"Indestructible (Effects that say ""destroy"" don't destroy this land.)\n{T}: Add {C} to your mana pool.","DST,DDF,M15,C14,MM2","Panopticon, forge of the Darksteel Eye, home of Mirrodin's keeper.",normal,222734,,,Common,,"Artifact,Land"
Mishra's Factory,,,,Scott Chou,73,Land,{T}: Add {C} to your mana pool.\n{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.\n{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.,"ATQ,4ED,pJGP,MED,DDF,EMA",,normal,218340,,,Uncommon,,Land
Seat of the Synod,,,U,John Avon,74,Artifact Land,(Seat of the Synod isn't a spell.)\n{T}: Add {U} to your mana pool.,"MRD,HOP,DDF","Lumengrid, site of the Knowledge Pool, source of vedalken arcana.",normal,222740,,,Common,,"Artifact,Land"
Stalking Stones,,,,David Day,75,Land,{T}: Add {C} to your mana pool.\n{6}: Stalking Stones becomes a 3/3 Elemental artifact creature that's still a land. (This effect lasts indefinitely.),"TMP,MRD,DDF,TPR",,normal,222730,,,Uncommon,,Land
Island,,,U,Rob Alexander,76,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15,DDQ,SOI",,normal,222725,,,Basic Land,Island,Land
Island,,,U,John Avon,77,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15,DDQ,SOI",,normal,222727,,,Basic Land,Island,Land
Island,,,U,Chippy,78,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15,DDQ,SOI",,normal,222726,,,Basic Land,Island,Land
