name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Kathari Bomber,{1}{B}{R},3,"B,R",Carl Critchlow,41,Creature — Bird Shaman,"Flying\nWhen Kathari Bomber deals combat damage to a player, put two 1/1 red Goblin creature tokens onto the battlefield and sacrifice Kathari Bomber.\nUnearth {3}{B}{R} ({3}{B}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)","ARB,DDN",,normal,179602,2,2,Common,"Bird,Shaman",Creature
Lightning Reaver,{3}{B}{R},5,"B,R",Cyril Van Der Haegen,42,Creature — Zombie Beast,"Haste; fear (This creature can't be blocked except by artifact creatures and/or black creatures.)\nWhenever Lightning Reaver deals combat damage to a player, put a charge counter on it.\nAt the beginning of your end step, Lightning Reaver deals damage equal to the number of charge counters on it to each opponent.",ARB,,normal,180617,3,3,Rare,"Zombie,Beast",Creature
Monstrous Carabid,{3}{B}{R},5,"B,R",Pete Venters,43,Creature — Insect,"Monstrous Carabid attacks each turn if able.\nCycling {B/R} ({B/R}, Discard this card: Draw a card.)",ARB,What happens when a plane of predators collides with four planes of prey?,normal,185051,4,4,Common,Insect,Creature
Sanity Gnawers,{1}{B}{R},3,"B,R",Pete Venters,44,Creature — Rat,"When Sanity Gnawers enters the battlefield, target player discards a card at random.",ARB,The last thought to go through their victim's mind is the one they tear out through the scalp.,normal,179623,1,1,Uncommon,Rat,Creature
Singe-Mind Ogre,{2}{B}{R},4,"B,R",Daarken,45,Creature — Ogre Mutant,"When Singe-Mind Ogre enters the battlefield, target player reveals a card at random from his or her hand, then loses life equal to that card's converted mana cost.",ARB,"Even the balmgivers of Bant couldn't heal the incurables, but sharing their torment helped.",normal,179574,3,2,Common,"Ogre,Mutant",Creature
Terminate,{B}{R},2,"B,R",Wayne Reynolds,46,Instant,Destroy target creature. It can't be regenerated.,"pFNM,PLS,pMPR,ARB,ARC,CMD,DDK","""I've seen death before. My mother succumbing to illness, my comrades bleeding on the battlefield . . . But I'd never seen anything as dreadful as that.""\n—Taani, berserker of Etlan",normal,176449,,,Common,,Instant
Thought Hemorrhage,{2}{B}{R},4,"B,R",Chippy,47,Sorcery,"Name a nonland card. Target player reveals his or her hand. Thought Hemorrhage deals 3 damage to that player for each card with that name revealed this way. Search that player's graveyard, hand, and library for all cards with that name and exile them. Then that player shuffles his or her library.",ARB,,normal,180596,,,Rare,,Sorcery
Veinfire Borderpost,{1}{B}{R},3,"B,R",Ralph Horsley,48,Artifact,You may pay {1} and return a basic land you control to its owner's hand rather than pay Veinfire Borderpost's mana cost.\nVeinfire Borderpost enters the battlefield tapped.\n{T}: Add {B} or {R} to your mana pool.,ARB,,normal,189640,,,Common,,Artifact
Blitz Hellion,{3}{R}{G},5,"R,G",Anthony S. Waters,49,Creature — Hellion,"Trample, haste\nAt the beginning of the end step, Blitz Hellion's owner shuffles it into his or her library.",ARB,Alarans commemorated its appearances with new holidays bearing names like the Great Cataclysm and the Fall of Ilson Gate.,normal,179406,7,7,Rare,Hellion,Creature
Bloodbraid Elf,{2}{R}{G},4,"R,G",Dominick Domingo,50,Creature — Elf Berserker,"Haste\nCascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)","pFNM,ARB,PC2,EMA",,normal,185053,3,2,Uncommon,"Elf,Berserker",Creature
Colossal Might,{R}{G},2,"R,G",Justin Sweet,51,Instant,Target creature gets +4/+2 and gains trample until end of turn.,"ARB,ARC,CMD","""Never corner a barbarian. You become the path of least resistance.""\n—Sarkhan Vol",normal,179624,,,Common,,Instant
Deadshot Minotaur,{3}{R}{G},5,"R,G",Jason Chan,52,Creature — Minotaur,"When Deadshot Minotaur enters the battlefield, it deals 3 damage to target creature with flying.\nCycling {R/G} ({R/G}, Discard this card: Draw a card.)",ARB,"""May the earth rise up to meet you.""",normal,179543,3,4,Common,Minotaur,Creature
Dragon Broodmother,{2}{R}{R}{R}{G},6,"R,G",Jaime Jones,53,Creature — Dragon,"Flying\nAt the beginning of each upkeep, put a 1/1 red and green Dragon creature token with flying and devour 2 onto the battlefield. (As the token enters the battlefield, you may sacrifice any number of creatures. It enters the battlefield with twice that many +1/+1 counters on it.)","pPRE,ARB",,normal,189648,4,4,Mythic Rare,Dragon,Creature
Firewild Borderpost,{1}{R}{G},3,"R,G",Jean-Sébastien Rossbach,54,Artifact,You may pay {1} and return a basic land you control to its owner's hand rather than pay Firewild Borderpost's mana cost.\nFirewild Borderpost enters the battlefield tapped.\n{T}: Add {R} or {G} to your mana pool.,ARB,,normal,188974,,,Common,,Artifact
Godtracker of Jund,{1}{R}{G},3,"R,G",Justin Sweet,55,Creature — Elf Shaman,"Whenever a creature with power 5 or greater enters the battlefield under your control, you may put a +1/+1 counter on Godtracker of Jund.",ARB,"""The behemoths are content to graze like cattle, while dragons rage and conquer. I know which example I'll follow.""",normal,183994,2,2,Common,"Elf,Shaman",Creature
Gorger Wurm,{3}{R}{G},5,"R,G",Paolo Parente,56,Creature — Wurm,"Devour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.)",ARB,"In war-torn Alara, sometimes a wurm's gullet is the safest place to be.",normal,179561,5,5,Common,Wurm,Creature
Mage Slayer,{1}{R}{G},3,"R,G",Lars Grant-West,57,Artifact — Equipment,"Whenever equipped creature attacks, it deals damage equal to its power to defending player.\nEquip {3}","ARB,HOP","""When the wielder is strong enough, any sword will do.""\n—Kresh the Bloodbraided",normal,179567,,,Uncommon,Equipment,Artifact
Predatory Advantage,{3}{R}{G},5,"R,G",Raymond Swanland,58,Enchantment,"At the beginning of each opponent's end step, if that player didn't cast a creature spell this turn, put a 2/2 green Lizard creature token onto the battlefield.",ARB,Those who forget their past are doomed to be eaten by it.,normal,180602,,,Rare,,Enchantment
Rhox Brute,{2}{R}{G},4,"R,G",Raymond Swanland,59,Creature — Rhino Warrior,,ARB,"""In this new world, I have seen the once-devout rhoxes take up arms with the savages of Jund. I would be offended, but I see the wisdom in their choice.""\n—Gernan, Dawnray archer",normal,189650,4,4,Common,"Rhino,Warrior",Creature
Spellbreaker Behemoth,{1}{R}{G}{G},4,"R,G",Jason Chan,60,Creature — Beast,Spellbreaker Behemoth can't be countered.\nCreature spells you control with power 5 or greater can't be countered.,"ARB,C13","""Some think its immunity to countermagic evolved because of the constant mage attacks on Naya. I think it just ate a bunch of wizards.""\n—Broka, drumhunter",normal,179551,5,5,Rare,Beast,Creature
Valley Rannet,{4}{R}{G},6,"R,G",Dave Allsop,61,Creature — Beast,"Mountaincycling {2}, forestcycling {2} ({2}, Discard this card: Search your library for a Mountain or Forest card, reveal it, and put it into your hand. Then shuffle your library.)","ARB,CMD,DDL,C13",,normal,144260,6,3,Common,Beast,Creature
Vengeful Rebirth,{4}{R}{G},6,"R,G",Vance Kovacs,62,Sorcery,"Return target card from your graveyard to your hand. If you return a nonland card to your hand this way, Vengeful Rebirth deals damage equal to that card's converted mana cost to target creature or player.\nExile Vengeful Rebirth.","ARB,CMD,MM2",,normal,179628,,,Uncommon,,Sorcery
Violent Outburst,{1}{R}{G},3,"R,G",Richard Whitters,63,Instant,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)\nCreatures you control get +1/+0 until end of turn.",ARB,,normal,185056,,,Common,,Instant
Vithian Renegades,{1}{R}{G},3,"R,G",rk post,64,Creature — Human Shaman,"When Vithian Renegades enters the battlefield, destroy target artifact.",ARB,"""Here is the proof that what has been done may yet be undone. The hope we thought dead will be gloriously reborn.""",normal,179535,3,2,Uncommon,"Human,Shaman",Creature
Behemoth Sledge,{1}{G}{W},3,"W,G",Steve Prescott,65,Artifact — Equipment,Equipped creature gets +2/+2 and has lifelink and trample.\nEquip {3},"ARB,DDH,C13",Those who worship the great gargantuans could hardly be expected to fight with a subtle weapon.,normal,179545,,,Uncommon,Equipment,Artifact
Captured Sunlight,{2}{G}{W},4,"W,G",Nils Hamm,66,Sorcery,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)\nYou gain 4 life.",ARB,,normal,185064,,,Common,,Sorcery
Dauntless Escort,{1}{G}{W},3,"W,G",Volkan Baga,67,Creature — Rhino Soldier,Sacrifice Dauntless Escort: Creatures you control gain indestructible until end of turn.,ARB,"Elspeth's squires do not seek advancement. For them, no knightly glory could surpass the glory of serving their champion.",normal,180614,3,3,Rare,"Rhino,Soldier",Creature
Enlisted Wurm,{4}{G}{W},6,"W,G",Steve Prescott,68,Creature — Wurm,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)","ARB,PC2",A match for any army—even its own.,normal,185047,5,5,Uncommon,Wurm,Creature
Grizzled Leotau,{G}{W},2,"W,G",Lars Grant-West,69,Creature — Cat,,ARB,"""There is no glory in a death of age, as even the leotau know. As winter steals into their coats, they seek the deadliest lands, that they may die as they lived.""\n—Aarsil the Blessed",normal,189647,1,5,Common,Cat,Creature
Knight of New Alara,{2}{G}{W},4,"W,G",Chris Rahn,70,Creature — Human Knight,Each other multicolored creature you control gets +1/+1 for each of its colors.,"pLPA,ARB","""I embrace all of Alara, Grixis as much as Bant. Let my former home call me traitor. I do this not for accolades, but because it is right.""",normal,189642,2,2,Rare,"Human,Knight",Creature
Knotvine Paladin,{G}{W},2,"W,G",Matt Stewart,71,Creature — Human Knight,"Whenever Knotvine Paladin attacks, it gets +1/+1 until end of turn for each untapped creature you control.","ARB,DDG","""He is part of a new breed of guardian, one who embraces the best of both his world and ours.""\n—Mayael the Anima",normal,180624,2,2,Rare,"Human,Knight",Creature
Leonin Armorguard,{2}{G}{W},4,"W,G",Steven Belledin,72,Creature — Cat Soldier,"When Leonin Armorguard enters the battlefield, creatures you control get +1/+1 until end of turn.",ARB,Well suited are the nacatl to a coat of steel and forge-tempered claws.,normal,180606,3,3,Common,"Cat,Soldier",Creature
Mycoid Shepherd,{1}{G}{G}{W},4,"W,G",Trevor Claxton,73,Creature — Fungus,"Whenever Mycoid Shepherd or another creature you control with power 5 or greater dies, you may gain 5 life.","pWPN,ARB","As pure mana flooded across the shards, it brought a sense of unity even to Jund's vicious food chain.",normal,179548,5,4,Rare,Fungus,Creature
Pale Recluse,{4}{G}{W},6,"W,G",Cyril Van Der Haegen,74,Creature — Spider,"Reach (This creature can block creatures with flying.)\nForestcycling {2}, plainscycling {2} ({2}, Discard this card: Search your library for a Forest or Plains card, reveal it, and put it into your hand. Then shuffle your library.)","ARB,ARC",,normal,144249,4,5,Common,Spider,Creature
Qasali Pridemage,{G}{W},2,"W,G",Chris Rahn,75,Creature — Cat Wizard,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\n{1}, Sacrifice Qasali Pridemage: Destroy target artifact or enchantment.","pFNM,ARB,DDH","An elder in one pride, of the Sigiled caste in another.",normal,179556,2,2,Common,"Cat,Wizard",Creature
Reborn Hope,{G}{W},2,"W,G",Warren Mahy,76,Sorcery,Return target multicolored card from your graveyard to your hand.,ARB,"""In darkness is kindled the fiercest hope.""\n—Hadran, sunseeder of Naya",normal,175256,,,Uncommon,,Sorcery
Sigil Captain,{1}{G}{W}{W},4,"W,G",Howard Lyon,77,Creature — Rhino Soldier,"Whenever a creature enters the battlefield under your control, if that creature is 1/1, put two +1/+1 counters on it.","ARB,CMD","""One sigil awarded for valor, the other awarded for surviving Hellkite's Pass.""",normal,179560,3,3,Uncommon,"Rhino,Soldier",Creature
Sigil of the Nayan Gods,{1}{G}{W},3,"W,G",Warren Mahy,78,Enchantment — Aura,"Enchant creature\nEnchanted creature gets +1/+1 for each creature you control.\nCycling {G/W} ({G/W}, Discard this card: Draw a card.)",ARB,"As the elves learned the hymns of angels, the knights learned the roars of titans.",normal,179630,,,Common,Aura,Enchantment
Sigiled Behemoth,{4}{G}{W},6,"W,G",Donato Giancola,79,Creature — Beast,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",ARB,"""Do not mistake a behemoth's assistance for subservience.""\n—Mayael the Anima",normal,159688,5,4,Common,Beast,Creature
Wildfield Borderpost,{1}{G}{W},3,"W,G",Zoltan Boros & Gabor Szikszai,80,Artifact,You may pay {1} and return a basic land you control to its owner's hand rather than pay Wildfield Borderpost's mana cost.\nWildfield Borderpost enters the battlefield tapped.\n{T}: Add {G} or {W} to your mana pool.,ARB,,normal,179590,,,Common,,Artifact
Identity Crisis,{2}{W}{W}{B}{B},6,"W,B",Thomas M. Baxa,81,Sorcery,Exile all cards from target player's hand and graveyard.,ARB,"""To join our ranks, one must be pure. To be pure, one must be blessed by etherium. To be blessed, one must forget oneself.""\n—Ethersworn prayer",normal,175109,,,Rare,,Sorcery
Necromancer's Covenant,{3}{W}{B}{B},6,"W,B",Thomas M. Baxa,82,Enchantment,"When Necromancer's Covenant enters the battlefield, exile all creature cards from target player's graveyard, then put a 2/2 black Zombie creature token onto the battlefield for each card exiled this way.\nZombies you control have lifelink.","ARB,C15",,normal,183011,,,Rare,,Enchantment
Tainted Sigil,{1}{W}{B},3,"W,B",Chippy,83,Artifact,"{T}, Sacrifice Tainted Sigil: You gain life equal to the total life lost by all players this turn. (Damage causes loss of life.)",ARB,"Sigils corrupted by outsiders do not lose their power, only their purity.",normal,180618,,,Uncommon,,Artifact
Vectis Dominator,{1}{W}{B},3,"W,B",Zoltan Boros & Gabor Szikszai,84,Artifact Creature — Human Wizard,{T}: Tap target creature unless its controller pays 2 life.,ARB,"""I appreciate the artistry of the telemins, but the creatures of the other worlds provide a much more dramatic performance.""\n—Ennor, mentalist",normal,179592,0,2,Common,"Human,Wizard","Artifact,Creature"
Zealous Persecution,{W}{B},2,"W,B",Christopher Moeller,85,Instant,"Until end of turn, creatures you control get +1/+1 and creatures your opponents control get -1/-1.","ARB,DDK,MD1,EMA","""Jharic returned from Grixis changed, a haunted look in her eyes. She destroyed them with an unholy glee that made me shudder.""\n—Knight-Captain Wyhorn",normal,179575,,,Uncommon,,Instant
Cloven Casting,{5}{U}{R},7,"U,R",Vance Kovacs,86,Enchantment,"Whenever you cast a multicolored instant or sorcery spell, you may pay {1}. If you do, copy that spell. You may choose new targets for the copy.",ARB,"""Let us flee to the deep jungle. Our city is no longer safe—and I suspect neither is the fallback retreat.""",normal,189653,,,Rare,,Enchantment
Double Negative,{U}{U}{R},3,"U,R",Paolo Parente,87,Instant,Counter up to two target spells.,ARB,They feared each other for their differences but were absolutely terrified at their similarities.,normal,179544,,,Uncommon,,Instant
Magefire Wings,{U}{R},2,"U,R",Zoltan Boros & Gabor Szikszai,88,Enchantment — Aura,Enchant creature\nEnchanted creature gets +2/+0 and has flying.,ARB,"Giving a thing wings does not take away its fear of flight—or its fear of fire, for that matter.",normal,179591,,,Common,Aura,Enchantment
