name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Cathar's Companion,{2}{W},3,W,Svetlin Velinov,9,Creature — Hound,"Whenever you cast a noncreature spell, Cathar's Companion gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",SOI,"""Unwavering and loyal, they represent stability in uncertain times.""\n—Rem Karolus, Slayer of Angels",normal,409747,3,1,Common,Hound,Creature
Chaplain's Blessing,{W},1,W,John Stanko,10,Sorcery,You gain 5 life.,SOI,"""There was a time when the purpose of the church was to heal and protect. I would see that time return.""",normal,409748,,,Common,,Sorcery
Dauntless Cathar,{2}{W},3,W,Zack Stella,11,Creature — Human Soldier,"{1}{W}, Exile Dauntless Cathar from your graveyard: Put a 1/1 white Spirit creature token with flying onto the battlefield. Activate this ability only any time you could cast a sorcery.",SOI,"""The harder they try to extinguish my faith, the brighter it burns in the darkness.""",normal,409749,3,2,Common,"Human,Soldier",Creature
Declaration in Stone,{1}{W},2,W,Tyler Jacobson,12,Sorcery,Exile target creature and all other creatures its controller controls with the same name as that creature. That player investigates for each nontoken creature exiled this way.,SOI,The message was clear to Sorin—Nahiri had paid Markov Manor a visit.,normal,409750,,,Rare,,Sorcery
Descend upon the Sinful,{4}{W}{W},6,W,Tyler Jacobson,13,Sorcery,Exile all creatures.\nDelirium — Put a 4/4 white Angel creature token with flying onto the battlefield if there are four or more card types among cards in your graveyard.,SOI,"Above the cries, a phrase rang out: ""You will all be saved.""",normal,409751,,,Mythic Rare,,Sorcery
Devilthorn Fox,{1}{W},2,W,Filip Burburan,14,Creature — Fox,,SOI,"On expeditions through Ashmouth, the hunters of Devilthorn Lodge rely on the cleverness of foxes to counteract the mischief of devils.",normal,409752,3,1,Common,Fox,Creature
Drogskol Cavalry,{5}{W}{W},7,W,Igor Kieryluk,15,Creature — Spirit Knight,"Flying\nWhenever another Spirit enters the battlefield under your control, you gain 2 life.\n{3}{W}: Put a 1/1 white Spirit creature token with flying onto the battlefield.",SOI,,normal,409753,4,4,Rare,"Spirit,Knight",Creature
Eerie Interlude,{2}{W},3,W,Svetlin Velinov,16,Instant,Exile any number of target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.,"DDQ,SOI",The barrier between existence and oblivion is thinner than you know.,normal,409754,,,Rare,,Instant
Emissary of the Sleepless,{4}{W},5,W,Igor Kieryluk,17,Creature — Spirit,"Flying\nWhen Emissary of the Sleepless enters the battlefield, if a creature died this turn, put a 1/1 white Spirit creature token with flying onto the battlefield.",SOI,,normal,409755,2,4,Common,Spirit,Creature
Ethereal Guidance,{2}{W},3,W,Ben Maier,18,Sorcery,Creatures you control get +2/+1 until end of turn.,SOI,"""The call of the Blessed Sleep is not so strong as the call to protect those in need.""\n—Saint Traft",normal,409756,,,Common,,Sorcery
Expose Evil,{1}{W},2,W,Jama Jurabaev,19,Instant,"Tap up to two target creatures.\nInvestigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,"""Only the pure stand tall in the light.""\n—Sigarda",normal,409757,,,Common,,Instant
Gryff's Boon,{W},1,W,Svetlin Velinov,20,Enchantment — Aura,Enchant creature\nEnchanted creature gets +1/+0 and has flying.\n{3}{W}: Return Gryff's Boon from your graveyard to the battlefield attached to target creature. Activate this ability only any time you could cast a sorcery.,SOI,,normal,409758,,,Uncommon,Aura,Enchantment
Hanweir Militia Captain,{1}{W},2,W,David Palumbo,21a,Creature — Human Soldier,"At the beginning of your upkeep, if you control four or more creatures, transform Hanweir Militia Captain.",SOI,Her reputation inspires both loyalty and adoration.,double-faced,409759,2,2,Rare,"Human,Soldier",Creature
Westvale Cult Leader,,2,W,David Palumbo,21b,Creature — Human Cleric,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.\nAt the beginning of your end step, put a 1/1 white and black Human Cleric creature token onto the battlefield.",SOI,,double-faced,409760,*,*,Rare,"Human,Cleric",Creature
Hope Against Hope,{2}{W},3,W,David Seguin,22,Enchantment — Aura,"Enchant creature\nEnchanted creature gets +1/+1 for each creature you control.\nAs long as enchanted creature is a Human, it has first strike.",SOI,"""I have given my life to the church, my soul to Avacyn, and my heart to the people.""",normal,409761,,,Uncommon,Aura,Enchantment
Humble the Brute,{4}{W},5,W,Daarken,23,Instant,"Destroy target creature with power 4 or greater.\nInvestigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,"""The element of surprise only works when it's backed up by a bolt between the eyes.""",normal,409762,,,Uncommon,,Instant
Inquisitor's Ox,{3}{W},4,W,Vincent Proce,24,Creature — Ox,Delirium — Inquisitor's Ox gets +1/+0 and has vigilance as long as there are four or more card types among cards in your graveyard.,SOI,"Many fields now lie fallow in Gavony, as the oxen have been confiscated to perform other duties.",normal,409763,2,5,Common,Ox,Creature
Inspiring Captain,{3}{W},4,W,Ben Maier,25,Creature — Human Knight,"When Inspiring Captain enters the battlefield, creatures you control get +1/+1 until end of turn.",SOI,"""Our enemies will soon discover that we are not as meek as they had believed.""",normal,409764,3,3,Common,"Human,Knight",Creature
Militant Inquisitor,{2}{W},3,W,Karl Kopinski,26,Creature — Human Cleric,Militant Inquisitor gets +1/+0 for each Equipment you control.,SOI,"""I am an instrument of the church wielded against Avacyn's enemies.""",normal,409765,2,3,Common,"Human,Cleric",Creature
Moorland Drifter,{1}{W},2,W,Ryan Yee,27,Creature — Spirit,Delirium — Moorland Drifter has flying as long as there are four or more card types among cards in your graveyard.,SOI,"It has no apparent purpose or direction. It simply drifts, buoyed by breezes both tangible and otherworldly.",normal,409766,2,2,Common,Spirit,Creature
Nahiri's Machinations,{1}{W},2,"W,R",Lake Hurwitz,28,Enchantment,"At the beginning of combat on your turn, target creature you control gains indestructible until end of turn.\n{1}{R}: Nahiri's Machinations deals 1 damage to target blocking creature.",SOI,"""Sorin, I'm going to take everything from you.""",normal,409767,,,Uncommon,,Enchantment
Nearheath Chaplain,{3}{W},4,W,Zoltan Boros,29,Creature — Human Cleric,"Lifelink\n{2}{W}, Exile Nearheath Chaplain from your graveyard: Put two 1/1 white Spirit creature tokens with flying onto the battlefield. Activate this ability only any time you could cast a sorcery.",SOI,,normal,409768,3,1,Uncommon,"Human,Cleric",Creature
Not Forgotten,{1}{W},2,W,Darek Zabrocki,30,Sorcery,Put target card from a graveyard on the top or bottom of its owner's library. Put a 1/1 white Spirit creature token with flying onto the battlefield.,SOI,"Visit the dead, and they may return the favor.",normal,409769,,,Uncommon,,Sorcery
"Odric, Lunarch Marshal",{3}{W},4,W,Chase Stone,31,Legendary Creature — Human Soldier,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance.",SOI,,normal,409770,3,3,Rare,"Human,Soldier",Creature
Open the Armory,{1}{W},2,W,Steve Prescott,32,Sorcery,"Search your library for an Aura or Equipment card, reveal it, and put it into your hand. Then shuffle your library.",SOI,"""Once Avacyn returned, I hoped I'd never need these things again. I didn't think I'd be dusting them off to use against angels.""",normal,409771,,,Uncommon,,Sorcery
Paranoid Parish-Blade,{2}{W},3,W,Matt Stewart,33,Creature — Human Soldier,Delirium — Paranoid Parish-Blade gets +1/+0 and has first strike as long as there are four or more card types among cards in your graveyard.,SOI,The mind is perfectly capable of creating its own monsters.,normal,409772,3,2,Uncommon,"Human,Soldier",Creature
Pious Evangel,{2}{W},3,"W,B",Kev Walker,34a,Creature — Human Cleric,"Whenever Pious Evangel or another creature enters the battlefield under your control, you gain 1 life.\n{2}, {T}, Sacrifice another permanent: Transform Pious Evangel.",SOI,"""My faith guides my hand . . .""",double-faced,409773,2,2,Uncommon,"Human,Cleric",Creature
Wayward Disciple,,3,"W,B",Kev Walker,34b,Creature — Human Cleric,"Whenever Wayward Disciple or another creature you control dies, target opponent loses 1 life and you gain 1 life.",SOI,""". . . and I will prove my devotion.""",double-faced,409774,2,4,Uncommon,"Human,Cleric",Creature
Puncturing Light,{1}{W},2,W,Greg Staples,35,Instant,Destroy target attacking or blocking creature with power 3 or less.,"ROE,SOI","""If you refuse to see the light, then you will feel it.""",normal,409775,,,Common,,Instant
Reaper of Flight Moonsilver,{3}{W}{W},5,W,Magali Villeneuve,36,Creature — Angel,Flying\nDelirium — Sacrifice another creature: Reaper of Flight Moonsilver gets +2/+1 until end of turn. Activate this ability only if there are four or more card types among cards in your graveyard.,SOI,,normal,409776,3,3,Uncommon,Angel,Creature
Silverstrike,{3}{W},4,W,Lius Lasahido,37,Instant,Destroy target attacking creature. You gain 3 life.,SOI,"""Shield yourself with faith. Arm yourself with silver.""\n—Slayer Kastinne",normal,409777,,,Uncommon,,Instant
Spectral Shepherd,{2}{W},3,"W,U",Johann Bodin,38,Creature — Spirit,Flying\n{1}{U}: Return target Spirit you control to its owner's hand.,SOI,The restless geists of common folk often continue their lifelong labors.,normal,409778,2,2,Uncommon,Spirit,Creature
Stern Constable,{W},1,W,Svetlin Velinov,39,Creature — Human Soldier,"{T}, Discard a card: Tap target creature.",SOI,"""I'm sure you have a story. Everyone has a story. You can tell it to the bars.""",normal,409779,1,1,Common,"Human,Soldier",Creature
Strength of Arms,{W},1,W,John Stanko,40,Instant,"Target creature gets +2/+2 until end of turn. If you control an Equipment, put a 1/1 white Human Soldier creature token onto the battlefield.",SOI,"""We fight not for Avacyn, but for her ideals; not for the church, but for its people.""\n—Thalia, Guardian of Thraben",normal,409780,,,Common,,Instant
Survive the Night,{2}{W},3,W,Svetlin Velinov,41,Instant,"Target creature gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)\nInvestigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,"The longest nights are measured not in hours, but in heartbeats.",normal,409781,,,Common,,Instant
Tenacity,{3}{W},4,W,Zoltan Boros,42,Instant,Creatures you control get +1/+1 and gain lifelink until end of turn. Untap those creatures.,SOI,Thalia established the Order of Saint Traft in an effort to bring together cathars who would stand against the corruption of the Lunarch Council.,normal,409782,,,Uncommon,,Instant
Thalia's Lieutenant,{1}{W},2,W,Johannes Voss,43,Creature — Human Soldier,"When Thalia's Lieutenant enters the battlefield, put a +1/+1 counter on each other Human you control.\nWhenever another Human enters the battlefield under your control, put a +1/+1 counter on Thalia's Lieutenant.",SOI,,normal,409783,1,1,Rare,"Human,Soldier",Creature
Thraben Inspector,{W},1,W,Matt Stewart,44,Creature — Human Soldier,"When Thraben Inspector enters the battlefield, investigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,"""If you've been at this as long as I have, nothing can surprise you. That's the hope, at least.""",normal,409784,1,2,Common,"Human,Soldier",Creature
Topplegeist,{W},1,W,Seb McKinnon,45,Creature — Spirit,"Flying\nWhen Topplegeist enters the battlefield, tap target creature an opponent controls.\nDelirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, tap target creature that player controls.","DDQ,SOI",,normal,409785,1,1,Uncommon,Spirit,Creature
Town Gossipmonger,{W},1,"W,R",John Stanko,46a,Creature — Human,"{T}, Tap an untapped creature you control: Transform Town Gossipmonger.",SOI,"""You'll never believe what I heard.""",double-faced,409786,1,1,Uncommon,Human,Creature
Incited Rabble,,1,"W,R",John Stanko,46b,Creature — Human,Incited Rabble attacks each combat if able.\n{2}: Incited Rabble gets +1/+0 until end of turn.,SOI,Rumors are sparks: gather enough of them and something's going to catch fire.,double-faced,409787,2,3,Uncommon,Human,Creature
Unruly Mob,{1}{W},2,W,Ryan Pancoast,47,Creature — Human,"Whenever another creature you control dies, put a +1/+1 counter on Unruly Mob.","ISD,SOI","""Those who aren't welcome will know it!""\n—Kolman, elder of Gatstaf",normal,409788,1,1,Common,Human,Creature
Vessel of Ephemera,{1}{W},2,W,Kieran Yanner,48,Enchantment,"{2}{W}, Sacrifice Vessel of Ephemera: Put two 1/1 white Spirit creature tokens with flying onto the battlefield.",SOI,Geists seeking redemption must first be given the opportunity.,normal,409789,,,Common,,Enchantment
Aberrant Researcher,{3}{U},4,U,Nils Hamm,49a,Creature — Human Insect,"Flying\nAt the beginning of your upkeep, put the top card of your library into your graveyard. If it's an instant or sorcery card, transform Aberrant Researcher.",SOI,"""Metamorphosis is a process.""\n—Laboratory notes",double-faced,409790,3,2,Uncommon,"Human,Insect",Creature
Perfected Form,,4,U,Nils Hamm,49b,Creature — Insect Horror,Flying,SOI,"The final pages of the experiment log were blank. Investigators found it abandoned on a desk in the researcher's lab, open, the pages flipping in the wind from a shattered window.",double-faced,409791,5,4,Uncommon,"Insect,Horror",Creature
Broken Concentration,{1}{U}{U},3,U,Clint Cearley,50,Instant,"Counter target spell.\nMadness {3}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",SOI,Some minds bend under pressure. Others break.,normal,409792,,,Uncommon,,Instant
Catalog,{2}{U},3,U,Johannes Voss,51,Instant,"Draw two cards, then discard a card.","USG,8ED,SOI","""The appearance of these warped stones throughout the provinces is too pervasive to be random. More evidence is needed to determine the reason behind them.""\n—Tamiyo's journal",normal,409793,,,Common,,Instant
Compelling Deterrence,{1}{U},2,U,Seb McKinnon,52,Instant,Return target nonland permanent to its owner's hand. Then that player discards a card if you control a Zombie.,"DDQ,SOI","""So much for neighborly hospitality!""",normal,409794,,,Uncommon,,Instant
Confirm Suspicions,{3}{U}{U},5,U,David Gaillet,53,Instant,"Counter target spell.\nInvestigate three times. (To investigate, put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,Everyone has something to hide.,normal,409795,,,Rare,,Instant
Daring Sleuth,{1}{U},2,U,Seb McKinnon,54a,Creature — Human Rogue,"When you sacrifice a Clue, transform Daring Sleuth.",SOI,"""No matter the cost, I must discover the source of these strange happenings.""",double-faced,409796,2,1,Uncommon,"Human,Rogue",Creature
Bearer of Overwhelming Truths,,2,U,Seb McKinnon,54b,Creature — Human Wizard,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Bearer of Overwhelming Truths deals combat damage to a player, investigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,,double-faced,409797,3,2,Uncommon,"Human,Wizard",Creature
Deny Existence,{2}{U},3,U,Christopher Moeller,55,Instant,"Counter target creature spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",SOI,"When all logical solutions fail, try an illogical one.",normal,409798,,,Common,,Instant
Drownyard Explorers,{3}{U},4,U,Anthony Palumbo,56,Creature — Human Wizard,"When Drownyard Explorers enters the battlefield, investigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,"""Angels and inquisitors terrorize villages, but no one seems to notice the stirring out at sea.""",normal,409799,2,4,Common,"Human,Wizard",Creature
Drunau Corpse Trawler,{3}{U},4,"U,B",Dave Kendall,57,Creature — Zombie,"When Drunau Corpse Trawler enters the battlefield, put a 2/2 black Zombie creature token onto the battlefield.\n{2}{B}: Target Zombie gains deathtouch until end of turn.",SOI,Seagrafs yield an abundance of resources for stitchers and ghoulcallers alike.,normal,409800,1,1,Uncommon,Zombie,Creature
Engulf the Shore,{3}{U},4,U,Cliff Childs,58,Instant,Return to their owners' hands all creatures with toughness less than or equal to the number of Islands you control.,SOI,"""The tides have begun to ignore the moon.""\n—Tamiyo's journal",normal,409801,,,Rare,,Instant
Epiphany at the Drownyard,{X}{U},1,U,Titus Lunter,59,Instant,Reveal the top X plus one cards of your library and separate them into two piles. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.,SOI,"""Is this what you found, Tamiyo?""\n—Jace Beleren",normal,409802,,,Rare,,Instant
Erdwal Illuminator,{1}{U},2,U,Seb McKinnon,60,Creature — Spirit,"Flying\nWhenever you investigate for the first time each turn, investigate an additional time.",SOI,"""When all else fails, follow the geist's lantern.""\n—Vallon, Thraben inspector",normal,409803,1,3,Uncommon,Spirit,Creature
Essence Flux,{U},1,U,Seb McKinnon,61,Instant,"Exile target creature you control, then return that card to the battlefield under its owner's control. If it's a Spirit, put a +1/+1 counter on it.",SOI,"A spirit is both fettered and free—bound in some ways to its previous existence, yet able to transcend much of the corporeal.",normal,409804,,,Uncommon,,Instant
Fleeting Memories,{2}{U},3,U,Christine Choi,62,Enchantment,"When Fleeting Memories enters the battlefield, investigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")\nWhenever you sacrifice a Clue, target player puts the top three cards of his or her library into his or her graveyard.",SOI,,normal,409805,,,Uncommon,,Enchantment
Forgotten Creation,{3}{U},4,U,Izzy,63,Creature — Zombie Horror,"Skulk (This creature can't be blocked by creatures with greater power.)\nAt the beginning of your upkeep, you may discard all the cards in your hand. If you do, draw that many cards.",SOI,"""My earliest work escapes me.""\n—Stitcher Geralf",normal,409806,3,3,Rare,"Zombie,Horror",Creature
Furtive Homunculus,{1}{U},2,U,Wayne Reynolds,64,Creature — Homunculus,Skulk (This creature can't be blocked by creatures with greater power.),SOI,"""In terms of intelligence, homunculi are somewhere between humans and skaabs—clever enough to follow more complex orders, but dim enough to not question them.""\n—Stitcher Geralf",normal,409807,2,1,Common,Homunculus,Creature
Geralf's Masterpiece,{3}{U}{U},5,U,Daarken,65,Creature — Zombie Horror,"Flying\nGeralf's Masterpiece gets -1/-1 for each card in your hand.\n{3}{U}, Discard three cards: Return Geralf's Masterpiece from your graveyard to the battlefield tapped.",SOI,,normal,409808,7,7,Mythic Rare,"Zombie,Horror",Creature
Ghostly Wings,{1}{U},2,U,Josu Hernaiz,66,Enchantment — Aura,Enchant creature\nEnchanted creature gets +1/+1 and has flying.\nDiscard a card: Return enchanted creature to its owner's hand.,"TOR,SOI",,normal,409809,,,Common,Aura,Enchantment
Gone Missing,{4}{U},5,U,James Paick,67,Sorcery,"Put target permanent on top of its owner's library.\nInvestigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,"""Sometimes it's best for the lost to stay lost.""\n—Herzag, mayor of Havengul",normal,409810,,,Common,,Sorcery
Invasive Surgery,{U},1,U,Steven Belledin,68,Instant,"Counter target sorcery spell.\nDelirium — If there are four or more card types among cards in your graveyard, search the graveyard, hand, and library of that spell's controller for any number of cards with the same name as that spell, exile those cards, then that player shuffles his or her library.",SOI,,normal,409811,,,Uncommon,,Instant
"Jace, Unraveler of Secrets",{3}{U}{U},5,U,Tyler Jacobson,69,Planeswalker — Jace,"+1: Scry 1, then draw a card.\n−2: Return target creature to its owner's hand.\n−8: You get an emblem with ""Whenever an opponent casts his or her first spell each turn, counter that spell.""",SOI,,normal,409812,,,Mythic Rare,Jace,Planeswalker
Jace's Scrutiny,{1}{U},2,U,Slawomir Maniak,70,Instant,"Target creature gets -4/-0 until end of turn.\nInvestigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,"""Just a collage of images: cryptoliths, the sea, a tangle of shipwrecks.""",normal,409813,,,Common,,Instant
Just the Wind,{1}{U},2,U,Christopher Moeller,71,Instant,"Return target creature to its owner's hand.\nMadness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",SOI,"""There's nothing to worry about.""",normal,409814,,,Common,,Instant
Lamplighter of Selhoff,{4}{U},5,U,Clint Cearley,72,Creature — Zombie Horror,"When Lamplighter of Selhoff enters the battlefield, if you control another Zombie, you may draw a card. If you do, discard a card.",SOI,"For stitchers and necro-alchemists, it's important that work can continue at all hours.",normal,409815,3,5,Common,"Zombie,Horror",Creature
Manic Scribe,{1}{U},2,U,Matt Stewart,73,Creature — Human Wizard,"When Manic Scribe enters the battlefield, each opponent puts the top three cards of his or her library into his or her graveyard.\nDelirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, that player puts the top three cards of his or her library into his or her graveyard.",SOI,,normal,409816,0,3,Uncommon,"Human,Wizard",Creature
Nagging Thoughts,{1}{U},2,U,Seb McKinnon,74,Sorcery,"Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.\nMadness {1}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",SOI,,normal,409817,,,Common,,Sorcery
Nephalia Moondrakes,{5}{U}{U},7,U,Tianhua X,75,Creature — Drake,"Flying\nWhen Nephalia Moondrakes enters the battlefield, target creature gains flying until end of turn.\n{4}{U}{U}, Exile Nephalia Moondrakes from your graveyard: Creatures you control gain flying until end of turn.",SOI,,normal,409818,5,5,Rare,Drake,Creature
Niblis of Dusk,{2}{U},3,U,Nils Hamm,76,Creature — Spirit,"Flying\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",SOI,It fuels its lanterns by leaching the warmth from its surroundings.,normal,409819,2,1,Common,Spirit,Creature
Ongoing Investigation,{1}{U},2,"U,G",Bud Cook,77,Enchantment,"Whenever one or more creatures you control deal combat damage to a player, investigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")\n{1}{G}, Exile a creature card from your graveyard: Investigate. You gain 2 life.",SOI,,normal,409820,,,Uncommon,,Enchantment
Pieces of the Puzzle,{2}{U},3,U,Magali Villeneuve,78,Sorcery,Reveal the top five cards of your library. Put up to two instant and/or sorcery cards from among them into your hand and the rest into your graveyard.,SOI,"""The clues have begun to reveal a truth I hesitate to accept.""",normal,409821,,,Common,,Sorcery
Pore Over the Pages,{3}{U}{U},5,U,Magali Villeneuve,79,Sorcery,"Draw three cards, untap up to two lands, then discard a card.","DDQ,SOI","""‘I'm certain that the fate of Markov Manor is connected to these cryptoliths . . .' This Tamiyo was on to something.""",normal,409822,,,Uncommon,,Sorcery
Press for Answers,{1}{U},2,U,Steve Prescott,80,Sorcery,"Tap target creature. It doesn't untap during its controller's next untap step.\nInvestigate. (Put a colorless Clue artifact token onto the battlefield with ""{2}, Sacrifice this artifact: Draw a card."")",SOI,,normal,409823,,,Common,,Sorcery
Rattlechains,{1}{U},2,U,Lius Lasahido,81,Creature — Spirit,"Flash\nFlying\nWhen Rattlechains enters the battlefield, target Spirit gains hexproof until end of turn.\nYou may cast Spirit spells as though they had flash.",SOI,,normal,409824,2,1,Rare,Spirit,Creature
Reckless Scholar,{2}{U},3,U,Steve Prescott,82,Creature — Human Wizard,"{T}: Target player draws a card, then discards a card.","ZEN,CNS,SOI",Progress comes at a price.,normal,409825,2,1,Uncommon,"Human,Wizard",Creature
Rise from the Tides,{5}{U},6,U,Dave Kendall,83,Sorcery,Put a 2/2 black Zombie creature token onto the battlefield tapped for each instant and sorcery card in your graveyard.,SOI,"""Dear brother, it's sweet that you have chosen to share your toys with Ludevic, but I too have found some new playmates.""\n—Ghoulcaller Gisa",normal,409826,,,Uncommon,,Sorcery
Seagraf Skaab,{1}{U},2,U,Jama Jurabaev,84,Creature — Zombie,,SOI,"""Your recent work is an inspiration. I have the utmost respect for your approach, and your craft is impeccable. At your convenience, I would be honored to collaborate on a project.""\n—Ludevic, letter to Geralf",normal,409827,1,3,Common,Zombie,Creature
Silburlind Snapper,{5}{U},6,U,Tomasz Jedruszek,85,Creature — Turtle,Silburlind Snapper can't attack unless you've cast a noncreature spell this turn.,SOI,"Nephalia is home to many hard-shelled creatures of unusual size, the largest of which are either avoided or worshipped.",normal,409828,6,6,Common,Turtle,Creature
Silent Observer,{3}{U},4,U,Lake Hurwitz,86,Creature — Spirit,Flying,SOI,It's not just a feeling—you are being watched.,normal,409829,1,5,Common,Spirit,Creature
Sleep Paralysis,{3}{U},4,U,Josu Hernaiz,87,Enchantment — Aura,"Enchant creature\nWhen Sleep Paralysis enters the battlefield, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step.",SOI,Sleep doesn't always mean rest.,normal,409830,,,Common,Aura,Enchantment
Startled Awake,{2}{U}{U},4,U,Sean Sevestre,88a,Sorcery,Target opponent puts the top thirteen cards of his or her library into his or her graveyard.\n{3}{U}{U}: Put Startled Awake from your graveyard onto the battlefield transformed. Activate this ability only any time you could cast a sorcery.,SOI,,double-faced,409831,,,Mythic Rare,,Sorcery
Persistent Nightmare,,4,U,Sean Sevestre,88b,Creature — Nightmare,"Skulk (This creature can't be blocked by creatures with greater power.)\nWhen Persistent Nightmare deals combat damage to a player, return it to its owner's hand.",SOI,"""It seemed so real!""",double-faced,409832,1,1,Mythic Rare,Nightmare,Creature
