name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Plains,,,W,Adam Paquette,38,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,409614,,,Basic Land,Plains,Land
Plains,,,W,Jung Park,39,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,409615,,,Basic Land,Plains,Land
Plains,,,W,Eytan Zana,40,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,409616,,,Basic Land,Plains,Land
Mindwrack Demon,{2}{B}{B},4,B,Daarken,41,Creature — Demon,"Flying, trample\nWhen Mindwrack Demon enters the battlefield, put the top four cards of your library into your graveyard.\nDelirium — At the beginning of your upkeep, you lose 4 life unless there are four or more card types among cards in your graveyard.","DDQ,SOI",,normal,409617,4,5,Mythic Rare,Demon,Creature
Compelling Deterrence,{1}{U},2,U,Seb McKinnon,42,Instant,Return target nonland permanent to its owner's hand. Then that player discards a card if you control a Zombie.,"DDQ,SOI","""So much for neighborly hospitality!""",normal,409618,,,Uncommon,,Instant
Forbidden Alchemy,{2}{U},3,"U,B",David Rapoza,43,Instant,Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.\nFlashback {6}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.),"pFNM,ISD,DDQ",,normal,409619,,,Common,,Instant
Havengul Runebinder,{2}{U}{U},4,U,Bud Cook,44,Creature — Human Wizard,"{2}{U}, {T}, Exile a creature card from your graveyard: Put a 2/2 black Zombie creature token onto the battlefield, then put a +1/+1 counter on each Zombie creature you control.","DKA,DDQ","""So many corpses, so little time.""",normal,409620,2,2,Rare,"Human,Wizard",Creature
Makeshift Mauler,{3}{U},4,U,James Ryman,45,Creature — Zombie Horror,"As an additional cost to cast Makeshift Mauler, exile a creature card from your graveyard.","ISD,DDQ","""It always amazes me what perfectly good things people throw away.""\n—Ludevic, necro-alchemist",normal,409621,4,5,Common,"Zombie,Horror",Creature
Relentless Skaabs,{3}{U}{U},5,U,Karl Kopinski,46,Creature — Zombie,"As an additional cost to cast Relentless Skaabs, exile a creature card from your graveyard.\nUndying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)","DKA,DDQ",,normal,409622,4,4,Uncommon,Zombie,Creature
Scrapskin Drake,{2}{U},3,U,Kev Walker,47,Creature — Zombie Drake,Flying (This creature can't be blocked except by creatures with flying or reach.)\nScrapskin Drake can block only creatures with flying.,"AVR,ORI,DDQ","""The cathars killed my skaabs down below. Let's see how high their swords can reach.""\n—Ludevic, necro-alchemist",normal,409623,2,3,Common,"Zombie,Drake",Creature
Screeching Skaab,{1}{U},2,U,Clint Cearley,48,Creature — Zombie,"When Screeching Skaab enters the battlefield, put the top two cards of your library into your graveyard.","DKA,ORI,DDQ,EMA",Its screeching is the sound of you losing your mind.,normal,409624,2,1,Common,Zombie,Creature
Stitched Drake,{1}{U}{U},3,U,Chris Rahn,49,Creature — Zombie Drake,"As an additional cost to cast Stitched Drake, exile a creature card from your graveyard.\nFlying","ISD,DDQ","""The best skaabs are more powerful and more beautiful than the sum of their parts.""\n—Stitcher Geralf",normal,409625,3,4,Common,"Zombie,Drake",Creature
Abattoir Ghoul,{3}{B},4,B,Volkan Baga,50,Creature — Zombie,"First strike\nWhenever a creature dealt damage by Abattoir Ghoul this turn dies, you gain life equal to that creature's toughness.","ISD,DDQ",Death took his humanity but not his skill with the knife.,normal,409626,3,2,Uncommon,Zombie,Creature
Appetite for Brains,{B},1,B,Michael C. Hayes,51,Sorcery,Target opponent reveals his or her hand. You choose a card from it with converted mana cost 4 or greater and exile that card.,"AVR,DDQ","Just as with a peach, the first bite is always the juiciest.",normal,409627,,,Uncommon,,Sorcery
Barter in Blood,{2}{B}{B},4,B,Eric Deschamps,52,Sorcery,Each player sacrifices two creatures.,"MRD,DDC,AVR,DD3_DVD,C15,DDQ","""We must all make sacrifices for the good of Innistrad.""\n—Sorin Markov",normal,409628,,,Uncommon,,Sorcery
Butcher Ghoul,{1}{B},2,B,Christopher Moeller,53,Creature — Zombie,"Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)","AVR,DDQ","Without a mind, it doesn't fear death. Without a soul, it doesn't mind killing.",normal,409629,1,1,Common,Zombie,Creature
Diregraf Ghoul,{B},1,B,Dave Kendall,54,Creature — Zombie,Diregraf Ghoul enters the battlefield tapped.,"pMGD,ISD,DDQ","""At least this one still has arms and legs. Well, most of its legs.""\n—Enslow, ghoulcaller of Nephalia",normal,409630,2,2,Uncommon,Zombie,Creature
Dread Return,{2}{B}{B},4,B,Svetlin Velinov,55,Sorcery,Return target creature card from your graveyard to the battlefield.\nFlashback—Sacrifice three creatures. (You may cast this card from your graveyard for its flashback cost. Then exile it.),"TSP,PD3,C14,DDQ",The will to return can overpower the will to survive.,normal,409631,,,Uncommon,,Sorcery
Driver of the Dead,{3}{B},4,B,James Ryman,56,Creature — Vampire,"When Driver of the Dead dies, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.","AVR,DDQ",Some vampires resorted to corpse trading after cathars burned their estates and drove them from their ancestral feeding grounds.,normal,409632,3,2,Common,Vampire,Creature
Falkenrath Noble,{3}{B},4,B,Slawomir Maniak,57,Creature — Vampire,"Flying\nWhenever Falkenrath Noble or another creature dies, target player loses 1 life and you gain 1 life.","ISD,DDQ","""I often think on how excited they must feel to be chosen as my prey.""",normal,409633,2,2,Uncommon,Vampire,Creature
Ghoulraiser,{1}{B}{B},3,B,Steve Prescott,58,Creature — Zombie,"When Ghoulraiser enters the battlefield, return a Zombie card at random from your graveyard to your hand.","ISD,DDQ","""Come. Bring your brothers. Tonight, you feast on living flesh.""\n—Jadar, ghoulcaller of Nephalia",normal,409634,2,2,Common,Zombie,Creature
Gravecrawler,{B},1,B,Steven Belledin,59,Creature — Zombie,Gravecrawler can't block.\nYou may cast Gravecrawler from your graveyard as long as you control a Zombie.,"pMEI,DKA,DDQ","""Innistrad's ghoulcallers are talented enough, but let me show you what someone with real power can create.""\n—Liliana Vess",normal,409635,2,1,Rare,Zombie,Creature
Harvester of Souls,{4}{B}{B},6,B,Slawomir Maniak,60,Creature — Demon,"Deathtouch\nWhenever another nontoken creature dies, you may draw a card.","AVR,DDQ","""He is judge, jury, and executioner because he killed them all.""\n—Bishop Cawle of Elgaud",normal,409636,5,5,Rare,Demon,Creature
Human Frailty,{B},1,B,David Palumbo,61,Instant,Destroy target Human creature.,"AVR,DDQ","""I have seen a hundred mortal families rise and fall. I shall outlast a thousand more.""\n—Olivia Voldaren",normal,409637,,,Uncommon,,Instant
Moan of the Unhallowed,{2}{B}{B},4,B,Nils Hamm,62,Sorcery,Put two 2/2 black Zombie creature tokens onto the battlefield.\nFlashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.),"ISD,DDQ","For a ghoul, every village is a buffet and every disaster is a reunion.",normal,409638,,,Uncommon,,Sorcery
Sever the Bloodline,{3}{B},4,B,Clint Cearley,63,Sorcery,Exile target creature and all other creatures with the same name as that creature.\nFlashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.),"ISD,C15,DDQ",,normal,409639,,,Rare,,Sorcery
Tooth Collector,{2}{B},3,B,Bud Cook,64,Creature — Human Rogue,"When Tooth Collector enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.\nDelirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, target creature that player controls gets -1/-1 until end of turn.","DDQ,SOI",,normal,409640,3,2,Uncommon,"Human,Rogue",Creature
Tribute to Hunger,{2}{B},3,B,Dave Kendall,65,Instant,Target opponent sacrifices a creature. You gain life equal to that creature's toughness.,"ISD,DDQ","Marella was delighted. The ball had attracted so many suitors for her daughter, including that handsome stranger. She wondered where the two were now . . . .",normal,409641,,,Uncommon,,Instant
Unbreathing Horde,{2}{B},3,B,Dave Kendall,66,Creature — Zombie,"Unbreathing Horde enters the battlefield with a +1/+1 counter on it for each other Zombie you control and each Zombie card in your graveyard.\nIf Unbreathing Horde would be dealt damage, prevent that damage and remove a +1/+1 counter from it.","ISD,DDQ",,normal,409642,0,0,Rare,Zombie,Creature
Victim of Night,{B}{B},2,B,Winona Nelson,67,Instant,"Destroy target non-Vampire, non-Werewolf, non-Zombie creature.","ISD,DDQ","""Do not touch a drop. Not yet. I want to watch this so-called slayer's last crisis of faith.""\n—Olivia Voldaren",normal,409643,,,Common,,Instant
Diregraf Captain,{1}{U}{B},3,"U,B",Slawomir Maniak,68,Creature — Zombie Soldier,"Deathtouch\nOther Zombie creatures you control get +1/+1.\nWhenever another Zombie you control dies, target opponent loses 1 life.","DKA,DDQ","Though its mind has long since rotted away, it wields a sword with deadly skill.",normal,409644,2,2,Uncommon,"Zombie,Soldier",Creature
Cobbled Wings,{2},2,,Matt Stewart,69,Artifact — Equipment,Equipped creature has flying.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.),"ISD,DDQ","For the necro-alchemist, any puzzle can be solved with intelligence and harvested body parts.",normal,409645,,,Common,Equipment,Artifact
Dismal Backwater,,,"U,B",Sam Burley,70,Land,"Dismal Backwater enters the battlefield tapped.\nWhen Dismal Backwater enters the battlefield, you gain 1 life.\n{T}: Add {U} or {B} to your mana pool.","KTK,FRF,DDQ,EMA",,normal,409646,,,Common,,Land
Island,,,U,James Paick,71,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15,DDQ,SOI",,normal,409647,,,Basic Land,Island,Land
Island,,,U,Adam Paquette,72,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15,DDQ,SOI",,normal,409648,,,Basic Land,Island,Land
Island,,,U,Jung Park,73,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15,DDQ,SOI",,normal,409649,,,Basic Land,Island,Land
Swamp,,,B,James Paick,74,Basic Land — Swamp,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,DDD,H09,DDE,ROE,DPA,ARC,M11,SOM,MBS,NPH,CMD,M12,DDH,ISD,PD3,AVR,PC2,M13,DDJ,RTR,DDK,M14,THS,C13,DDM,MD1,M15,DDN,KTK,C14,DD3_DVD,DD3_GVL,FRF,DTK,TPR,ORI,DDP,BFZ,C15,DDQ,SOI",,normal,409650,,,Basic Land,Swamp,Land
