name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Bazaar of Wonders,{3}{U}{U},5,U,Liz Danforth,,World Enchantment,"When Bazaar of Wonders enters the battlefield, exile all cards from all graveyards.\nWhenever a player casts a spell, counter it if a card with the same name is in a graveyard or a nontoken permanent with the same name is on the battlefield.",MIR,,normal,3326,,,Rare,,Enchantment
Benevolent Unicorn,{1}{W},2,W,David A. Cherry,,Creature — Unicorn,"If a spell would deal damage to a creature or player, it deals that much damage minus 1 to that creature or player instead.",MIR,The best use for a unicorn's horn is to adorn a unicorn.\n—Femeref adage,normal,3479,1,2,Common,Unicorn,Creature
Benthic Djinn,{2}{U}{B},4,"U,B",Adam Rex,,Creature — Djinn,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)\nAt the beginning of your upkeep, you lose 2 life.",MIR,"""In all my years I've only met one mage who successfully trapped a djinn—and none who tried and failed.""\n—Talibah, embermage",normal,3528,5,3,Rare,Djinn,Creature
Binding Agony,{1}{B},2,B,Robert Bliss,,Enchantment — Aura,"Enchant creature\nWhenever enchanted creature is dealt damage, Binding Agony deals that much damage to that creature's controller.",MIR,"A crash of rhinos in my head\n—Femeref expression meaning\n""a severe head pain""",normal,3275,,,Common,Aura,Enchantment
Blighted Shaman,{1}{B},2,B,Ian Miller,,Creature — Human Cleric Shaman,"{T}, Sacrifice a Swamp: Target creature gets +1/+1 until end of turn.\n{T}, Sacrifice a creature: Target creature gets +2/+2 until end of turn.","MIR,6ED",,normal,3276,1,1,Uncommon,"Human,Cleric,Shaman",Creature
Blind Fury,{2}{R}{R},4,R,John Coulthart,,Instant,"All creatures lose trample until end of turn. If a creature would deal combat damage to a creature this turn, it deals double that damage to that creature instead.",MIR,"""Tell me . . . have you ever sung the Song of Blood?""\n—Purraj of Urborg",normal,3429,,,Uncommon,,Instant
Blinding Light,{2}{W},3,W,Hannibal King,,Sorcery,Tap all nonwhite creatures.,"MIR,POR,S99,INV","""My shield will bear a shining sun so you will always be with me. / Inlaid with gold, it will shine like glowing embers.""\n—""Love Song of Night and Day""",normal,3480,,,Uncommon,,Sorcery
Blistering Barrier,{2}{R},3,R,David Ho,,Creature — Wall,Defender (This creature can't attack.),MIR,"I live without food, stand without leg, wound without force, and am harder to fight than to kill. What am I?\n—Femeref riddle",normal,3430,5,2,Common,Wall,Creature
Bone Harvest,{2}{B},3,B,Greg Simanson,,Instant,Put any number of target creature cards from your graveyard on top of your library.\nDraw a card at the beginning of the next turn's upkeep.,"MIR,BTD","""Only fools believe they will face my armies but once.""\n—Kaervek",normal,3277,,,Common,,Instant
Bone Mask,{4},4,,D. Alexander Gregory,,Artifact,"{2}, {T}: The next time a source of your choice would deal damage to you this turn, prevent that damage. Exile cards from the top of your library equal to the damage prevented this way.",MIR,"""The protection offered comes at a price. How numerous are your kin?""\n—Purraj of Urborg",normal,3243,,,Rare,,Artifact
Boomerang,{U}{U},2,U,Richard Kane Ferguson,,Instant,Return target permanent to its owner's hand.,"LEG,CHR,MIR,5ED,6ED,7ED,8ED,9ED,pGTW,10E,ME3,DPA",A lie always returns; be careful how you catch it.,normal,3327,,,Common,,Instant
Breathstealer,{2}{B},3,B,Cliff Nielsen,,Creature — Nightstalker,{B}: Breathstealer gets +1/-1 until end of turn.,MIR,"""As a child, I slept with a cloth over my face, to hide from the spirits that might pull the air from my lungs.""\n—Mosi, Femeref weaver",normal,3278,2,2,Common,Nightstalker,Creature
Brushwagg,{1}{G}{G},3,G,Ian Miller,,Creature — Brushwagg,"Whenever Brushwagg blocks or becomes blocked, it gets -2/+2 until end of turn.",MIR,"""Defiantly, the young cyclops popped the brushwagg into his mouth. His cheeks suddenly puffed, his eye bulged, and he was forced to agree with his elder.""\n—Afari, Tales",normal,3377,3,2,Rare,Brushwagg,Creature
Builder's Bane,{X}{X}{R},1,R,Charles Gillespie,,Sorcery,Destroy X target artifacts. Builder's Bane deals damage to each player equal to the number of artifacts he or she controlled put into a graveyard this way.,MIR,There is only so much a person may be buried with.,normal,3431,,,Common,,Sorcery
Burning Palm Efreet,{2}{R}{R},4,R,Dermot Power,,Creature — Efreet,{1}{R}{R}: Burning Palm Efreet deals 2 damage to target creature with flying and that creature loses flying until end of turn.,MIR,Even the lion envies the lark.,normal,3432,2,2,Uncommon,Efreet,Creature
Burning Shield Askari,{2}{R},3,R,Dan Frazier,,Creature — Human Knight,"Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)\n{R}{R}: Burning Shield Askari gains first strike until end of turn.",MIR,"""Any day that I ride my horse up to my ankles in the remains of my enemies is a good day.""\n—Akin, seasoned askari",normal,3433,2,2,Common,"Human,Knight",Creature
Cadaverous Bloom,{3}{B}{G},5,"B,G",Alan Rabinowitz,,Enchantment,Exile a card from your hand: Add {B}{B} or {G}{G} to your mana pool.,MIR,"""It's filthy work, planting them.""\n—Kifimbo, Shadow Guildmage",normal,3529,,,Rare,,Enchantment
Cadaverous Knight,{2}{B},3,B,Dermot Power,,Creature — Zombie Knight,"Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)\n{1}{B}{B}: Regenerate Cadaverous Knight.","MIR,HOP",Grieve for the soul in death dishonored.\n—Shadow Guild saying,normal,3279,2,2,Common,"Zombie,Knight",Creature
Canopy Dragon,{4}{G}{G},6,G,Alan Rabinowitz,,Creature — Dragon,Trample\n{1}{G}: Canopy Dragon gains flying and loses trample until end of turn.,MIR,"""In the Mwonvuli you must divide your attention between what hangs overhead and what lies underfoot.""\n—Sidar Jabari",normal,3378,4,4,Rare,Dragon,Creature
Carrion,{1}{B}{B},3,B,Geofrey Darrow,,Instant,"As an additional cost to cast Carrion, sacrifice a creature.\nPut X 0/1 black Insect creature tokens onto the battlefield, where X is the sacrificed creature's power.",MIR,"King or herder, the maggots care not.",normal,3280,,,Rare,,Instant
Catacomb Dragon,{4}{B}{B},6,B,David O'Connor,,Creature — Dragon,"Flying\nWhenever Catacomb Dragon becomes blocked by a nonartifact, non-Dragon creature, that creature gets -X/-0 until end of turn, where X is half the creature's power, rounded down.",MIR,,normal,3281,4,4,Rare,Dragon,Creature
Celestial Dawn,{1}{W}{W},3,W,Liz Danforth,,Enchantment,"Lands you control are Plains.\nNonland cards you own that aren't on the battlefield, spells you control, and nonland permanents you control are white.\nYou may spend white mana as though it were mana of any color. You may spend other mana only as though it were colorless mana.","MIR,6ED,TSB",,normal,3481,,,Rare,,Enchantment
Cerulean Wyvern,{4}{U},5,U,Gerry Grace,,Creature — Drake,"Flying, protection from green",MIR,"""Once, a Quirion asked why I was so cautious when the day was clear. I told him of the sky-blue hide of the cerluean wyvern, and he offered me double if I could conjure a strong tailwind!""\n—Sisay, Captain of the Weatherlight",normal,3328,3,3,Uncommon,Drake,Creature
Chaos Charm,{R},1,R,Steve Luke,,Instant,Choose one —\n• Destroy target Wall.\n• Chaos Charm deals 1 damage to target creature.\n• Target creature gains haste until end of turn.,MIR,,normal,3434,,,Common,,Instant
Chaosphere,{2}{R},3,R,Steve Luke,,World Enchantment,Creatures with flying can block only creatures with flying.\nCreatures without flying have reach. (They can block creatures with flying.),MIR,"""I dance the nothing dance, / Feet in the air, knives in the ground.""\n—Femeref chant",normal,3435,,,Rare,,Enchantment
Charcoal Diamond,{2},2,B,Drew Tucker,,Artifact,Charcoal Diamond enters the battlefield tapped.\n{T}: Add {B} to your mana pool.,"MIR,6ED,7ED,C14",,normal,3244,,,Uncommon,,Artifact
Chariot of the Sun,{3},3,,Gerry Grace,,Artifact,"{2}, {T}: Until end of turn, target creature you control gains flying and has base toughness 1.",MIR,"""Sun follows Moon until she tires, then carries her until she's strong / and runs ahead of him again.""\n—""Love Song of Night and Day""",normal,3245,,,Uncommon,,Artifact
Choking Sands,{1}{B}{B},3,B,Roger Raupp,,Sorcery,"Destroy target non-Swamp land. If that land was nonbasic, Choking Sands deals 2 damage to the land's controller.","MIR,VMA","""The people wiped the sand from their eyes and cursed—and left the barren land to the hyenas and vipers.""\n—Afari, Tales",normal,3282,,,Common,,Sorcery
Cinder Cloud,{3}{R}{R},5,R,JOCK,,Instant,"Destroy target creature. If a white creature dies this way, Cinder Cloud deals damage to that creature's controller equal to the creature's power.",MIR,,normal,3436,,,Uncommon,,Instant
Circle of Despair,{1}{W}{B},3,"W,B",Scott M. Fischer,,Enchantment,"{1}, Sacrifice a creature: The next time a source of your choice would deal damage to target creature or player this turn, prevent that damage.",MIR,"""Life is a resource that should belong only to the strong.""\n—Shauku, Endbringer",normal,3530,,,Rare,,Enchantment
Civic Guildmage,{W},1,"W,G,U",Andrew Robinson,,Creature — Human Wizard,"{G}, {T}: Target creature gets +0/+1 until end of turn.\n{U}, {T}: Put target creature you control on top of its owner's library.",MIR,To condemn the innocent you must first condemn yourself.\n—Civic Guild maxim,normal,3482,1,1,Common,"Human,Wizard",Creature
Cloak of Invisibility,{U},1,U,John Coulthart,,Enchantment — Aura,"Enchant creature\nEnchanted creature has phasing and can't be blocked except by Walls. (It phases in or out before its controller untaps during each of his or her untap steps. While it's phased out, it's treated as though it doesn't exist.)",MIR,"""Useful . . . if you can find it.""\n—Pashad ibn Asim, Suq'Ata trader",normal,3329,,,Common,Aura,Enchantment
Consuming Ferocity,{1}{R},2,R,Scott Kirschner,,Enchantment — Aura,"Enchant non-Wall creature\nEnchanted creature gets +1/+0.\nAt the beginning of your upkeep, put a +1/+0 counter on enchanted creature. If that creature has three or more +1/+0 counters on it, it deals damage equal to its power to its controller, then destroy that creature and it can't be regenerated.",MIR,,normal,3437,,,Uncommon,Aura,Enchantment
Coral Fighters,{1}{U},2,U,Steve Luke,,Creature — Merfolk Soldier,"Whenever Coral Fighters attacks and isn't blocked, look at the top card of defending player's library. You may put that card on the bottom of that player's library.","MIR,DDI",,normal,3330,1,1,Uncommon,"Merfolk,Soldier",Creature
Crash of Rhinos,{6}{G}{G},8,G,Steve White,,Creature — Rhino,Trample,"MIR,BTD","Love is like a rhino, short-sighted and hasty; if it cannot find a way, it will make a way.\n—Femeref adage",normal,3379,8,4,Common,Rhino,Creature
Crimson Hellkite,{6}{R}{R}{R},9,R,Gerry Grace,,Creature — Dragon,"Flying\n{X}, {T}: Crimson Hellkite deals X damage to target creature. Spend only red mana on X.","MIR,6ED,7ED","""Dragonfire forged me a warrior.""\n—Rashida Scalebane",normal,3438,6,6,Rare,Dragon,Creature
Crimson Roc,{4}{R},5,R,Ian Miller,,Creature — Bird,"Flying\nWhenever Crimson Roc blocks a creature without flying, Crimson Roc gets +1/+0 and gains first strike until end of turn.",MIR,,normal,3439,2,2,Uncommon,Bird,Creature
Crypt Cobra,{3}{B},4,B,Ron Spencer,,Creature — Snake,"Whenever Crypt Cobra attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)",MIR,,normal,3283,3,3,Uncommon,Snake,Creature
Crystal Golem,{4},4,,Mike Dringenberg,,Artifact Creature — Golem,"At the beginning of your end step, Crystal Golem phases out. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",MIR,"""Once, a wealthy king commissioned an artificial creature to be crafted from the royal treasury, thinking it a clever ploy to have the jewels guard themselves.""\n—Azeworai, ""The Golem's Wish""",normal,3246,3,3,Uncommon,Golem,"Artifact,Creature"
Crystal Vein,,,,Pat Morrissey,,Land,"{T}: Add {C} to your mana pool.\n{T}, Sacrifice Crystal Vein: Add {C}{C} to your mana pool.","MIR,6ED,PD3,C14",,normal,3571,,,Uncommon,,Land
Cursed Totem,{2},2,,D. Alexander Gregory,,Artifact,Activated abilities of creatures can't be activated.,"MIR,6ED","Pass me from soul to soul / soldier to herder, herder to beast, beast to soil / until I am everywhere. / Then pass me those souls.\n—Totem inscription (translated)",normal,3247,,,Rare,,Artifact
Cycle of Life,{1}{G}{G},3,G,Chippy,,Enchantment,"Return Cycle of Life to its owner's hand: Target creature you cast this turn has base power and toughness 0/1 until your next upkeep. At the beginning of your next upkeep, put a +1/+1 counter on that creature.",MIR,Thus does nature assert herself.,normal,3380,,,Rare,,Enchantment
Daring Apprentice,{1}{U}{U},3,U,Kaja Foglio,,Creature — Human Wizard,"{T}, Sacrifice Daring Apprentice: Counter target spell.","MIR,6ED,7ED,8ED,9ED",In front of every great wizard is a doomed apprentice.,normal,3331,1,1,Rare,"Human,Wizard",Creature
Dark Banishing,{2}{B},3,B,Dermot Power,,Instant,Destroy target nonblack creature. It can't be regenerated.,"ICE,MIR,TMP,7ED,DKM,8ED,9ED,CST,ME2,DDC,DD3_DVD,TPR","""Femeref was guided by the wisdom of the Council of Voices. But in one terrible instant, they were slain, leaving Asmira as the sole voice of leadership.""\n—Hakim, Loreweaver",normal,3284,,,Common,,Instant
Dark Ritual,{B},1,B,John Coulthart,,Instant,Add {B}{B}{B} to your mana pool.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,MIR,ITP,5ED,TMP,pJGP,USG,MMQ,BRB,BTD,DKM,CST,DDC,HOP,DDE,ME4,V13,VMA,DD3_DVD,TPR","""The ceremony ended with a voice from the shadows, a voice with vast, ominous power.""\n—Kifimbo, Shadow Guildmage",normal,3285,,,Common,,Instant
Dazzling Beauty,{2}{W},3,W,Harold McNeill,,Instant,Cast Dazzling Beauty only during the declare blockers step.\nTarget unblocked attacking creature becomes blocked. (This spell works on creatures that can't be blocked.)\nDraw a card at the beginning of the next turn's upkeep.,MIR,,normal,3483,,,Common,,Instant
Decomposition,{1}{G},2,G,Drew Tucker,,Enchantment — Aura,"Enchant black creature\nEnchanted creature has ""Cumulative upkeep—Pay 1 life."" (At the beginning of its controller's upkeep, that player puts an age counter on it, then sacrifices it unless he or she pays its upkeep cost for each age counter on it.)\nWhen enchanted creature dies, its controller loses 2 life.",MIR,,normal,3381,,,Uncommon,Aura,Enchantment
Delirium,{1}{B}{R},3,"B,R",Terese Nielsen,,Instant,Cast Delirium only during an opponent's turn.\nTap target creature that player controls. That creature deals damage equal to its power to the player. Prevent all combat damage that would be dealt to and dealt by the creature this turn.,MIR,,normal,3531,,,Uncommon,,Instant
Dirtwater Wraith,{3}{B},4,B,Steve Luke,,Creature — Wraith,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)\n{B}: Dirtwater Wraith gets +1/+0 until end of turn.,MIR,"""The foul entities of the Uuserk swamp had never before dared to spread their influence to the very heart of Zhalfir.""\n—Hakim, Loreweaver",normal,3286,1,3,Common,Wraith,Creature
Discordant Spirit,{2}{B}{R},4,"B,R",Alan Rabinowitz,,Creature — Spirit,"At the beginning of each end step, if it's an opponent's turn, put a +1/+1 counter on Discordant Spirit for each 1 damage dealt to you this turn.\nAt the beginning of your end step, remove all +1/+1 counters from Discordant Spirit.",MIR,,normal,3532,2,2,Rare,Spirit,Creature
Disempower,{1}{W},2,W,John Matson,,Instant,Put target artifact or enchantment on top of its owner's library.,MIR,"""Mangara is gone. Who among you doubts that I have taken his power?""\n—Kaervek",normal,3484,,,Common,,Instant
Disenchant,{1}{W},2,W,Charles Gillespie,,Instant,Destroy target artifact or enchantment.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,pARL,MIR,5ED,TMP,USG,ATH,6ED,MMQ,BRB,pFNM,S00,7ED,pMPR,CST,TSB,ME2,ME3,TPR","""There are harsher ways to learn the meaning of the word ‘no.'""\n—Rashida Scalebane",normal,3485,,,Common,,Instant
Dissipate,{1}{U}{U},3,U,Richard Kane Ferguson,,Instant,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.","MIR,pFNM,ISD,DDJ,M15","""If you weren't born with it, you don't need it.""\n—Grahilah, former trader of Amiqat",normal,3332,,,Uncommon,,Instant
Divine Offering,{1}{W},2,W,Terese Nielsen,,Instant,Destroy target artifact. You gain life equal to its converted mana cost.,"LEG,CHR,MIR,5ED,ME4,MBS","""Suq'Ata believe in trade; Femeref, alms; Zhalfirins, steel. Be warned, Kaervek—now we are joined.""\n—Sidar Jabari",normal,3486,,,Common,,Instant
Divine Retribution,{1}{W},2,W,Charles Gillespie,,Instant,Divine Retribution deals damage to target attacking creature equal to the number of attacking creatures.,MIR,"""To the undiscerning eye, justice and vengeance can look the same.""\n—Rashida Scalebane",normal,3487,,,Rare,,Instant
Drain Life,{X}{1}{B},2,B,Richard Kane Ferguson,,Sorcery,"Spend only black mana on X.\nDrain Life deals X damage to target creature or player. You gain life equal to the damage dealt, but not more life than the player's life total before Drain Life dealt damage or the creature's toughness.","LEA,LEB,2ED,CED,CEI,3ED,4ED,MIR,5ED,pFNM,BTD",,normal,3287,,,Common,,Sorcery
Dread Specter,{3}{B},4,B,Kathryn Rathke,,Creature — Specter,"Whenever Dread Specter blocks or becomes blocked by a nonblack creature, destroy that creature at end of combat.",MIR,Whatever follows life is incurable.\n—Zhalfirin aphorism,normal,3288,2,2,Uncommon,Specter,Creature
Dream Cache,{2}{U},3,U,D. Alexander Gregory,,Sorcery,"Draw three cards, then put two cards from your hand both on top of your library or both on the bottom of your library.","MIR,TMP,6ED",Dreams' riches are easily spent.\n—Suq'Ata adage,normal,3333,,,Common,,Sorcery
Dream Fighter,{2}{U},3,U,Drew Tucker,,Creature — Human Soldier,"Whenever Dream Fighter blocks or becomes blocked by a creature, Dream Fighter and that creature phase out. (While they're phased out, they're treated as though they don't exist. Each one phases in before its controller untaps during his or her next untap step.)",MIR,Not only the sleeping should fear dreams.,normal,3334,1,1,Common,"Human,Soldier",Creature
Dwarven Miner,{1}{R},2,R,JOCK,,Creature — Dwarf,"{2}{R}, {T}: Destroy target nonbasic land.",MIR,"""Fetch the pestridder, Paka—we've got dwarves in the rutabagas!""\n—Jamul, Femeref farmer",normal,3440,1,2,Uncommon,Dwarf,Creature
Dwarven Nomad,{2}{R},3,R,Mike Kimble,,Creature — Dwarf Nomad,{T}: Target creature with power 2 or less can't be blocked this turn.,MIR,A dwarf's life belongs as much to the land as to the dwarf.\n—Creed of the Stonethrow Clan,normal,3441,1,1,Common,"Dwarf,Nomad",Creature
Early Harvest,{1}{G}{G},3,G,Janine Johnston,,Instant,Target player untaps all basic lands he or she controls.,"MIR,6ED,7ED,9ED","""Tonight we'll eat a farewell feast. Cold corn porridge is not enough. / Let's peel papayas, pineapples, and mangoes, drink coconut milk, / and bake bananas.""\n—""Love Song of Night and Day""",normal,3382,,,Rare,,Instant
Ebony Charm,{B},1,B,Gerry Grace,,Instant,Choose one —\n• Target opponent loses 1 life and you gain 1 life.\n• Exile up to three target cards from a single graveyard.\n• Target creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.),MIR,,normal,3289,,,Common,,Instant
Ekundu Cyclops,{3}{R},4,R,Robert Bliss,,Creature — Cyclops,"If a creature you control attacks, Ekundu Cyclops also attacks if able.",MIR,"""Big one I,\nOne big eye.\nOne-eye see\nTwo-eye die!""\n—Traditional cyclops chant",normal,3442,3,4,Common,Cyclops,Creature
Ekundu Griffin,{3}{W},4,W,David A. Cherry,,Creature — Griffin,"Flying, first strike","MIR,6ED","""My goat was a small price to pay for the chance to see the hunting griffin dive and seize it.""\n—Pashad ibn Asim, Suq'Ata trader",normal,3488,2,2,Common,Griffin,Creature
Elixir of Vitality,{4},4,,Douglas Shuler,,Artifact,"Elixir of Vitality enters the battlefield tapped.\n{T}, Sacrifice Elixir of Vitality: You gain 4 life.\n{8}, {T}, Sacrifice Elixir of Vitality: You gain 8 life.",MIR,"""Eternal life or your money back.""\n—Unnamed Suq'Ata merchant, deceased",normal,3248,,,Uncommon,,Artifact
Emberwilde Caliph,{2}{U}{R},4,"U,R",Jennifer Law,,Creature — Djinn,"Flying, trample\nEmberwilde Caliph attacks each turn if able.\nWhenever Emberwilde Caliph deals damage, you lose that much life.",MIR,The fire breathes while the air burns.,normal,3533,4,4,Rare,Djinn,Creature
Emberwilde Djinn,{2}{R}{R},4,R,Mike Dringenberg,,Creature — Djinn,"Flying\nAt the beginning of each player's upkeep, that player may pay {R}{R} or 2 life. If he or she does, the player gains control of Emberwilde Djinn.",MIR,A hefty price is no guarantee of quality merchandise.,normal,3443,5,4,Rare,Djinn,Creature
Energy Bolt,{X}{R}{W},2,"W,R",Scott Kirschner,,Sorcery,Choose one —\n• Energy Bolt deals X damage to target player.\n• Target player gains X life.,MIR,Life and death are two faces of the same coin.,normal,3534,,,Rare,,Sorcery
Energy Vortex,{3}{U}{U},5,U,Tom Wänerstrand,,Enchantment,"As Energy Vortex enters the battlefield, choose an opponent.\nAt the beginning of your upkeep, remove all energy counters from Energy Vortex.\nAt the beginning of the chosen player's upkeep, Energy Vortex deals 3 damage to that player unless he or she pays {1} for each energy counter on Energy Vortex.\n{X}: Put X energy counters on Energy Vortex. Activate this ability only during your upkeep.",MIR,,normal,3335,,,Rare,,Enchantment
Enfeeblement,{B}{B},2,B,John Bolton,,Enchantment — Aura,Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nEnchanted creature gets -2/-2.,"MIR,TMP,6ED,9ED","""If it is weak, either kill it or ignore it. Anything else honors it.""\n—Kaervek",normal,3290,,,Common,Aura,Enchantment
