name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Cephalid Aristocrat,{4}{U},5,U,Rob Alexander,27,Creature — Cephalid,"Whenever Cephalid Aristocrat becomes the target of a spell or ability, put the top two cards of your library into your graveyard.",TOR,It's easy to tell the difference between the devious cephalids and the trustworthy ones. The trustworthy ones are dead.,normal,29708,3,3,Common,Cephalid,Creature
Cephalid Illusionist,{1}{U},2,U,Pete Venters,28,Creature — Cephalid Wizard,"Whenever Cephalid Illusionist becomes the target of a spell or ability, put the top three cards of your library into your graveyard.\n{2}{U}, {T}: Prevent all combat damage that would be dealt to and dealt by target creature you control this turn.",TOR,,normal,34776,1,1,Uncommon,"Cephalid,Wizard",Creature
Cephalid Sage,{3}{U},4,U,Keith Garletts,29,Creature — Cephalid,"Threshold — As long as seven or more cards are in your graveyard, Cephalid Sage has ""When Cephalid Sage enters the battlefield, draw three cards, then discard two cards.""","TOR,EMA",,normal,33690,2,3,Uncommon,Cephalid,Creature
Cephalid Snitch,{1}{U},2,U,Jerry Tiritilli,30,Creature — Cephalid Wizard,Sacrifice Cephalid Snitch: Target creature loses protection from black until end of turn.,TOR,The cautious are wary of their enemies. The wise are also wary of their friends.,normal,31840,1,1,Common,"Cephalid,Wizard",Creature
Cephalid Vandal,{1}{U},2,U,Alex Horley-Orlandelli,31,Creature — Cephalid Rogue,"At the beginning of your upkeep, put a shred counter on Cephalid Vandal. Then put the top card of your library into your graveyard for each shred counter on Cephalid Vandal.",TOR,,normal,36034,1,1,Rare,"Cephalid,Rogue",Creature
Churning Eddy,{3}{U},4,U,Thomas M. Baxa,32,Sorcery,Return target creature and target land to their owners' hands.,TOR,"""Magic is like the tide—both ebb, both flow, and both serve my whims.""\n—Empress Llawan",normal,29720,,,Common,,Sorcery
Circular Logic,{2}{U},3,U,Anthony S. Waters,33,Instant,"Counter target spell unless its controller pays {1} for each card in your graveyard.\nMadness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","pFNM,TOR,VMA",,normal,34368,,,Uncommon,,Instant
Compulsion,{1}{U},2,U,Christopher Moeller,34,Enchantment,"{1}{U}, Discard a card: Draw a card.\n{1}{U}, Sacrifice Compulsion: Draw a card.",TOR,,normal,34473,,,Uncommon,,Enchantment
Coral Net,{U},1,U,Roger Raupp,35,Enchantment — Aura,"Enchant green or white creature\nEnchanted creature has ""At the beginning of your upkeep, sacrifice this creature unless you discard a card.""",TOR,,normal,19696,,,Common,Aura,Enchantment
Deep Analysis,{3}{U},4,U,Daren Bader,36,Sorcery,"Target player draws two cards.\nFlashback—{1}{U}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)","pFNM,TOR,DDH,C13,VMA,EMA","""The specimen seems to be broken.""",normal,32237,,,Common,,Sorcery
False Memories,{1}{U},2,U,Ron Spencer,37,Instant,"Put the top seven cards of your library into your graveyard. At the beginning of the next end step, exile seven cards from your graveyard.",TOR,"""My enemies will forget everything but their anguish.""\n—Ambassador Laquatus",normal,5598,,,Rare,,Instant
Ghostly Wings,{1}{U},2,U,David Martin,38,Enchantment — Aura,Enchant creature\nEnchanted creature gets +1/+1 and has flying.\nDiscard a card: Return enchanted creature to its owner's hand.,"TOR,SOI",,normal,32235,,,Common,Aura,Enchantment
Hydromorph Guardian,{2}{U},3,U,Glen Angus,39,Creature — Elemental,"{U}, Sacrifice Hydromorph Guardian: Counter target spell that targets one or more creatures you control.",TOR,In front of every strong leader is a pool of loyal bodyguards.,normal,33627,2,2,Common,Elemental,Creature
Hydromorph Gull,{3}{U}{U},5,U,Arnie Swekel,40,Creature — Elemental Bird,"Flying\n{U}, Sacrifice Hydromorph Gull: Counter target spell that targets one or more creatures you control.",TOR,"""The only kind of water that should fly through the air is rain.""\n—Kamahl, pit fighter",normal,29719,3,3,Uncommon,"Elemental,Bird",Creature
Liquify,{2}{U},3,U,Ron Spencer,41,Instant,"Counter target spell with converted mana cost 3 or less. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",TOR,,normal,34756,,,Common,,Instant
"Llawan, Cephalid Empress",{3}{U},4,U,Mark Zug,42,Legendary Creature — Cephalid,"When Llawan, Cephalid Empress enters the battlefield, return all blue creatures your opponents control to their owners' hands.\nYour opponents can't cast blue creature spells.",TOR,,normal,27175,2,3,Rare,Cephalid,Creature
Obsessive Search,{U},1,U,Jim Nelson,43,Instant,"Draw a card.\nMadness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","TOR,VMA",The question strained his sanity. The answer snapped it in half.,normal,29721,,,Common,,Instant
Plagiarize,{3}{U},4,U,Ben Thompson,44,Instant,"Until end of turn, if target player would draw a card, instead that player skips that draw and you draw a card.","TOR,9ED,10E","""Are you thinking what I'm thinking?""",normal,29824,,,Rare,,Instant
Possessed Aven,{2}{U}{U},4,"U,B",Scott M. Fischer,45,Creature — Bird Soldier Horror,"Flying\nThreshold — As long as seven or more cards are in your graveyard, Possessed Aven gets +1/+1, is black, and has ""{2}{B}, {T}: Destroy target blue creature.""",TOR,,normal,30658,3,3,Rare,"Bird,Soldier,Horror",Creature
Retraced Image,{U},1,U,Greg Staples,46,Sorcery,"Reveal a card in your hand, then put that card onto the battlefield if it has the same name as a permanent.",TOR,"An army from a soldier, a flock from a bird, a school from a fish . . . a profit from an atrocity.",normal,33698,,,Rare,,Sorcery
Skywing Aven,{2}{U},3,U,Matt Cavotta,47,Creature — Bird Soldier,Flying\nDiscard a card: Return Skywing Aven to its owner's hand.,"TOR,VMA","""I am as the wind that bears me: harsh yet gentle, fleeting yet ever-present. Together we fly beyond imagination.""",normal,29713,2,1,Common,"Bird,Soldier",Creature
Stupefying Touch,{1}{U},2,U,Bradley Williams,48,Enchantment — Aura,"Enchant creature\nWhen Stupefying Touch enters the battlefield, draw a card.\nEnchanted creature's activated abilities can't be activated.","TOR,EMA",Just because your eyes are open doesn't mean you're awake.,normal,36415,,,Uncommon,Aura,Enchantment
Turbulent Dreams,{U}{U},2,U,Wayne England,49,Sorcery,"As an additional cost to cast Turbulent Dreams, discard X cards.\nReturn X target nonland permanents to their owners' hands.",TOR,Laquatus dreams of seizing control.,normal,29827,,,Rare,,Sorcery
Boneshard Slasher,{1}{B},2,B,Ron Spencer,50,Creature — Horror,"Flying\nThreshold — As long as seven or more cards are in your graveyard, Boneshard Slasher gets +2/+2 and has ""When Boneshard Slasher becomes the target of a spell or ability, sacrifice it.""",TOR,,normal,32225,1,1,Uncommon,Horror,Creature
Cabal Ritual,{1}{B},2,B,Greg & Tim Hildebrandt,51,Instant,Add {B}{B}{B} to your mana pool.\nThreshold — Add {B}{B}{B}{B}{B} to your mana pool instead if seven or more cards are in your graveyard.,"TOR,VMA","""Each syllable chills your veins. Each word rattles your mind.""\n—Cabal Patriarch",normal,30564,,,Common,,Instant
Cabal Surgeon,{2}{B}{B},4,B,Donato Giancola,52,Creature — Human Minion,"{2}{B}{B}, {T}, Exile two cards from your graveyard: Return target creature card from your graveyard to your hand.",TOR,"""Clerics give up when their patients die. Can I help it if I'm more compassionate?""",normal,32224,2,1,Common,"Human,Minion",Creature
Cabal Torturer,{1}{B}{B},3,B,Pete Venters,53,Creature — Human Minion,"{B}, {T}: Target creature gets -1/-1 until end of turn.\nThreshold — {3}{B}{B}, {T}: Target creature gets -2/-2 until end of turn. Activate this ability only if seven or more cards are in your graveyard.",TOR,,normal,32226,1,1,Common,"Human,Minion",Creature
Carrion Rats,{B},1,B,"Edward P. Beard, Jr.",54,Creature — Rat,"Whenever Carrion Rats attacks or blocks, any player may exile a card from his or her graveyard. If a player does, Carrion Rats assigns no combat damage this turn.",TOR,"""Just what I need—more competition.""\n—Cabal grave robber",normal,26279,2,1,Common,Rat,Creature
Carrion Wurm,{3}{B}{B},5,B,Glen Angus,55,Creature — Zombie Wurm,"Whenever Carrion Wurm attacks or blocks, any player may exile three cards from his or her graveyard. If a player does, Carrion Wurm assigns no combat damage this turn.",TOR,"Since it eats only carrion, sometimes it needs to make some from scratch.",normal,26449,6,5,Uncommon,"Zombie,Wurm",Creature
"Chainer, Dementia Master",{3}{B}{B},5,B,Mark Zug,56,Legendary Creature — Human Minion,"Nightmare creatures get +1/+1.\n{B}{B}{B}, Pay 3 life: Put target creature card from a graveyard onto the battlefield under your control. That creature is black and is a Nightmare in addition to its other creature types.\nWhen Chainer, Dementia Master leaves the battlefield, exile all Nightmares.",TOR,,normal,32916,3,3,Rare,"Human,Minion",Creature
Chainer's Edict,{1}{B},2,B,Ben Thompson,57,Sorcery,Target player sacrifices a creature.\nFlashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.),"pFNM,TOR,V13,VMA",The pits have their own form of mercy.,normal,29603,,,Uncommon,,Sorcery
Crippling Fatigue,{1}{B}{B},3,B,Heather Hudson,58,Sorcery,"Target creature gets -2/-2 until end of turn.\nFlashback—{1}{B}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)",TOR,,normal,34225,,,Common,,Sorcery
Dawn of the Dead,{2}{B}{B}{B},5,B,Pete Venters,59,Enchantment,"At the beginning of your upkeep, you lose 1 life.\nAt the beginning of your upkeep, you may return target creature card from your graveyard to the battlefield. That creature gains haste until end of turn. Exile it at the beginning of the next end step.",TOR,,normal,35924,,,Rare,,Enchantment
Faceless Butcher,{2}{B}{B},4,B,Daren Bader,60,Creature — Nightmare Horror,"When Faceless Butcher enters the battlefield, exile target creature other than Faceless Butcher.\nWhen Faceless Butcher leaves the battlefield, return the exiled card to the battlefield under its owner's control.","TOR,TSB,PD3",,normal,29739,2,3,Common,"Nightmare,Horror",Creature
Gloomdrifter,{3}{B},4,B,Adam Rex,61,Creature — Zombie Minion,"Flying\nThreshold — As long as seven or more cards are in your graveyard, Gloomdrifter has ""When Gloomdrifter enters the battlefield, nonblack creatures get -2/-2 until end of turn.""",TOR,,normal,12405,2,2,Uncommon,"Zombie,Minion",Creature
Gravegouger,{2}{B},3,B,Daren Bader,62,Creature — Nightmare Horror,"When Gravegouger enters the battlefield, exile up to two target cards from a single graveyard.\nWhen Gravegouger leaves the battlefield, return the exiled cards to their owner's graveyard.",TOR,,normal,32210,2,2,Common,"Nightmare,Horror",Creature
Grotesque Hybrid,{4}{B},5,B,Terese Nielsen,63,Creature — Zombie,"Whenever Grotesque Hybrid deals combat damage to a creature, destroy that creature. It can't be regenerated.\nDiscard a card: Grotesque Hybrid gains flying and protection from green and from white until end of turn.",TOR,,normal,32222,3,3,Uncommon,Zombie,Creature
Hypnox,{8}{B}{B}{B},11,B,Greg Staples,64,Creature — Nightmare Horror,"Flying\nWhen Hypnox enters the battlefield, if you cast it from your hand, exile all cards from target opponent's hand.\nWhen Hypnox leaves the battlefield, return the exiled cards to their owner's hand.",TOR,,normal,31831,8,8,Rare,"Nightmare,Horror",Creature
Ichorid,{3}{B},4,B,rk post,65,Creature — Horror,"Haste\nAt the beginning of the end step, sacrifice Ichorid.\nAt the beginning of your upkeep, if Ichorid is in your graveyard, you may exile a black creature card other than Ichorid from your graveyard. If you do, return Ichorid to the battlefield.","TOR,VMA,EMA",,normal,35923,3,1,Rare,Horror,Creature
Insidious Dreams,{3}{B},4,B,John Avon,66,Instant,"As an additional cost to cast Insidious Dreams, discard X cards.\nSearch your library for X cards. Then shuffle your library and put those cards on top of it in any order.",TOR,Chainer dreams of ultimate knowledge.,normal,29825,,,Rare,,Instant
Laquatus's Champion,{4}{B}{B},6,B,Greg Staples,67,Creature — Nightmare Horror,"When Laquatus's Champion enters the battlefield, target player loses 6 life.\nWhen Laquatus's Champion leaves the battlefield, that player gains 6 life.\n{B}: Regenerate Laquatus's Champion.","pPRE,TOR,VMA",Chainer's dark gift to a darker soul.,normal,31869,6,3,Rare,"Nightmare,Horror",Creature
Last Laugh,{2}{B}{B},4,B,John Matson,68,Enchantment,"Whenever a permanent other than Last Laugh is put into a graveyard from the battlefield, Last Laugh deals 1 damage to each creature and each player.\nWhen no creatures are on the battlefield, sacrifice Last Laugh.",TOR,,normal,34467,,,Rare,,Enchantment
Mesmeric Fiend,{1}{B},2,B,Dana Knutson,69,Creature — Nightmare Horror,"When Mesmeric Fiend enters the battlefield, target opponent reveals his or her hand and you choose a nonland card from it. Exile that card.\nWhen Mesmeric Fiend leaves the battlefield, return the exiled card to its owner's hand.","TOR,DDK,VMA",,normal,32211,1,1,Common,"Nightmare,Horror",Creature
Mind Sludge,{4}{B},5,B,Eric Peterson,70,Sorcery,Target player discards a card for each Swamp you control.,"TOR,8ED,ZEN","When you get into the swamp, the swamp gets into you.",normal,26432,,,Uncommon,,Sorcery
Mortal Combat,{2}{B}{B},4,B,Mike Ploog,71,Enchantment,"At the beginning of your upkeep, if twenty or more creature cards are in your graveyard, you win the game.","TOR,10E","The crowd roared, the fighters bled, and the dead piled high in the pits. Only the Cabal could win.",normal,29960,,,Rare,,Enchantment
Mortiphobia,{1}{B}{B},3,B,Christopher Moeller,72,Enchantment,"{1}{B}, Discard a card: Exile target card from a graveyard.\n{1}{B}, Sacrifice Mortiphobia: Exile target card from a graveyard.",TOR,,normal,36433,,,Uncommon,,Enchantment
Mutilate,{2}{B}{B},4,B,Eric Peterson,73,Sorcery,All creatures get -1/-1 until end of turn for each Swamp you control.,"TOR,DDD,M13,C14,DD3_GVL","""They appreciate my handiwork. I hear their joy in every scream.""\n—Chainer, dementia master",normal,35194,,,Rare,,Sorcery
Nantuko Shade,{B}{B},2,B,Brian Snõddy,74,Creature — Insect Shade,{B}: Nantuko Shade gets +1/+1 until end of turn.,"TOR,M11,C14","""If the Nantuko only knew what awaits them beyond death, they would abandon all they hold dear.""\n—Cabal Patriarch",normal,35053,2,1,Rare,"Insect,Shade",Creature
Organ Grinder,{2}{B},3,B,Adam Rex,75,Creature — Zombie,"{T}, Exile three cards from your graveyard: Target player loses 3 life.",TOR,It knows what makes you tick. It knows how to make the ticking stop.,normal,32238,3,1,Common,Zombie,Creature
Psychotic Haze,{2}{B}{B},4,B,Alex Horley-Orlandelli,76,Instant,"Psychotic Haze deals 1 damage to each creature and each player.\nMadness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",TOR,,normal,33691,,,Common,,Instant
Putrid Imp,{B},1,B,Wayne England,77,Creature — Zombie Imp,"Discard a card: Putrid Imp gains flying until end of turn.\nThreshold — As long as seven or more cards are in your graveyard, Putrid Imp gets +1/+1 and can't block.","TOR,PD3,VMA",,normal,34470,1,1,Common,"Zombie,Imp",Creature
Rancid Earth,{1}{B}{B},3,B,Ciruelo,78,Sorcery,"Destroy target land.\nThreshold — If seven or more cards are in your graveyard, instead destroy that land and Rancid Earth deals 1 damage to each creature and each player.",TOR,,normal,31598,,,Common,,Sorcery
Restless Dreams,{B},1,B,John Matson,79,Sorcery,"As an additional cost to cast Restless Dreams, discard X cards.\nReturn X target creature cards from your graveyard to your hand.",TOR,Braids dreams of dark rebirth.,normal,29908,,,Common,,Sorcery
Sengir Vampire,{3}{B}{B},5,B,Kev Walker,80,Creature — Vampire,"Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.","LEA,LEB,2ED,CED,CEI,3ED,4ED,BRB,BTD,TOR,9ED,10E,DPA,ME4,M12,DDK,M14,M15,ORI,W16","Empires rise and fall, but evil is eternal.",normal,35086,4,4,Rare,Vampire,Creature
Shade's Form,{1}{B}{B},3,B,Clyde Caldwell,81,Enchantment — Aura,"Enchant creature\nEnchanted creature has ""{B}: This creature gets +1/+1 until end of turn.""\nWhen enchanted creature dies, return that card to the battlefield under your control.",TOR,,normal,23043,,,Common,Aura,Enchantment
Shambling Swarm,{1}{B}{B}{B},4,B,Arnie Swekel,82,Creature — Horror,"When Shambling Swarm dies, distribute three -1/-1 counters among one, two, or three target creatures. For each -1/-1 counter you put on a creature this way, remove a -1/-1 counter from that creature at the beginning of the next end step.",TOR,"Chainer's madness personified, it exists only to slaughter the innocent.",normal,31822,3,3,Rare,Horror,Creature
Sickening Dreams,{1}{B},2,B,Scott M. Fischer,83,Sorcery,"As an additional cost to cast Sickening Dreams, discard X cards.\nSickening Dreams deals X damage to each creature and each player.","TOR,PD3",The Patriarch dreams of vile plague.,normal,35063,,,Uncommon,,Sorcery
Slithery Stalker,{1}{B}{B},3,B,John Avon,84,Creature — Nightmare Horror,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)\nWhen Slithery Stalker enters the battlefield, exile target green or white creature an opponent controls.\nWhen Slithery Stalker leaves the battlefield, return the exiled card to the battlefield under its owner's control.",TOR,,normal,31833,1,1,Uncommon,"Nightmare,Horror",Creature
Soul Scourge,{4}{B},5,B,Carl Critchlow,85,Creature — Nightmare Horror,"Flying\nWhen Soul Scourge enters the battlefield, target player loses 3 life.\nWhen Soul Scourge leaves the battlefield, that player gains 3 life.",TOR,,normal,29731,3,2,Common,"Nightmare,Horror",Creature
Strength of Lunacy,{1}{B},2,B,Greg & Tim Hildebrandt,86,Enchantment — Aura,"Enchant creature\nEnchanted creature gets +2/+1 and has protection from white.\nMadness {B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",TOR,Don't confuse lunacy with courage.,normal,34222,,,Uncommon,Aura,Enchantment
Unhinge,{2}{B},3,B,Keith Garletts,87,Sorcery,Target player discards a card.\nDraw a card.,TOR,"""Don't let your mind wander—it might not come back.""\n—Braids, dementia summoner",normal,35922,,,Common,,Sorcery
Waste Away,{4}{B},5,B,Alan Pollack,88,Instant,"As an additional cost to cast Waste Away, discard a card.\nTarget creature gets -5/-5 until end of turn.",TOR,Chainer's insanity touched nearly every living thing—including viruses.,normal,32133,,,Common,,Instant
Zombie Trailblazer,{B}{B}{B},3,B,Brian Snõddy,89,Creature — Zombie Scout,Tap an untapped Zombie you control: Target land becomes a Swamp until end of turn.\nTap an untapped Zombie you control: Target creature gains swampwalk until end of turn. (It can't be blocked as long as defending player controls a Swamp.),TOR,Some zombies are natural-reborn leaders.,normal,34819,2,2,Uncommon,"Zombie,Scout",Creature
Accelerate,{1}{R},2,R,Gary Ruddell,90,Instant,Target creature gains haste until end of turn.\nDraw a card.,TOR,"""I've seen lightning move slower.""\n—Nomad sentry",normal,29857,,,Common,,Instant
Balthor the Stout,{1}{R}{R},3,R,Ron Spears,91,Legendary Creature — Dwarf Barbarian,Other Barbarian creatures get +1/+1.\n{R}: Another target Barbarian creature gets +1/+0 until end of turn.,TOR,"""I like to think of him as concentrated barbarian.""\n—Kamahl, pit fighter",normal,19553,2,2,Rare,"Dwarf,Barbarian",Creature
Barbarian Outcast,{1}{R},2,R,Mark Tedin,92,Creature — Human Barbarian Beast,"When you control no Swamps, sacrifice Barbarian Outcast.",TOR,"""We offer power to anyone willing to take it. Sadly, few are unburdened enough by their prejudices to accept.""\n—Cabal surgeon",normal,26726,2,2,Common,"Human,Barbarian,Beast",Creature
Crackling Club,{R},1,R,Mike Ploog,93,Enchantment — Aura,Enchant creature\nEnchanted creature gets +1/+0.\nSacrifice Crackling Club: Crackling Club deals 1 damage to target creature.,TOR,It adds injury to injury.,normal,34278,,,Common,Aura,Enchantment
Crazed Firecat,{5}{R}{R},7,R,Ron Spears,94,Creature — Elemental Cat,"When Crazed Firecat enters the battlefield, flip a coin until you lose a flip. Put a +1/+1 counter on Crazed Firecat for each flip you win.",TOR,"""The longer it's caged, the madder it gets.""\n—Firecat handler",normal,29754,4,4,Uncommon,"Elemental,Cat",Creature
Devastating Dreams,{R}{R},2,R,Tony Szczudlo,95,Sorcery,"As an additional cost to cast Devastating Dreams, discard X cards at random.\nEach player sacrifices X lands. Devastating Dreams deals X damage to each creature.",TOR,Kamahl dreams of storms of fire.,normal,30561,,,Rare,,Sorcery
Enslaved Dwarf,{R},1,R,Terese Nielsen,96,Creature — Dwarf,"{R}, Sacrifice Enslaved Dwarf: Target black creature gets +1/+0 and gains first strike until end of turn.",TOR,"Captive dwarves always regain their freedom, either through escape or through a desperate, fiery death.",normal,32917,1,1,Common,Dwarf,Creature
Fiery Temper,{1}{R}{R},3,R,Greg & Tim Hildebrandt,97,Instant,"Fiery Temper deals 3 damage to target creature or player.\nMadness {R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","TOR,pGTW,TSB,SOI",,normal,32918,,,Common,,Instant
Flaming Gambit,{X}{R},1,R,Donato Giancola,98,Instant,Flaming Gambit deals X damage to target player. That player may choose a creature he or she controls and have Flaming Gambit deal that damage to it instead.\nFlashback {X}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.),TOR,,normal,32921,,,Uncommon,,Instant
