name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Extractor Demon,{4}{B}{B},6,B,Carl Critchlow,44,Creature — Demon,"Flying\nWhenever another creature leaves the battlefield, you may have target player put the top two cards of his or her library into his or her graveyard.\nUnearth {2}{B} ({2}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)","CON,ARC,CMD,C15",,normal,189082,5,5,Rare,Demon,Creature
Fleshformer,{2}{B},3,"B,W,U,R,G",Dave Kendall,45,Creature — Human Wizard,{W}{U}{B}{R}{G}: Fleshformer gets +2/+2 and gains fear until end of turn. Target creature gets -2/-2 until end of turn. Activate this ability only during your turn. (A creature with fear can't be blocked except by artifact creatures and/or black creatures.),CON,Necromancers who discovered the new sources of mana were quick to dream up new nightmares with them.,normal,179884,2,2,Uncommon,"Human,Wizard",Creature
Grixis Slavedriver,{5}{B},6,B,Dave Kendall,46,Creature — Zombie Giant,"When Grixis Slavedriver leaves the battlefield, put a 2/2 black Zombie creature token onto the battlefield.\nUnearth {3}{B} ({3}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",CON,,normal,179804,4,4,Uncommon,"Zombie,Giant",Creature
Infectious Horror,{3}{B},4,B,Pete Venters,47,Creature — Zombie Horror,"Whenever Infectious Horror attacks, each opponent loses 2 life.","CON,ARC,CNS",Not once in the history of Grixis has anyone died of old age.,normal,157732,2,2,Common,"Zombie,Horror",Creature
Kederekt Parasite,{B},1,B,Dan Scott,48,Creature — Horror,"Whenever an opponent draws a card, if you control a red permanent, you may have Kederekt Parasite deal 1 damage to that player.",CON,"When the smell of passing thoughts piques its hunger, its maw becomes primed with acid and a taste for brains.",normal,189080,1,1,Rare,Horror,Creature
Nyxathid,{1}{B}{B},3,B,Raymond Swanland,49,Creature — Elemental,"As Nyxathid enters the battlefield, choose an opponent.\nNyxathid gets -1/-1 for each card in the chosen player's hand.",CON,"Born of volcanic forces, it thrives on the absolute panic it inspires.",normal,186616,7,7,Rare,Elemental,Creature
Pestilent Kathari,{2}{B},3,"B,R",Dave Kendall,50,Creature — Bird Warrior,Flying\nDeathtouch (Any amount of damage this deals to a creature is enough to destroy it.)\n{2}{R}: Pestilent Kathari gains first strike until end of turn.,CON,,normal,179518,1,1,Common,"Bird,Warrior",Creature
Rotting Rats,{1}{B},2,B,Dave Allsop,51,Creature — Zombie Rat,"When Rotting Rats enters the battlefield, each player discards a card.\nUnearth {1}{B} ({1}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)","CON,HOP",,normal,150833,1,1,Common,"Zombie,Rat",Creature
Salvage Slasher,{1}{B},2,B,Anthony Francisco,52,Artifact Creature — Human Rogue,Salvage Slasher gets +1/+0 for each artifact card in your graveyard.,CON,Esper artificers never imagined that one day their scraps would be pressed against their soft and fragile throats.,normal,179254,1,1,Common,"Human,Rogue","Artifact,Creature"
Scepter of Fugue,{B}{B},2,B,Franz Vohwinkel,53,Artifact,"{1}{B}, {T}: Target player discards a card. Activate this ability only during your turn.",CON,"One goes to Tidehollow either to forget or to be forgotten. Either way, the scullers will oblige.",normal,189084,,,Rare,,Artifact
Sedraxis Alchemist,{2}{B},3,B,Karl Kopinski,54,Creature — Zombie Wizard,"When Sedraxis Alchemist enters the battlefield, if you control a blue permanent, return target nonland permanent to its owner's hand.",CON,The problem with a liquid that can dissolve anything is finding something to carry it in.,normal,182306,2,2,Common,"Zombie,Wizard",Creature
Voices from the Void,{4}{B},5,B,rk post,55,Sorcery,Domain — Target player discards a card for each basic land type among lands you control.,CON,"As Grixis collided with the rest of Alara, the worlds began to hear the hateful whispers of the forgotten dead.",normal,150847,,,Uncommon,,Sorcery
Wretched Banquet,{B},1,B,Nils Hamm,56,Sorcery,Destroy target creature if it has the least power or is tied for least power among creatures on the battlefield.,CON,"""The meek inherit nothing.""\n—Sedris, the Traitor King",normal,174907,,,Common,,Sorcery
Yoke of the Damned,{1}{B},2,B,Paul Bonner,57,Enchantment — Aura,"Enchant creature\nWhen a creature dies, destroy enchanted creature.","CON,DDJ","The demon's yoke is part leash, part noose.",normal,179891,,,Common,Aura,Enchantment
Banefire,{X}{R},1,R,Raymond Swanland,58,Sorcery,"Banefire deals X damage to target creature or player.\nIf X is 5 or more, Banefire can't be countered by spells or abilities and the damage can't be prevented.","CON,DPA,DDN,MM2","For Sarkhan Vol, the dragon is the purest expression of life's savage splendor.",normal,186613,,,Rare,,Sorcery
Bloodhall Ooze,{R},1,R,Jaime Jones,59,Creature — Ooze,"At the beginning of your upkeep, if you control a black permanent, you may put a +1/+1 counter on Bloodhall Ooze.\nAt the beginning of your upkeep, if you control a green permanent, you may put a +1/+1 counter on Bloodhall Ooze.",CON,A drop of blood spilled from the first dragon.,normal,159610,1,1,Rare,Ooze,Creature
Canyon Minotaur,{3}{R},4,R,Steve Prescott,60,Creature — Minotaur Warrior,,"CON,M10,M11,M13,M14","On Jund, the deep canyons were the best places to hide. When the goblins wandered into Naya, they found that was not so true.",normal,184994,3,3,Common,"Minotaur,Warrior",Creature
Dark Temper,{2}{R},3,R,Jaime Jones,61,Instant,"Dark Temper deals 2 damage to target creature. If you control a black permanent, destroy the creature instead.",CON,"When you've got the temperament of a dragon, every argument is one you'll win.",normal,185143,,,Common,,Instant
Dragonsoul Knight,{2}{R},3,"R,W,U,B,G",Justin Sweet,62,Creature — Human Knight,"First strike\n{W}{U}{B}{R}{G}: Until end of turn, Dragonsoul Knight becomes a Dragon, gets +5/+3, and gains flying and trample.","CON,MM2","The farther he roamed from Jund and its dragons, the more he felt their essence in himself.",normal,186392,2,2,Uncommon,"Human,Knight",Creature
Fiery Fall,{5}{R},6,R,Daarken,63,Instant,"Fiery Fall deals 5 damage to target creature.\nBasic landcycling {1}{R} ({1}{R}, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)","CON,DDG,PC2,MMA,DDN,MM2",Jund feasts on the unprepared.,normal,179519,,,Common,,Instant
Goblin Razerunners,{2}{R}{R},4,R,Raymond Swanland,64,Creature — Goblin Warrior,"{1}{R}, Sacrifice a land: Put a +1/+1 counter on Goblin Razerunners.\nAt the beginning of your end step, you may have Goblin Razerunners deal damage equal to the number of +1/+1 counters on it to target player.",CON,"Finding themselves in a new and unexplored world, they immediately set it on fire.",normal,179487,3,4,Rare,"Goblin,Warrior",Creature
Hellspark Elemental,{1}{R},2,R,Justin Sweet,65,Creature — Elemental,"Trample, haste\nAt the beginning of the end step, sacrifice Hellspark Elemental.\nUnearth {1}{R} ({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)","pWPN,CON,PD2,DDK",,normal,174799,3,1,Uncommon,Elemental,Creature
Ignite Disorder,{1}{R},2,R,Zoltan Boros & Gabor Szikszai,66,Instant,"Ignite Disorder deals 3 damage divided as you choose among one, two, or three target white and/or blue creatures.","CON,M10","""Bant is a world imprisoned by polished stone and tyrannical rule. It yearns to strike back against those who restrain it.""",normal,183056,,,Uncommon,,Instant
Kranioceros,{4}{R},5,"R,W",Steve Argyle,67,Creature — Beast,{1}{W}: Kranioceros gets +0/+3 until end of turn.,CON,"""A surly beast, the kranioceros will raise its defenses at the smallest threat. Stay out of sight and downwind, or you'll disrupt its natural migrations.""\n—Ebrel, godtoucher mentor",normal,177940,5,2,Common,Beast,Creature
Maniacal Rage,{1}{R},2,R,Brandon Kitkouski,68,Enchantment — Aura,Enchant creature\nEnchanted creature gets +2/+2 and can't block.,"EXO,BRB,INV,CON,TPR","The spikes of sangrite made the goblin stronger, but they didn't make him any smarter.",normal,182609,,,Common,Aura,Enchantment
Molten Frame,{1}{R},2,R,Izzy,69,Instant,"Destroy target artifact creature.\nCycling {2} ({2}, Discard this card: Draw a card.)",CON,"The metal filigree in his body glowed red-hot, and his flesh soon followed.",normal,184988,,,Common,,Instant
Quenchable Fire,{3}{R},4,"R,U",Jean-Sébastien Rossbach,70,Sorcery,Quenchable Fire deals 3 damage to target player. It deals an additional 3 damage to that player at the beginning of your next upkeep step unless he or she pays {U} before that step.,CON,You'd better know how to pray for rain.,normal,179440,,,Common,,Sorcery
Rakka Mar,{2}{R}{R},4,R,Jason Chan,71,Legendary Creature — Human Shaman,"Haste\n{R}, {T}: Put a 3/1 red Elemental creature token with haste onto the battlefield.",CON,"""The finest pawns are those with pawns of their own.""\n—Nicol Bolas",normal,185810,2,2,Rare,"Human,Shaman",Creature
Toxic Iguanar,{R},1,R,Brandon Kitkouski,72,Creature — Lizard,Toxic Iguanar has deathtouch as long as you control a green permanent. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.),CON,"There are no ""weak"" creatures on Jund. Even the smallest can strike a deadly blow.",normal,170956,1,1,Common,Lizard,Creature
Viashino Slaughtermaster,{1}{R},2,"R,B,G",Raymond Swanland,73,Creature — Viashino Warrior,Double strike\n{B}{G}: Viashino Slaughtermaster gets +1/+1 until end of turn. Activate this ability only once each turn.,"CON,MM2","""I'll fight two at once, and then lick their guts from my blades.""",normal,179245,1,1,Uncommon,"Viashino,Warrior",Creature
Volcanic Fallout,{1}{R}{R},3,R,Zoltan Boros & Gabor Szikszai,74,Instant,Volcanic Fallout can't be countered.\nVolcanic Fallout deals 2 damage to each creature and each player.,"pMPR,CON,ARC,CNS","""How can we outrun the sky?""\n—Hadran, sunseeder of Naya",normal,180274,,,Uncommon,,Instant
Voracious Dragon,{3}{R}{R},5,R,Dominick Domingo,75,Creature — Dragon,"Flying\nDevour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.)\nWhen Voracious Dragon enters the battlefield, it deals damage to target creature or player equal to twice the number of Goblins it devoured.","CON,DDG",,normal,186329,4,4,Rare,Dragon,Creature
Wandering Goblins,{2}{R},3,R,Karl Kopinski,76,Creature — Goblin Warrior,Domain — {3}: Wandering Goblins gets +1/+0 until end of turn for each basic land type among lands you control.,CON,"Tired of waiting for a dragon to eat them, some hardy goblins struck out to become meals for the unknown.",normal,180279,0,3,Common,"Goblin,Warrior",Creature
Worldheart Phoenix,{3}{R},4,"R,W,U,B,G",Aleksi Briclot,77,Creature — Phoenix,"Flying\nYou may cast Worldheart Phoenix from your graveyard by paying {W}{U}{B}{R}{G} rather than paying its mana cost. If you do, it enters the battlefield with two +1/+1 counters on it.","CON,MM2",,normal,175401,2,2,Rare,Phoenix,Creature
Beacon Behemoth,{3}{G}{G},5,G,Jesper Ejsing,78,Creature — Beast,{1}: Target creature with power 5 or greater gains vigilance until end of turn.,CON,"When its smoky plumes light Naya's sky, every creature from the smallest pip fawn to the largest rannet heeds the warning.",normal,177931,5,3,Common,Beast,Creature
Cliffrunner Behemoth,{3}{G},4,G,Wayne Reynolds,79,Creature — Rhino Beast,Cliffrunner Behemoth has haste as long as you control a red permanent.\nCliffrunner Behemoth has lifelink as long as you control a white permanent.,CON,"It's revered for its power, celebrated for its grace, and feared for the avalanches triggered by its thunderous feet.",normal,159612,5,3,Rare,"Rhino,Beast",Creature
Cylian Sunsinger,{1}{G},2,"G,R,W",Jesper Ejsing,80,Creature — Elf Shaman,{R}{G}{W}: Cylian Sunsinger and each other creature with the same name as it get +3/+3 until end of turn.,CON,"""The sun shines bright upon the strong.""",normal,189081,2,2,Rare,"Elf,Shaman",Creature
Ember Weaver,{2}{G},3,G,Steve Prescott,81,Creature — Spider,"Reach (This creature can block creatures with flying.)\nAs long as you control a red permanent, Ember Weaver gets +1/+0 and has first strike.",CON,"""Each night, the sun unravels and blows away. Each day, the spiders set a new one in the sky.""\n—Sunseeder myth",normal,184990,2,3,Common,Spider,Creature
Filigree Fracture,{2}{G},3,G,Howard Lyon,82,Instant,"Destroy target artifact or enchantment. If that permanent was blue or black, draw a card.",CON,The sphinx tyrannized Bant until a rhox mage tested the hardiness of her shiny parts.,normal,179439,,,Uncommon,,Instant
Gluttonous Slime,{2}{G},3,G,Trevor Claxton,83,Creature — Ooze,"Flash\nDevour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.)","CON,PC2","On Jund, everything eventually ends up in something else's stomach.",normal,179512,2,2,Uncommon,Ooze,Creature
Matca Rioters,{2}{G},3,G,Steve Argyle,84,Creature — Human Warrior,Domain — Matca Rioters's power and toughness are each equal to the number of basic land types among lands you control.,"CON,MM2","When outsiders interrupted the matca championship, things got ugly.",normal,179248,*,*,Common,"Human,Warrior",Creature
Might of Alara,{G},1,G,Steve Prescott,85,Instant,Domain — Target creature gets +1/+1 until end of turn for each basic land type among lands you control.,CON,The combined strength of all five planes spawned creations none had seen before.,normal,150810,,,Common,,Instant
Nacatl Savage,{1}{G},2,G,Paolo Parente,86,Creature — Cat Warrior,Protection from artifacts,CON,"""Blades dull and armor dents. Marisi taught us that instinct is the only thing a true warrior needs.""\n—Ajani",normal,183022,2,1,Common,"Cat,Warrior",Creature
Noble Hierarch,{G},1,"G,W,U",Mark Zug,87,Creature — Human Druid,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\n{T}: Add {G}, {W}, or {U} to your mana pool.","pJGP,CON,MM2","She protects the sacred groves from blight, drought, and the Unbeholden.",normal,179434,0,1,Rare,"Human,Druid",Creature
Paleoloth,{4}{G}{G},6,G,Christopher Moeller,88,Creature — Beast,"Whenever another creature with power 5 or greater enters the battlefield under your control, you may return target creature card from your graveyard to your hand.",CON,"""Gods do not sleep soundly in the earth's embrace.""\n—Mayael the Anima",normal,189873,5,5,Rare,Beast,Creature
Sacellum Archers,{2}{G},3,"G,R,W",Kev Walker,89,Creature — Elf Archer,"{R}{W}, {T}: Sacellum Archers deals 2 damage to target attacking or blocking creature.",CON,"""Our arrows are aimed not at the sacred behemoths but at those who dare to dream of such a trophy.""",normal,179488,2,3,Uncommon,"Elf,Archer",Creature
Scattershot Archer,{G},1,G,Steve Argyle,90,Creature — Elf Archer,{T}: Scattershot Archer deals 1 damage to each creature with flying.,CON,"To train her elves for war, Mayael would drop a sackful of acorns from the tree canopy. Each archer tried to split as many as possible before the acorns hit the forest floor below.",normal,185828,1,2,Common,"Elf,Archer",Creature
Shard Convergence,{3}{G},4,G,Vance Kovacs,91,Sorcery,"Search your library for a Plains card, an Island card, a Swamp card, and a Mountain card. Reveal those cards and put them into your hand. Then shuffle your library.",CON,Alara is broken no more.,normal,175034,,,Uncommon,,Sorcery
Soul's Majesty,{4}{G},5,G,Jesper Ejsing,92,Sorcery,Draw cards equal to the power of target creature you control.,CON,An avatar he sculpts of wisdom and strength.,normal,185137,,,Rare,,Sorcery
