name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Leonin Arbiter,{1}{W},2,W,Shelly Wan,14,Creature — Cat Cleric,Players can't search libraries. Any player may pay {2} for that player to ignore this effect until end of turn.,SOM,"""Our people are torn by infighting. Until the two sides reconcile, our laws can carry no meaning.""",normal,209287,2,2,Rare,"Cat,Cleric",Creature
Loxodon Wayfarer,{2}{W},3,W,Steven Belledin,15,Creature — Elephant Monk,,SOM,"The Mirran elders vanished with Memnarch, leaving behind a generation of wayward orphans.",normal,207885,1,5,Common,"Elephant,Monk",Creature
Myrsmith,{1}{W},2,W,Eric Deschamps,16,Creature — Human Artificer,"Whenever you cast an artifact spell, you may pay {1}. If you do, put a 1/1 colorless Myr artifact creature token onto the battlefield.","SOM,MM2","The Auriok see the artificer as a conduit, beckoning new creations into the world.",normal,209712,2,1,Uncommon,"Human,Artificer",Creature
Razor Hippogriff,{3}{W}{W},5,W,David Rapoza,17,Creature — Hippogriff,"Flying\nWhen Razor Hippogriff enters the battlefield, return target artifact card from your graveyard to your hand. You gain life equal to that card's converted mana cost.","SOM,C13",She incubates her eggs in gold and mana.,normal,194323,3,3,Uncommon,Hippogriff,Creature
Revoke Existence,{1}{W},2,W,Allen Williams,18,Sorcery,Exile target artifact or enchantment.,"SOM,DDI,BNG","""No half measures, no regrets. We'll tell no stories of this day. It will be as if it never existed at all.""\n—Ganedor, loxodon mystic",normal,194123,,,Common,,Sorcery
Salvage Scout,{W},1,W,Randis Albion,19,Creature — Human Scout,"{W}, Sacrifice Salvage Scout: Return target artifact card from your graveyard to your hand.",SOM,"""I'm not saying it's dangerous work. I'm just saying don't sign up if you have plans for your seventieth birthday.""",normal,205491,1,1,Common,"Human,Scout",Creature
Seize the Initiative,{W},1,W,Steve Argyle,20,Instant,Target creature gets +1/+1 and gains first strike until end of turn.,SOM,The time between spotting a leonin shikari and feeling its claws is just time enough to draw your last breath.,normal,194206,,,Common,,Instant
Soul Parry,{1}{W},2,W,Igor Kieryluk,21,Instant,Prevent all damage one or two target creatures would deal this turn.,"SOM,DDO","""I was called to this world of steel, and it will be my steel that answers.""\n—Elspeth Tirel",normal,212705,,,Common,,Instant
Sunblast Angel,{4}{W}{W},6,W,Jason Chan,22,Creature — Angel,"Flying\nWhen Sunblast Angel enters the battlefield, destroy all tapped creatures.","pMEI,SOM,DDI,C14",There may exist powers even greater than Phyrexia.,normal,215111,4,5,Rare,Angel,Creature
Sunspear Shikari,{1}{W},2,W,Allen Williams,23,Creature — Cat Soldier,"As long as Sunspear Shikari is equipped, it has first strike and lifelink.","SOM,MM2","Left without their leader Raksha, the leonin split into two prides: one side supported the regent kha, while the other rebelled in fury.",normal,209008,2,2,Common,"Cat,Soldier",Creature
Tempered Steel,{1}{W}{W},3,W,Wayne Reynolds,24,Enchantment,Artifact creatures you control get +2/+2.,"pMGD,SOM","""Death shall prevail as long as our will falls to rust. May necessity anneal our resolve.""\n—Ghalma the Shaper",normal,194391,,,Rare,,Enchantment
True Conviction,{3}{W}{W}{W},6,W,Svetlin Velinov,25,Enchantment,Creatures you control have double strike and lifelink.,"SOM,C14","Dozens of spells known only to the Auriok elders were lost, but the next generation, galvanized by war, devised even more potent magic.",normal,208262,,,Rare,,Enchantment
Vigil for the Lost,{3}{W},4,W,Igor Kieryluk,26,Enchantment,"Whenever a creature you control dies, you may pay {X}. If you do, you gain X life.",SOM,"""As she grew cold in my arms, I swore an oath that her funeral pyre would be dwarfed by a bonfire of our enemies.""",normal,205489,,,Uncommon,,Enchantment
Whitesun's Passage,{1}{W},2,W,John Avon,27,Instant,You gain 5 life.,SOM,"All over the Razor Fields, Whitesun is celebrated. Even the followers of the rebel Juryan, far from the Cave of Light, bow their heads in reverence.",normal,206349,,,Common,,Instant
Argent Sphinx,{2}{U}{U},4,U,Chris Rahn,28,Creature — Sphinx,Flying\nMetalcraft — {U}: Exile Argent Sphinx. Return it to the battlefield under your control at the beginning of the next end step. Activate this ability only if you control three or more artifacts.,"SOM,MM2","A great mirage, a dream of wings and silver.",normal,215085,4,3,Rare,Sphinx,Creature
Bonds of Quicksilver,{3}{U},4,U,Steven Belledin,29,Enchantment — Aura,Flash (You may cast this spell any time you could cast an instant.)\nEnchant creature\nEnchanted creature doesn't untap during its controller's untap step.,SOM,The sea's reach extends beyond its shores.,normal,202638,,,Common,Aura,Enchantment
Darkslick Drake,{2}{U}{U},4,U,Chippy,30,Creature — Drake,"Flying\nWhen Darkslick Drake dies, draw a card.",SOM,"At the edge of the Mephidross, Phyrexia's influence seeps into life and land.",normal,194217,2,4,Uncommon,Drake,Creature
Disperse,{1}{U},2,U,Adrian Smith,31,Instant,Return target nonland permanent to its owner's hand.,"MOR,SOM,M14,ORI,W16",Most casualties of the power struggle between vedalken and Neurok didn't die on the field of battle; they merely disappeared.,normal,212242,,,Common,,Instant
Dissipation Field,{2}{U}{U},4,U,Matt Cavotta,32,Enchantment,"Whenever a permanent deals damage to you, return it to its owner's hand.",SOM,"""Strike me once, shame on you. Strike me twice . . . Well, let's just see if you can.""\n—Kara Vrist, Neurok agent",normal,202635,,,Rare,,Enchantment
Grand Architect,{1}{U}{U},3,U,Steven Belledin,33,Creature — Vedalken Artificer,Other blue creatures you control get +1/+1.\n{U}: Target artifact creature becomes blue until end of turn.\nTap an untapped blue creature you control: Add {C}{C} to your mana pool. Spend this mana only to cast artifact spells or activate abilities of artifacts.,SOM,,normal,207884,1,3,Rare,"Vedalken,Artificer",Creature
Halt Order,{2}{U},3,U,Izzy,34,Instant,Counter target artifact spell.\nDraw a card.,SOM,"An artificer's least favorite mind-missive may be ""I regret to inform you that the funding for your project has been cut.""",normal,194110,,,Uncommon,,Instant
Inexorable Tide,{3}{U}{U},5,U,Dave Kendall,35,Enchantment,"Whenever you cast a spell, proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)","SOM,MM2","""See how gratefully this world accepts our blessings.""\n—Jin-Gitaxias, Core Augur",normal,194363,,,Rare,,Enchantment
Lumengrid Drake,{3}{U},4,U,Johann Bodin,36,Creature — Drake,"Flying\nMetalcraft — When Lumengrid Drake enters the battlefield, if you control three or more artifacts, return target creature to its owner's hand.",SOM,"Properly outfitted, drakes made perfect sentries for vedalken strongholds.",normal,194178,2,2,Common,Drake,Creature
Neurok Invisimancer,{1}{U}{U},3,U,Izzy,37,Creature — Human Wizard,"Neurok Invisimancer can't be blocked.\nWhen Neurok Invisimancer enters the battlefield, target creature can't be blocked this turn.","SOM,DDI","""They won't see your shadow or hear your breath, but they will feel your blade.""",normal,194109,2,1,Common,"Human,Wizard",Creature
Plated Seastrider,{U}{U},2,U,Izzy,38,Creature — Beast,,"SOM,CNS",The Neurok buried entangling cables just under the Quicksilver Sea. One seastrider harvest can provide an army's worth of armor and shields.,normal,194061,1,4,Common,Beast,Creature
Quicksilver Gargantuan,{5}{U}{U},7,U,Steven Belledin,39,Creature — Shapeshifter,"You may have Quicksilver Gargantuan enter the battlefield as a copy of any creature on the battlefield, except it's still 7/7.",SOM,"""You know you have achieved true power if the sea itself seeks to emulate your greatness.""\n—Vy Covalt, Neurok agent",normal,207874,7,7,Mythic Rare,Shapeshifter,Creature
Riddlesmith,{1}{U},2,U,Eric Deschamps,40,Creature — Human Artificer,"Whenever you cast an artifact spell, you may draw a card. If you do, discard a card.",SOM,"The Neurok see the artificer as an archaeologist, clearing away falsehoods to see the truth hidden beneath.",normal,202643,2,1,Uncommon,"Human,Artificer",Creature
Scrapdiver Serpent,{5}{U}{U},7,U,Adrian Smith,41,Creature — Serpent,Scrapdiver Serpent can't be blocked as long as defending player controls an artifact.,SOM,Smart artificers clean up after themselves.,normal,207863,5,5,Common,Serpent,Creature
Screeching Silcaw,{1}{U},2,U,Mike Bierek,42,Creature — Bird,"Flying\nMetalcraft — Whenever Screeching Silcaw deals combat damage to a player, if you control three or more artifacts, that player puts the top four cards of his or her library into his or her graveyard.",SOM,It's adaptively deaf to its own cries.,normal,209281,1,2,Common,Bird,Creature
Shape Anew,{3}{U},4,U,Zoltan Boros & Gabor Szikszai,43,Sorcery,"The controller of target artifact sacrifices it, then reveals cards from the top of his or her library until he or she reveals an artifact card. That player puts that card onto the battlefield, then shuffles all other cards revealed this way into his or her library.",SOM,,normal,194201,,,Rare,,Sorcery
Sky-Eel School,{3}{U}{U},5,U,Daniel Ljunggren,44,Creature — Fish,"Flying\nWhen Sky-Eel School enters the battlefield, draw a card, then discard a card.",SOM,"They swim on tides few can see, away from a threat few yet understand.",normal,194103,3,3,Common,Fish,Creature
Steady Progress,{2}{U},3,U,Efrem Palacios,45,Instant,"Proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)\nDraw a card.","SOM,MM2","""More of that strange oil . . . It's probably nothing.""",normal,194361,,,Common,,Instant
Stoic Rebuttal,{1}{U}{U},3,U,Chris Rahn,46,Instant,Metalcraft — Stoic Rebuttal costs {1} less to cast if you control three or more artifacts.\nCounter target spell.,"SOM,MM2","Obsessed with the pursuit of knowledge above all else, vedalken can appear to be cold and emotionless.",normal,212703,,,Common,,Instant
Thrummingbird,{1}{U},2,U,Efrem Palacios,47,Creature — Bird Horror,"Flying\nWhenever Thrummingbird deals combat damage to a player, proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)","SOM,MM2",,normal,194332,1,1,Uncommon,"Bird,Horror",Creature
Trinket Mage,{2}{U},3,U,Scott Chou,48,Creature — Human Wizard,"When Trinket Mage enters the battlefield, you may search your library for an artifact card with converted mana cost 1 or less, reveal that card, and put it into your hand. If you do, shuffle your library.","5DN,DDF,SOM",,normal,209040,2,2,Uncommon,"Human,Wizard",Creature
Turn Aside,{U},1,U,Shelly Wan,49,Instant,Counter target spell that targets a permanent you control.,SOM,"""It's not my job to ask our leaders about their experiments at the Knowledge Pool. It's my job to make sure they can continue performing them.""",normal,194303,,,Common,,Instant
Twisted Image,{U},1,U,Izzy,50,Instant,Switch target creature's power and toughness until end of turn.\nDraw a card.,SOM,"""True strength is in the mind, for the body is too malleable a form.""\n—Politus, vedalken emisar",normal,208253,,,Uncommon,,Instant
Vault Skyward,{U},1,U,Dan Scott,51,Instant,Target creature gains flying until end of turn. Untap it.,SOM,"""The edges of the Quicksilver Sea run dark with the spread of the Mephidross. Two more aerial passes before I can be sure what I'm seeing . . .""\n—Lafarius, Neurok sky agent",normal,194265,,,Common,,Instant
Vedalken Certarch,{U},1,U,Karl Kopinski,52,Creature — Vedalken Wizard,"Metalcraft — {T}: Tap target artifact, creature, or land. Activate this ability only if you control three or more artifacts.",SOM,"""An appropriately detailed model is indistinguishable from reality, and much easier to control.""",normal,208257,1,1,Common,"Vedalken,Wizard",Creature
Volition Reins,{3}{U}{U}{U},6,U,Svetlin Velinov,53,Enchantment — Aura,"Enchant permanent\nWhen Volition Reins enters the battlefield, if enchanted permanent is tapped, untap it.\nYou control enchanted permanent.",SOM,"""Glorifying the will is a mistake. It is simply one more force to be mastered.""",normal,209001,,,Uncommon,Aura,Enchantment
Blackcleave Goblin,{3}{B},4,B,Nils Hamm,54,Creature — Goblin Zombie,Haste\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),SOM,"""Bitten? Save time, amputate now.""\n—Lephar, loxodon surgeon",normal,194297,2,1,Common,"Goblin,Zombie",Creature
Bleak Coven Vampires,{3}{B}{B},5,B,Randis Albion,55,Creature — Vampire Warrior,"Metalcraft — When Bleak Coven Vampires enters the battlefield, if you control three or more artifacts, target player loses 4 life and you gain 4 life.",SOM,"As the shadow of the Mephidross spread over the Tangle, the vampires' territory expanded.",normal,209006,4,3,Common,"Vampire,Warrior",Creature
Blistergrub,{2}{B},3,B,Daarken,56,Creature — Horror,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)\nWhen Blistergrub dies, each opponent loses 2 life.",SOM,"""The sooner you join Phyrexia, the sooner you'll forget your painful rebirth.""\n—Sheoldred, Whispering One",normal,202687,2,2,Common,Horror,Creature
Carnifex Demon,{4}{B}{B},6,B,Aleksi Briclot,57,Creature — Demon,"Flying\nCarnifex Demon enters the battlefield with two -1/-1 counters on it.\n{B}, Remove a -1/-1 counter from Carnifex Demon: Put a -1/-1 counter on each other creature.",SOM,Every contagion has a host.,normal,206357,6,6,Rare,Demon,Creature
Contagious Nim,{2}{B},3,B,Efrem Palacios,58,Creature — Zombie,Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),SOM,"""This species has grown to be my preferred receptacle for our divine message.""\n—Sheoldred, Whispering One",normal,194150,2,2,Common,Zombie,Creature
Corrupted Harvester,{4}{B}{B},6,B,Nils Hamm,59,Creature — Horror,"{B}, Sacrifice a creature: Regenerate Corrupted Harvester.",SOM,"""Before the blessed assault begins, we must seek specimens that are well-adapted to our way of . . . life.""\n—Sheoldred, Whispering One",normal,202640,6,3,Uncommon,Horror,Creature
Dross Hopper,{1}{B},2,B,Dave Allsop,60,Creature — Insect Horror,Sacrifice a creature: Dross Hopper gains flying until end of turn.,SOM,"Bred in the vicious Mephidross, dross hoppers learned to eat quickly and escape faster.",normal,194273,2,1,Common,"Insect,Horror",Creature
Exsanguinate,{X}{B}{B},2,B,Carl Critchlow,61,Sorcery,Each opponent loses X life. You gain life equal to the life lost this way.,SOM,Vampires don't consider patience a virtue nor gluttony a sin.,normal,210235,,,Uncommon,,Sorcery
Flesh Allergy,{2}{B}{B},4,B,Vance Kovacs,62,Sorcery,"As an additional cost to cast Flesh Allergy, sacrifice a creature.\nDestroy target creature. Its controller loses life equal to the number of creatures that died this turn.",SOM,,normal,208999,,,Uncommon,,Sorcery
Fume Spitter,{B},1,B,Nils Hamm,63,Creature — Horror,Sacrifice Fume Spitter: Put a -1/-1 counter on target creature.,SOM,"""Our archers made sport of it as it fumbled its way up the slag ridge. As it collapsed we thought ourselves safe, but the foul thing carried more than necrogen.""\n—Adaran, Tangle hunter",normal,209005,1,1,Common,Horror,Creature
"Geth, Lord of the Vault",{4}{B}{B},6,B,Whit Brachna,64,Legendary Creature — Zombie,Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)\n{X}{B}: Put target artifact or creature card with converted mana cost X from an opponent's graveyard onto the battlefield under your control tapped. Then that player puts the top X cards of his or her library into his or her graveyard.,SOM,,normal,215076,5,5,Mythic Rare,Zombie,Creature
Grasp of Darkness,{B}{B},2,B,Johann Bodin,65,Instant,Target creature gets -4/-4 until end of turn.,"SOM,OGW","On a world with five suns, night is compelled to become an aggressive force.",normal,194105,,,Common,,Instant
Hand of the Praetors,{3}{B},4,B,Izzy,66,Creature — Zombie,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nOther creatures you control with infect get +1/+1.\nWhenever you cast a creature spell with infect, target player gets a poison counter.",SOM,,normal,215086,3,2,Rare,Zombie,Creature
Ichor Rats,{1}{B}{B},3,B,Matt Stewart,67,Creature — Rat,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\nWhen Ichor Rats enters the battlefield, each player gets a poison counter.",SOM,,normal,194177,2,1,Uncommon,Rat,Creature
Instill Infection,{3}{B},4,B,Chris Rahn,68,Instant,Put a -1/-1 counter on target creature.\nDraw a card.,"SOM,MM2","""The results of our ninth inoculation were the same. The specimen was, of course, euthanized before the contagion could spread.""\n—Vedalken research notes",normal,194349,,,Common,,Instant
Memoricide,{3}{B},4,B,James Ryman,69,Sorcery,"Name a nonland card. Search target player's graveyard, hand, and library for any number of cards with that name and exile them. Then that player shuffles his or her library.","pMEI,SOM","""You claim wisdom, yet I see nothing in here but tawdry wishes.""",normal,215103,,,Rare,,Sorcery
Moriok Reaver,{2}{B},3,B,Marc Simonetti,70,Creature — Human Warrior,,SOM,"""The Moriok are fools. They try so hard to gain my favor. All I want is for them to die quickly, to join the ranks of the nim.""\n—Geth, Lord of the Vault",normal,194309,3,2,Common,"Human,Warrior",Creature
Necrogen Scudder,{2}{B},3,B,Raymond Swanland,71,Creature — Horror,"Flying\nWhen Necrogen Scudder enters the battlefield, you lose 3 life.","SOM,M15","Contrary to popular belief, it's kept aloft by necrogen gas, not the screaming agony of a thousand murdered souls.",normal,202653,3,3,Uncommon,Horror,Creature
Necrotic Ooze,{2}{B}{B},4,B,James Ryman,72,Creature — Ooze,"As long as Necrotic Ooze is on the battlefield, it has all activated abilities of all creature cards in all graveyards.",SOM,"""To death all must go, and so in death lies ultimate power.""\n—Geth, Lord of the Vault",normal,207876,4,3,Rare,Ooze,Creature
Painful Quandary,{3}{B}{B},5,B,Whit Brachna,73,Enchantment,"Whenever an opponent casts a spell, that player loses 5 life unless he or she discards a card.",SOM,"""For each word spoken, one forgotten. For each thought, a memory rotten.""\n—Moriok incantation",normal,212243,,,Rare,,Enchantment
Painsmith,{1}{B},2,B,Eric Deschamps,74,Creature — Human Artificer,"Whenever you cast an artifact spell, you may have target creature get +2/+0 and gain deathtouch until end of turn.",SOM,"The Moriok see the artificer as a taskmaster, forcing lazy metal into more potent shapes.",normal,194210,2,1,Uncommon,"Human,Artificer",Creature
Plague Stinger,{1}{B},2,B,Ryan Pancoast,75,Creature — Insect Horror,Flying\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),"pWPN,SOM",It leaves its victims one sting closer to phyresis.,normal,208261,1,1,Common,"Insect,Horror",Creature
Psychic Miasma,{1}{B},2,B,Svetlin Velinov,76,Sorcery,"Target player discards a card. If a land card is discarded this way, return Psychic Miasma to its owner's hand.",SOM,"""A mind may be steeled against madness, but all battlements fall in time.""\n—Jin-Gitaxias, Core Augur",normal,206345,,,Common,,Sorcery
Relic Putrescence,{2}{B},3,B,Allen Williams,77,Enchantment — Aura,"Enchant artifact\nWhenever enchanted artifact becomes tapped, its controller gets a poison counter.",SOM,"""Until we shed the curse of sentience, we must endure its grotesque handiwork.""\n—Vorinclex, Voice of Hunger",normal,209720,,,Common,Aura,Enchantment
Skinrender,{2}{B}{B},4,B,David Rapoza,78,Creature — Zombie,"When Skinrender enters the battlefield, put three -1/-1 counters on target creature.","pWPN,SOM","""Your creations are effective, Sheoldred, but we must unite the flesh, not merely flay it.""\n—Elesh Norn, Grand Cenobite",normal,204958,3,3,Uncommon,Zombie,Creature
"Skithiryx, the Blight Dragon",{3}{B}{B},5,B,Chippy,79,Legendary Creature — Dragon Skeleton,"Flying\nInfect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)\n{B}: Skithiryx, the Blight Dragon gains haste until end of turn.\n{B}{B}: Regenerate Skithiryx.",SOM,,normal,212249,4,4,Mythic Rare,"Dragon,Skeleton",Creature
Tainted Strike,{B},1,B,James Ryman,80,Instant,Target creature gets +1/+0 and gains infect until end of turn. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),SOM,"""Welcome to perfection.""\n—Sheoldred, Whispering One",normal,209049,,,Common,,Instant
Arc Trail,{1}{R},2,R,Marc Simonetti,81,Sorcery,Arc Trail deals 2 damage to target creature or player and 1 damage to another target creature or player.,"SOM,PC2,DDN","""Don't try to hit your enemies. Concentrate on the space between them, and fill the air with doom.""\n—Spear-Tribe teaching",normal,206343,,,Uncommon,,Sorcery
Assault Strobe,{R},1,R,Kev Walker,82,Sorcery,Target creature gains double strike until end of turn. (It deals both first-strike and regular combat damage.),SOM,When breaking someone's face once just isn't enough.,normal,194119,,,Common,,Sorcery
Barrage Ogre,{3}{R}{R},5,R,David Rapoza,83,Creature — Ogre Warrior,"{T}, Sacrifice an artifact: Barrage Ogre deals 2 damage to target creature or player.",SOM,"The elves had devised countless strategies to combat Memnarch's war machines, but they had no idea what to do when one was thrown at them.",normal,194316,3,3,Uncommon,"Ogre,Warrior",Creature
Blade-Tribe Berserkers,{3}{R},4,R,Kev Walker,84,Creature — Human Berserker,"Metalcraft — When Blade-Tribe Berserkers enters the battlefield, if you control three or more artifacts, Blade-Tribe Berserkers gets +3/+3 and gains haste until end of turn.",SOM,,normal,194165,3,3,Common,"Human,Berserker",Creature
Bloodshot Trainee,{3}{R},4,R,Matt Stewart,85,Creature — Goblin Warrior,{T}: Bloodshot Trainee deals 4 damage to target creature. Activate this ability only if Bloodshot Trainee's power is 4 or greater.,"FUT,SOM,MM2","""Just think how strong I'll be if my arms don't tear off!""",normal,194255,2,3,Uncommon,"Goblin,Warrior",Creature
Cerebral Eruption,{2}{R}{R},4,R,Kev Walker,86,Sorcery,"Target opponent reveals the top card of his or her library. Cerebral Eruption deals damage equal to the revealed card's converted mana cost to that player and each creature he or she controls. If a land card is revealed this way, return Cerebral Eruption to its owner's hand.",SOM,,normal,215073,,,Rare,,Sorcery
Embersmith,{1}{R},2,R,Eric Deschamps,87,Creature — Human Artificer,"Whenever you cast an artifact spell, you may pay {1}. If you do, Embersmith deals 1 damage to target creature or player.",SOM,"The Vulshok see the artificer as a catalyst, bringing the spark of creation that ignites change.",normal,194202,2,1,Uncommon,"Human,Artificer",Creature
Ferrovore,{2}{R},3,R,Austin Hsu,88,Creature — Beast,"{R}, Sacrifice an artifact: Ferrovore gets +3/+0 until end of turn.",SOM,"The Vulshok use its digestion to break down the most obstinate metals, from darksteel myr to seastrider plates.",normal,194317,2,2,Common,Beast,Creature
Flameborn Hellion,{5}{R},6,R,Aleksi Briclot,89,Creature — Hellion,Haste\nFlameborn Hellion attacks each turn if able.,SOM,"""The most reliable omen of a future hellion attack is a past hellion attack.""\n—Spear-Tribe teaching",normal,208256,5,4,Common,Hellion,Creature
Furnace Celebration,{1}{R}{R},3,R,Svetlin Velinov,90,Enchantment,"Whenever you sacrifice another permanent, you may pay {2}. If you do, Furnace Celebration deals 2 damage to target creature or player.","SOM,C13",Reduce. Reuse. Wreak havoc.,normal,194374,,,Uncommon,,Enchantment
Galvanic Blast,{R},1,R,Marc Simonetti,91,Instant,Galvanic Blast deals 2 damage to target creature or player.\nMetalcraft — Galvanic Blast deals 4 damage to that creature or player instead if you control three or more artifacts.,SOM,"Mirrodin has little weather, but it certainly has lightning.",normal,208251,,,Common,,Instant
Goblin Gaveleer,{R},1,R,Svetlin Velinov,92,Creature — Goblin Warrior,Trample\nGoblin Gaveleer gets +2/+0 for each Equipment attached to it.,SOM,"""When everything looks like a nail, you really need to get yourself a hammer.""\n—Krol, goblin furnace-priest",normal,194373,1,1,Common,"Goblin,Warrior",Creature
Hoard-Smelter Dragon,{4}{R}{R},6,R,Eric Deschamps,93,Creature — Dragon,"Flying\n{3}{R}: Destroy target artifact. Hoard-Smelter Dragon gets +X/+0 until end of turn, where X is that artifact's converted mana cost.","SOM,C14","He collects the precious metals, and then converts the rest to propellant.",normal,215074,5,5,Rare,Dragon,Creature
Koth of the Hammer,{2}{R}{R},4,R,Jason Chan,94,Planeswalker — Koth,"+1: Untap target Mountain. It becomes a 4/4 red Elemental creature until end of turn. It's still a land.\n−2: Add {R} to your mana pool for each Mountain you control.\n−5: You get an emblem with ""Mountains you control have ‘{T}: This land deals 1 damage to target creature or player.'""","SOM,DDI",,normal,212238,,,Mythic Rare,Koth,Planeswalker
Kuldotha Phoenix,{2}{R}{R}{R},5,R,Mike Bierek,95,Creature — Phoenix,"Flying, haste\nMetalcraft — {4}: Return Kuldotha Phoenix from your graveyard to the battlefield. Activate this ability only during your upkeep and only if you control three or more artifacts.",SOM,,normal,194326,4,4,Rare,Phoenix,Creature
