name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Skyhunter Patrol,{2}{W}{W},4,W,Matt Cavotta,22,Creature — Cat Knight,"Flying, first strike (This creature can't be blocked except by creatures with flying or reach, and it deals combat damage before creatures without first strike.)","MRD,10E,DDG","""They are the first to raise the alarm when the levelers attack, and the first to risk their lives to defend the pride.""\n—Raksha Golden Cub, leonin kha",normal,48431,2,3,Common,"Cat,Knight",Creature
Slith Ascendant,{1}{W}{W},3,W,Justin Sweet,23,Creature — Slith,"Flying\nWhenever Slith Ascendant deals combat damage to a player, put a +1/+1 counter on it.",MRD,"Instinctively drawn to the light of its ""mother-sun,"" each slith follows that sun's path around Mirrodin.",normal,46069,1,1,Uncommon,Slith,Creature
Solar Tide,{4}{W}{W},6,W,Dave Dorman,24,Sorcery,Choose one —\n• Destroy all creatures with power 2 or less.\n• Destroy all creatures with power 3 or greater.\nEntwine—Sacrifice two lands. (Choose both if you pay the entwine cost.),MRD,,normal,48437,,,Rare,,Sorcery
Soul Nova,{3}{W}{W},5,W,Keith Garletts,25,Instant,Exile target attacking creature and all Equipment attached to it.,MRD,"Within seconds, the nim was consumed in blinding sunfire. Afterwards, only a puddle of molten iron remained.",normal,48101,,,Uncommon,,Instant
Sphere of Purity,{3}{W},4,W,Thomas Gianni,26,Enchantment,"If an artifact would deal damage to you, prevent 1 of that damage.",MRD,Purity rejects artifice.,normal,45968,,,Common,,Enchantment
Taj-Nar Swordsmith,{3}{W},4,W,Todd Lockwood,27,Creature — Cat Soldier,"When Taj-Nar Swordsmith enters the battlefield, you may pay {X}. If you do, search your library for an Equipment card with converted mana cost X or less and put that card onto the battlefield. Then shuffle your library.","MRD,MM2",,normal,46079,2,3,Uncommon,"Cat,Soldier",Creature
Tempest of Light,{2}{W},3,W,Wayne England,28,Instant,Destroy all enchantments.,"MRD,9ED,10E,M10","""This world reeks of another's hand. Someone or something is defying the power of the gods and shaping this planet. I intend for it to stop.""\n—Glissa Sunseeker",normal,46075,,,Uncommon,,Instant
Annul,{U},1,U,Brian Snõddy,29,Instant,Counter target artifact or enchantment spell.,"USG,MRD,THS","""Murder of the living is tragic, but murder of the idea is unforgivable.""\n—Janus, speaker of the synod",normal,45976,,,Common,,Instant
Assert Authority,{5}{U}{U},7,U,Greg Hildebrandt,30,Instant,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)\nCounter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",MRD,,normal,49062,,,Uncommon,,Instant
Broodstar,{8}{U}{U},10,U,Glen Angus,31,Creature — Beast,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)\nFlying\nBroodstar's power and toughness are each equal to the number of artifacts you control.,"MRD,HOP",,normal,46556,*,*,Rare,Beast,Creature
Disarm,{U},1,U,Alex Horley-Orlandelli,32,Instant,Unattach all Equipment from target creature.,MRD,"""Be thankful I left you your clothes.""",normal,46084,,,Common,,Instant
Domineer,{1}{U}{U},3,U,Jon Foster,33,Enchantment — Aura,Enchant artifact creature\nYou control enchanted artifact creature.,MRD,"Since they haven't seen their original master for millennia, golems are eager to take orders from anyone.",normal,48571,,,Uncommon,Aura,Enchantment
Dream's Grip,{U},1,U,Jim Nelson,34,Instant,Choose one —\n• Tap target permanent.\n• Untap target permanent.\nEntwine {1} (Choose both if you pay the entwine cost.),MRD,,normal,48159,,,Common,,Instant
Fabricate,{2}{U},3,U,Glen Angus,35,Sorcery,"Search your library for an artifact card, reveal it, and put it into your hand. Then shuffle your library.","MRD,M10,HOP","""The secret to invention is to see something in your mind, then find where it hides in the world.""",normal,48568,,,Uncommon,,Sorcery
Fatespinner,{1}{U}{U},3,U,rk post,36,Creature — Human Wizard,"At the beginning of each opponent's upkeep, that player chooses draw step, main phase, or combat phase. The player skips each instance of the chosen step or phase this turn.",MRD,"No one knows what she is watching, but she never takes her eyes off it.",normal,45970,1,2,Rare,"Human,Wizard",Creature
Inertia Bubble,{1}{U},2,U,Hugh Jamieson,37,Enchantment — Aura,Enchant artifact\nEnchanted artifact doesn't untap during its controller's untap step.,MRD,"""I wouldn't want you to hurt yourself.""\n—Bruenna, Neurok leader",normal,49443,,,Common,Aura,Enchantment
Looming Hoverguard,{4}{U}{U},6,U,Scott M. Fischer,38,Creature — Drone,"Flying\nWhen Looming Hoverguard enters the battlefield, put target artifact on top of its owner's library.",MRD,"Although mute, hoverguards get their message across loud and clear.",normal,48114,3,3,Uncommon,Drone,Creature
Lumengrid Augur,{3}{U},4,U,rk post,39,Creature — Vedalken Wizard,"{1}, {T}: Target player draws a card, then discards a card. If that player discards an artifact card this way, untap Lumengrid Augur.",MRD,Information pumps like blood through vedalken society.,normal,47791,2,2,Rare,"Vedalken,Wizard",Creature
Lumengrid Sentinel,{2}{U},3,U,Scott M. Fischer,40,Creature — Human Wizard,"Flying\nWhenever an artifact enters the battlefield under your control, you may tap target permanent.",MRD,"The vedalken order their Neurok sentinels to watch over the shores of the Quicksilver Sea, as if they know of intruders yet to come.",normal,45972,1,2,Uncommon,"Human,Wizard",Creature
Lumengrid Warden,{1}{U},2,U,Matt Thompson,41,Creature — Human Wizard,,"MRD,9ED,10E","The Neurok, like the vedalken, are on a constant quest for knowledge. It is their currency, their trade, their life.",normal,48438,1,3,Common,"Human,Wizard",Creature
March of the Machines,{3}{U},4,U,Ben Thompson,42,Enchantment,Each noncreature artifact is an artifact creature with power and toughness each equal to its converted mana cost. (Equipment that's a creature can't equip a creature.),"MRD,10E,ARC",,normal,46699,,,Rare,,Enchantment
Neurok Familiar,{1}{U},2,U,"Edward P. Beard, Jr.",43,Creature — Bird,"Flying\nWhen Neurok Familiar enters the battlefield, reveal the top card of your library. If it's an artifact card, put it into your hand. Otherwise, put it into your graveyard.",MRD,,normal,46082,1,1,Common,Bird,Creature
Neurok Spy,{2}{U},3,U,Daren Bader,44,Creature — Human Rogue,Neurok Spy can't be blocked as long as defending player controls an artifact.,MRD,"From the murk of Mephidross to the heart of Kuldotha, the vedalken send their servants forth to gather knowledge from every inch of Mirrodin.",normal,45974,2,2,Common,"Human,Rogue",Creature
Override,{2}{U},3,U,Hugh Jamieson,45,Instant,Counter target spell unless its controller pays {1} for each artifact you control.,MRD,"""The Knowledge Pool has all the answers—especially ‘No.'""",normal,46089,,,Common,,Instant
Psychic Membrane,{2}{U},3,U,Tony Szczudlo,46,Creature — Wall,"Defender (This creature can't attack.)\nWhenever Psychic Membrane blocks, you may draw a card.",MRD,The vedalken always put their best thought forward.,normal,48167,0,3,Uncommon,Wall,Creature
Quicksilver Elemental,{3}{U}{U},5,U,Tony Szczudlo,47,Creature — Elemental,"{U}: Quicksilver Elemental gains all activated abilities of target creature until end of turn. (If any of the abilities use that creature's name, use this creature's name instead.)\nYou may spend blue mana as though it were mana of any color to pay the activation costs of Quicksilver Elemental's abilities.",MRD,,normal,46559,3,4,Rare,Elemental,Creature
Regress,{2}{U},3,U,Randy Gallegos,48,Instant,Return target permanent to its owner's hand.,"MRD,ROE","""Once cast, a spell can be undone. But once revealed, a secret can never again be kept.""\n—Pontifex, elder researcher",normal,49061,,,Common,,Instant
Shared Fate,{4}{U},5,U,Matt Cavotta,49,Enchantment,"If a player would draw a card, that player exiles the top card of one of his or her opponents' libraries face down instead.\nEach player may look at and play cards he or she exiled with Shared Fate.",MRD,,normal,49764,,,Rare,,Enchantment
Slith Strider,{1}{U}{U},3,U,Justin Sweet,50,Creature — Slith,"Whenever Slith Strider becomes blocked, draw a card.\nWhenever Slith Strider deals combat damage to a player, put a +1/+1 counter on it.","MRD,DDI",A slith's form and function are determined by the color of the sun under which it's born.,normal,46080,1,1,Uncommon,Slith,Creature
Somber Hoverguard,{5}{U},6,U,Adam Rex,51,Creature — Drone,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)\nFlying,"MRD,MM2",The vedalken interrogate all intruders—once the hoverguards are done with them.,normal,45973,3,2,Common,Drone,Creature
Temporal Cascade,{5}{U}{U},7,U,Puddnhead,52,Sorcery,Choose one —\n• Each player shuffles his or her hand and graveyard into his or her library.\n• Each player draws seven cards.\nEntwine {2} (Choose both if you pay the entwine cost.),MRD,,normal,49055,,,Rare,,Sorcery
Thirst for Knowledge,{2}{U},3,U,Ben Thompson,53,Instant,Draw three cards. Then discard two cards unless you discard an artifact card.,"pFNM,MRD,HOP,DDF,MMA","Lymph, the fluid essence of blinkmoths, is prized by wizards for the rush of intellect it provides.",normal,45978,,,Uncommon,,Instant
Thoughtcast,{4}{U},5,U,Greg Hildebrandt,54,Sorcery,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)\nDraw two cards.,"MRD,DDF,MM2",Vedalken eyes don't see the beauty in things. They see only what those things can teach.,normal,46085,,,Common,,Sorcery
Vedalken Archmage,{2}{U}{U},4,U,Kev Walker,55,Creature — Vedalken Wizard,"Whenever you cast an artifact spell, draw a card.",MRD,"""The Knowledge Pool knows. Memnarch understands.""\n—Janus, speaker of the synod",normal,46557,0,2,Rare,"Vedalken,Wizard",Creature
Wanderguard Sentry,{4}{U},5,U,Luca Zontini,56,Creature — Drone,"When Wanderguard Sentry enters the battlefield, look at target opponent's hand.","MRD,9ED","Created by the vedalken to guard Lumengrid, the drones' empty eyes look beyond the Quicksilver Sea.",normal,48439,3,3,Common,Drone,Creature
Barter in Blood,{2}{B}{B},4,B,Paolo Parente,57,Sorcery,Each player sacrifices two creatures.,"MRD,DDC,AVR,DD3_DVD,C15,DDQ","""In the game of conquest, who cares about the pawns if the king yet reigns?""\n—Geth, keeper of the Vault",normal,48591,,,Uncommon,,Sorcery
Betrayal of Flesh,{5}{B},6,B,Wayne England,58,Instant,Choose one —\n• Destroy target creature.\n• Return target creature card from your graveyard to the battlefield.\nEntwine—Sacrifice three lands. (Choose both if you pay the entwine cost.),MRD,,normal,48588,,,Uncommon,,Instant
Chimney Imp,{4}{B},5,B,Christopher Moeller,59,Creature — Imp,"Flying\nWhen Chimney Imp dies, target opponent puts a card from his or her hand on top of his or her library.",MRD,,normal,45985,1,2,Common,Imp,Creature
Consume Spirit,{X}{1}{B},2,B,Matt Thompson,60,Sorcery,Spend only black mana on X.\nConsume Spirit deals X damage to target creature or player and you gain X life.,"pMEI,MRD,9ED,10E,DDC,M10,HOP,DPA,M12,DD3_DVD","Mephidross changes all who dwell there, taking their lives and adding them to its own.",normal,45987,,,Common,,Sorcery
Contaminated Bond,{1}{B},2,B,Thomas M. Baxa,61,Enchantment — Aura,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nWhenever enchanted creature attacks or blocks, its controller loses 3 life.","MRD,9ED,10E",This leash disciplines the master.,normal,49444,,,Common,Aura,Enchantment
Disciple of the Vault,{B},1,B,Matt Thompson,62,Creature — Human Cleric,"Whenever an artifact is put into a graveyard from the battlefield, you may have target opponent lose 1 life.",MRD,"He stands in the shadow of his lord, Geth, drinking in the dark energies of the Vault.",normal,49090,1,1,Common,"Human,Cleric",Creature
Dross Harvester,{1}{B}{B},3,B,Michael Sutfin,63,Creature — Horror,"Protection from white\nAt the beginning of your end step, you lose 4 life.\nWhenever a creature dies, you gain 2 life.",MRD,,normal,50537,4,4,Rare,Horror,Creature
Dross Prowler,{2}{B},3,B,Michael Sutfin,64,Creature — Zombie,Fear (This creature can't be blocked except by artifact creatures and/or black creatures.),MRD,"""I would never have believed that on a world with four suns there could exist a place so dark.""\n—Glissa Sunseeker",normal,48570,2,1,Common,Zombie,Creature
Flayed Nim,{3}{B},4,B,Trevor Hairsine,65,Creature — Skeleton,"Whenever Flayed Nim deals combat damage to a creature, that creature's controller loses that much life.\n{2}{B}: Regenerate Flayed Nim.",MRD,,normal,46094,2,2,Uncommon,Skeleton,Creature
Grim Reminder,{2}{B},3,B,Wayne England,66,Instant,Search your library for a nonland card and reveal it. Each opponent who cast a card this turn with the same name as that card loses 6 life. Then shuffle your library.\n{B}{B}: Return Grim Reminder from your graveyard to your hand. Activate this ability only during your upkeep.,MRD,,normal,49081,,,Rare,,Instant
Irradiate,{3}{B},4,B,Dave Dorman,67,Instant,Target creature gets -1/-1 until end of turn for each artifact you control.,MRD,The blast ignores the cage of metal but devours the flesh inside.,normal,48585,,,Common,,Instant
Moriok Scavenger,{3}{B},4,B,Puddnhead,68,Creature — Human Rogue,"When Moriok Scavenger enters the battlefield, you may return target artifact creature card from your graveyard to your hand.",MRD,Many go to Mephidross in search of lost riches. Most end up as part of the cache.,normal,45965,2,3,Common,"Human,Rogue",Creature
Necrogen Mists,{2}{B},3,B,Alex Horley-Orlandelli,69,Enchantment,"At the beginning of each player's upkeep, that player discards a card.",MRD,Mephidross filled with roars of fury and wails of despair as the leonin fought to keep their memories from being pulled into the mists.,normal,48589,,,Rare,,Enchantment
Nim Devourer,{3}{B}{B},5,B,Adam Rex,70,Creature — Zombie,"Nim Devourer gets +1/+0 for each artifact you control.\n{B}{B}: Return Nim Devourer from your graveyard to the battlefield, then sacrifice a creature. Activate this ability only during your upkeep.",MRD,,normal,46090,4,1,Rare,Zombie,Creature
Nim Lasher,{2}{B},3,B,Adam Rex,71,Creature — Zombie,Nim Lasher gets +1/+0 for each artifact you control.,MRD,"The rotting metal feeds the necrogen mists, and in turn the mists feed the nim.",normal,12394,1,1,Common,Zombie,Creature
Nim Shambler,{2}{B}{B},4,B,Adam Rex,72,Creature — Zombie,Nim Shambler gets +1/+0 for each artifact you control.\nSacrifice a creature: Regenerate Nim Shambler.,MRD,"Called ""the Dross"" by its inhabitants, Mephidross is home to the nim, Mirrodin's mindless, ravenous undead.",normal,48126,2,1,Uncommon,Zombie,Creature
Nim Shrieker,{3}{B},4,B,Adam Rex,73,Creature — Zombie,Flying\nNim Shrieker gets +1/+0 for each artifact you control.,MRD,As imps they were an annoyance. As nim they are a pestilence.,normal,48584,0,1,Common,Zombie,Creature
Promise of Power,{2}{B}{B}{B},5,B,Kev Walker,74,Sorcery,"Choose one —\n• You draw five cards and you lose 5 life.\n• Put an X/X black Demon creature token with flying onto the battlefield, where X is the number of cards in your hand.\nEntwine {4} (Choose both if you pay the entwine cost.)","MRD,DDC,C14,DD3_DVD",,normal,48096,,,Rare,,Sorcery
Reiver Demon,{4}{B}{B}{B}{B},8,B,Brom,75,Creature — Demon,"Flying\nWhen Reiver Demon enters the battlefield, if you cast it from your hand, destroy all nonartifact, nonblack creatures. They can't be regenerated.","MRD,DDC,CMD,DD3_DVD",,normal,48427,6,6,Rare,Demon,Creature
Relic Bane,{1}{B}{B},3,B,Eric Peterson,76,Enchantment — Aura,"Enchant artifact\nEnchanted artifact has ""At the beginning of your upkeep, you lose 2 life.""",MRD,A sword that has seen cowardice in battle exacts the price of honor from its wielder.,normal,48329,,,Uncommon,Aura,Enchantment
Slith Bloodletter,{B}{B},2,B,Justin Sweet,77,Creature — Slith,"Whenever Slith Bloodletter deals combat damage to a player, put a +1/+1 counter on it.\n{1}{B}: Regenerate Slith Bloodletter.",MRD,"Goblins fear the slith, believing they are children banished from the womb of the Steel Mother, deep within Kuldotha.",normal,46091,1,1,Uncommon,Slith,Creature
Spoils of the Vault,{B},1,B,Thomas M. Baxa,78,Instant,"Name a card. Reveal cards from the top of your library until you reveal the named card, then put that card into your hand. Exile all other cards revealed this way, and you lose 1 life for each of the exiled cards.",MRD,,normal,46572,,,Rare,,Instant
Terror,{1}{B},2,B,Puddnhead,79,Instant,"Destroy target nonartifact, nonblack creature. It can't be regenerated.","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,ATH,6ED,BRB,pFNM,S00,BTD,pMPR,MRD,10E,DPA,ME4","""A simple trap in a dark corner of the mind, and their nightmares catch up with them.""\n—Geth, keeper of the Vault",normal,45988,,,Common,,Instant
Vermiculos,{4}{B},5,B,Daren Bader,80,Creature — Horror,"Whenever an artifact enters the battlefield, Vermiculos gets +4/+4 until end of turn.",MRD,"Mirrodin's artificial environment requires its own predators, scavengers, and senseless forces of nature.",normal,47936,1,1,Rare,Horror,Creature
Wail of the Nim,{2}{B},3,B,John Matson,81,Instant,Choose one —\n• Regenerate each creature you control.\n• Wail of the Nim deals 1 damage to each creature and each player.\nEntwine {B} (Choose both if you pay the entwine cost.),MRD,,normal,48105,,,Common,,Instant
Wall of Blood,{2}{B},3,B,Tony Szczudlo,82,Creature — Wall,Defender (This creature can't attack.)\nPay 1 life: Wall of Blood gets +1/+1 until end of turn.,MRD,Blood is thicker than mortar.,normal,48184,0,2,Uncommon,Wall,Creature
Woebearer,{4}{B},5,B,Matt Thompson,83,Creature — Zombie,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)\nWhenever Woebearer deals combat damage to a player, you may return target creature card from your graveyard to your hand.",MRD,,normal,46074,2,3,Uncommon,Zombie,Creature
Wrench Mind,{B}{B},2,B,Pete Venters,84,Sorcery,Target player discards two cards unless he or she discards an artifact card.,MRD,What is the sound of one head snapping?,normal,45990,,,Common,,Sorcery
Arc-Slogger,{3}{R}{R},5,R,Jeff Easley,85,Creature — Beast,"{R}, Exile the top ten cards of your library: Arc-Slogger deals 2 damage to target creature or player.",MRD,A shuffling sound and the smell of ozone follow the slogger as surely as its electric tail.,normal,48436,4,5,Rare,Beast,Creature
Atog,{1}{R},2,R,Puddnhead,86,Creature — Atog,Sacrifice an artifact: Atog gets +2/+2 until end of turn.,"ATQ,3ED,5ED,MRD,ME4","On Dominaria, a scavenger. On Mirrodin, a predator.",normal,46106,1,2,Uncommon,Atog,Creature
Confusion in the Ranks,{3}{R}{R},5,R,Ron Spencer,87,Enchantment,"Whenever an artifact, creature, or enchantment enters the battlefield, its controller chooses target permanent another player controls that shares a card type with it. Exchange control of those permanents.",MRD,,normal,49528,,,Rare,,Enchantment
Detonate,{X}{R},1,R,Dave Dorman,88,Sorcery,Destroy target artifact with converted mana cost X. It can't be regenerated. Detonate deals X damage to that artifact's controller.,"ATQ,4ED,RQS,ITP,5ED,MRD,ME4","The goblins have forty-two different words for ""ow.""",normal,46110,,,Uncommon,,Sorcery
Electrostatic Bolt,{R},1,R,Randy Gallegos,89,Instant,"Electrostatic Bolt deals 2 damage to target creature. If it's an artifact creature, Electrostatic Bolt deals 4 damage to it instead.",MRD,It's hard to avoid electric shock when the entire plane is metallic.,normal,49101,,,Common,,Instant
Fiery Gambit,{2}{R},3,R,Scott M. Fischer,90,Sorcery,"Flip a coin until you lose a flip or choose to stop flipping. If you lose a flip, Fiery Gambit has no effect. If you win one or more flips, Fiery Gambit deals 3 damage to target creature. If you win two or more flips, Fiery Gambit deals 6 damage to each opponent. If you win three or more flips, draw nine cards and untap all lands you control.",MRD,,normal,48073,,,Rare,,Sorcery
Fists of the Anvil,{1}{R},2,R,Pete Venters,91,Instant,Target creature gets +4/+0 until end of turn.,"MRD,10E","Gron's mind reeled with possibilities, most of which are best left unmentioned.",normal,48377,,,Common,,Instant
Forge Armor,{4}{R},5,R,Tony Szczudlo,92,Instant,"As an additional cost to cast Forge Armor, sacrifice an artifact.\nPut X +1/+1 counters on target creature, where X is the sacrificed artifact's converted mana cost.",MRD,,normal,46577,,,Uncommon,,Instant
Fractured Loyalty,{1}{R},2,R,Greg Staples,93,Enchantment — Aura,"Enchant creature\nWhenever enchanted creature becomes the target of a spell or ability, that spell or ability's controller gains control of that creature. (This effect lasts indefinitely.)",MRD,,normal,48390,,,Uncommon,Aura,Enchantment
Goblin Striker,{1}{R},2,R,Kevin Dobler,94,Creature — Goblin Berserker,"First strike, haste",MRD,"There's no word in the goblin language for ""strategy."" Then again, there's no word in the goblin language for ""word.""",normal,48592,1,1,Common,"Goblin,Berserker",Creature
Grab the Reins,{3}{R},4,R,Michael Sutfin,95,Instant,"Choose one —\n• Until end of turn, you gain control of target creature and it gains haste.\n• Sacrifice a creature. Grab the Reins deals damage equal to that creature's power to target creature or player.\nEntwine {2}{R} (Choose both if you pay the entwine cost.)",MRD,,normal,49435,,,Uncommon,,Instant
Incite War,{2}{R},3,R,Alex Horley-Orlandelli,96,Instant,Choose one —\n• Creatures target player controls attack this turn if able.\n• Creatures you control gain first strike until end of turn.\nEntwine {2} (Choose both if you pay the entwine cost.),MRD,,normal,48138,,,Common,,Instant
Krark-Clan Grunt,{2}{R},3,R,Thomas M. Baxa,97,Creature — Goblin Warrior,Sacrifice an artifact: Krark-Clan Grunt gets +1/+0 and gains first strike until end of turn.,MRD,"The more weapons a goblin breaks in battle, the more respected he becomes.",normal,45992,2,2,Common,"Goblin,Warrior",Creature
Krark-Clan Shaman,{R},1,R,Thomas M. Baxa,98,Creature — Goblin Shaman,Sacrifice an artifact: Krark-Clan Shaman deals 1 damage to each creature without flying.,MRD,"""What do you mean, we're out of stuff to melt down? Give me your leg.""",normal,45994,1,1,Common,"Goblin,Shaman",Creature
Mass Hysteria,{R},1,R,Adam Rex,99,Enchantment,All creatures have haste.,MRD,"The sooner you see the whites of their eyes, the sooner you'll spill the red of their blood.",normal,48191,,,Rare,,Enchantment
Megatog,{4}{R}{R},6,R,Pete Venters,100,Creature — Atog,Sacrifice an artifact: Megatog gets +3/+3 and gains trample until end of turn.,MRD,"In an ironic bit of evolution, the megatog's dozens of teeth are mainly ornamental. It prefers swallowing things whole.",normal,46579,3,4,Rare,Atog,Creature
Molten Rain,{1}{R}{R},3,R,Hugh Jamieson,101,Sorcery,"Destroy target land. If that land was nonbasic, Molten Rain deals 2 damage to the land's controller.",MRD,"When the molten rains fall, entire landscapes melt and flow away in rivulets of fire.",normal,46000,,,Common,,Sorcery
Ogre Leadfoot,{4}{R},5,R,Heather Hudson,102,Creature — Ogre,"Whenever Ogre Leadfoot becomes blocked by an artifact creature, destroy that creature.",MRD,"When the goblins need more scrap for the Great Furnace, they simply let the ogres loose and follow in their wake.",normal,45993,3,3,Common,Ogre,Creature
Rustmouth Ogre,{4}{R}{R},6,R,Brian Snõddy,103,Creature — Ogre,"Whenever Rustmouth Ogre deals combat damage to a player, you may destroy target artifact that player controls.",MRD,It has an iron stomach. Literally.,normal,46118,5,4,Uncommon,Ogre,Creature
