name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Lumithread Field,{1}{W},2,W,Scott Altmann,25,Enchantment,Creatures you control get +0/+1.\nMorph {1}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),FUT,"Having conquered the Bastion of Suns, the Ota took its light for their own.",normal,126186,,,Common,,Enchantment
Lymph Sliver,{4}{W},5,W,Ittoku,26,Creature — Sliver,"All Sliver creatures have absorb 1. (If a source would deal damage to a Sliver, prevent 1 of that damage.)",FUT,"Its skin remains in a flowing, liquid state that keeps its body coated with potent restorative lymph.",normal,126165,3,3,Common,Sliver,Creature
Mistmeadow Skulk,{1}{W},2,W,Omar Rayyan,27,Creature — Kithkin Rogue,"Lifelink, protection from converted mana cost 3 or greater","FUT,SHM","Doyo suspected the boggarts of brewing a plot against his crop, so he scythed away his grain to clear the sightlines.",normal,130346,1,1,Uncommon,"Kithkin,Rogue",Creature
"Oriss, Samite Guardian",{1}{W}{W},3,W,Michael Komarck,28,Legendary Creature — Human Cleric,"{T}: Prevent all damage that would be dealt to target creature this turn.\nGrandeur — Discard another card named Oriss, Samite Guardian: Target player can't cast spells this turn, and creatures that player controls can't attack this turn.",FUT,,normal,136210,1,3,Rare,"Human,Cleric",Creature
Patrician's Scorn,{3}{W},4,W,John Avon,29,Instant,"If you've cast another white spell this turn, you may cast Patrician's Scorn without paying its mana cost.\nDestroy all enchantments.",FUT,Lady Farisa's contempt of tawdry kitsch grew even more infamous after her death.,normal,136213,,,Common,,Instant
Ramosian Revivalist,{3}{W},4,W,Matt Stewart,30,Creature — Human Rebel Cleric,"{6}, {T}: Return target Rebel permanent card with converted mana cost 5 or less from your graveyard to the battlefield.",FUT,"The Ramosian tradition is alive, but its namesake has long since been forgotten.",normal,136145,2,2,Uncommon,"Human,Rebel,Cleric",Creature
Seht's Tiger,{2}{W}{W},4,W,Thomas Gianni,31,Creature — Cat,"Flash (You may cast this spell any time you could cast an instant.)\nWhen Seht's Tiger enters the battlefield, you gain protection from the color of your choice until end of turn. (You can't be targeted, dealt damage, or enchanted by anything of the chosen color.)",FUT,,normal,130347,3,3,Rare,Cat,Creature
Aven Augur,{3}{U},4,U,Dan Scott,32,Creature — Bird Wizard,Flying\nSacrifice Aven Augur: Return up to two target creatures to their owners' hands. Activate this ability only during your upkeep.,FUT,"""I have seen the future. It does not include you.""",normal,132225,2,2,Common,"Bird,Wizard",Creature
Cloudseeder,{1}{U},2,U,Tsutomu Kawade,33,Creature — Faerie Spellshaper,"Flying\n{U}, {T}, Discard a card: Put a 1/1 blue Faerie creature token named Cloud Sprite onto the battlefield. It has flying and ""Cloud Sprite can block only creatures with flying.""",FUT,,normal,130309,1,1,Uncommon,"Faerie,Spellshaper",Creature
Cryptic Annelid,{3}{U},4,U,Anthony S. Waters,34,Creature — Worm Beast,"When Cryptic Annelid enters the battlefield, scry 1, then scry 2, then scry 3. (To scry X, look at the top X cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","FUT,DDI",,normal,126141,1,4,Uncommon,"Worm,Beast",Creature
Delay,{1}{U},2,U,Ron Spears,35,Instant,"Counter target spell. If the spell is countered this way, exile it with three time counters on it instead of putting it into its owner's graveyard. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, remove a time counter from that card. When the last is removed, the player plays it without paying its mana cost. If it's a creature, it has haste.)",FUT,,normal,132228,,,Uncommon,,Instant
Foresee,{3}{U},4,U,Ron Spears,36,Sorcery,"Scry 4, then draw two cards. (To scry 4, look at the top four cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","FUT,M11","Wind time's watch, and watch time unwind.",normal,130669,,,Common,,Sorcery
Infiltrator il-Kor,{4}{U},5,U,Jon Foster,37,Creature — Kor Rogue,"Shadow (This creature can block or be blocked by only creatures with shadow.)\nSuspend 2—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)",FUT,,normal,130694,3,1,Common,"Kor,Rogue",Creature
Leaden Fists,{2}{U},3,U,Shishizaru,38,Enchantment — Aura,Flash (You may cast this spell any time you could cast an instant.)\nEnchant creature\nEnchanted creature gets +3/+3 and doesn't untap during its controller's untap step.,FUT,,normal,126139,,,Common,Aura,Enchantment
Maelstrom Djinn,{7}{U},8,U,Hideaki Takamura,39,Creature — Djinn,"Flying\nMorph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen Maelstrom Djinn is turned face up, put two time counters on it and it gains vanishing. (At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)",FUT,,normal,136195,5,6,Rare,Djinn,Creature
Magus of the Future,{2}{U}{U}{U},5,U,Anthony Francisco,40,Creature — Human Wizard,Play with the top card of your library revealed.\nYou may play the top card of your library.,FUT,Those gifted with the sight have one eye in the present and the other in the future.,normal,136051,2,3,Rare,"Human,Wizard",Creature
Mystic Speculation,{U},1,U,Trevor Hairsine,41,Sorcery,"Buyback {2} (You may pay an additional {2} as you cast this spell. If you do, put this card into your hand as it resolves.)\nScry 3. (Look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",FUT,,normal,126156,,,Uncommon,,Sorcery
Pact of Negation,{0},,U,Jason Chan,42,Instant,"Counter target spell.\nAt the beginning of your next upkeep, pay {3}{U}{U}. If you don't, you lose the game.","FUT,MMA",Those who expect betrayal at every turn are seldom disappointed.,normal,130701,,,Rare,,Instant
Reality Strobe,{4}{U}{U},6,U,Dan Scott,43,Sorcery,"Return target permanent to its owner's hand. Exile Reality Strobe with three time counters on it.\nSuspend 3—{2}{U} (Rather than cast this card from your hand, you may pay {2}{U} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)",FUT,,normal,126153,,,Uncommon,,Sorcery
Take Possession,{5}{U}{U},7,U,Michael Phillippi,44,Enchantment — Aura,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)\nEnchant permanent\nYou control enchanted permanent.","FUT,MMA",,normal,136199,,,Rare,Aura,Enchantment
Unblinking Bleb,{3}{U},4,U,Shishizaru,45,Creature — Illusion,"Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhenever Unblinking Bleb or another permanent is turned face up, you may scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",FUT,,normal,130342,1,3,Common,Illusion,Creature
"Venser, Shaper Savant",{2}{U}{U},4,U,Aleksi Briclot,46,Legendary Creature — Human Wizard,"Flash (You may cast this spell any time you could cast an instant.)\nWhen Venser, Shaper Savant enters the battlefield, return target spell or permanent to its owner's hand.","FUT,V13",His marvels of artifice pale in comparison to the developing machinery of his mind.,normal,136209,2,2,Rare,"Human,Wizard",Creature
Venser's Diffusion,{2}{U},3,U,Hideaki Takamura,47,Instant,Return target nonland permanent or suspended card to its owner's hand.,FUT,"""Each reality is but the dream of another, and each sleeper a god unknowing.""",normal,136197,,,Common,,Instant
Arcanum Wings,{1}{U},2,U,Carl Frank,48,Enchantment — Aura,Enchant creature\nEnchanted creature has flying.\nAura swap {2}{U} ({2}{U}: Exchange this Aura with an Aura card in your hand.),FUT,"Nobles don wings to reach the sky villas of their peers, exchanging them for more fashionable attire upon arrival.",normal,136055,,,Uncommon,Aura,Enchantment
Blind Phantasm,{2}{U},3,U,Khang Le,49,Creature — Illusion,,FUT,,normal,126143,2,3,Common,Illusion,Creature
Bonded Fetch,{2}{U},3,U,Brandon Kitkouski,50,Creature — Homunculus,"Defender, haste\n{T}: Draw a card, then discard a card.",FUT,"A well-made homunculus grooms the mind of its master, pruning the thoughts that lead to madness. Few loredelvers survive the study of the infinite without one.",normal,132229,0,2,Uncommon,Homunculus,Creature
"Linessa, Zephyr Mage",{3}{U},4,U,Jim Murray,51,Legendary Creature — Human Wizard,"{X}{U}{U}, {T}: Return target creature with converted mana cost X to its owner's hand.\nGrandeur — Discard another card named Linessa, Zephyr Mage: Target player returns a creature he or she controls to its owner's hand, then repeats this process for an artifact, an enchantment, and a land.",FUT,,normal,136198,3,3,Rare,"Human,Wizard",Creature
Logic Knot,{X}{U}{U},2,U,Glen Angus,52,Instant,Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)\nCounter target spell unless its controller pays {X}.,"FUT,MMA",,normal,126151,,,Common,,Instant
Mesmeric Sliver,{3}{U},4,U,Michael Bruinsma,53,Creature — Sliver,"All Slivers have ""When this permanent enters the battlefield, you may fateseal 1."" (To fateseal 1, its controller looks at the top card of an opponent's library, then he or she may put that card on the bottom of that library.)",FUT,,normal,136202,2,2,Common,Sliver,Creature
Narcomoeba,{1}{U},2,U,Matt Stewart,54,Creature — Illusion,"Flying\nWhen Narcomoeba is put into your graveyard from your library, you may put it onto the battlefield.","FUT,MMA",It was created by the Iquati as a living memory—one that objects to being forgotten.,normal,136140,1,1,Uncommon,Illusion,Creature
Nix,{U},1,U,Brian Despain,55,Instant,Counter target spell if no mana was spent to cast it.,FUT,"""There is no shortcut to work done true and well. The Creators learned this to their sorrow, the first time they made the world.""\n—Githri the Prisoner",normal,130564,,,Rare,,Instant
Sarcomite Myr,{2}{U},3,U,Michael Bruinsma,56,Artifact Creature — Myr,"{2}: Sarcomite Myr gains flying until end of turn.\n{2}, Sacrifice Sarcomite Myr: Draw a card.","FUT,HOP","""A horrible sight, yes, but the sounds . . . Its twanging tendons and grinding gears are almost musical.""\n—Brudiclad, Telchor engineer",normal,136212,2,1,Common,Myr,"Artifact,Creature"
Second Wind,{2}{U},3,U,Matt Stewart,57,Enchantment — Aura,Enchant creature\n{T}: Tap enchanted creature.\n{T}: Untap enchanted creature.,FUT,Vindr stormchasers believe that the same ancient forces that move the winds can also move mortal minds and hearts.,normal,136158,,,Uncommon,Aura,Enchantment
Shapeshifter's Marrow,{2}{U}{U},4,U,Chippy,58,Enchantment,"At the beginning of each opponent's upkeep, that player reveals the top card of his or her library. If it's a creature card, the player puts the card into his or her graveyard and Shapeshifter's Marrow becomes a copy of that card. (If it does, it loses this ability.)",FUT,,normal,136214,,,Rare,,Enchantment
Spellweaver Volute,{3}{U}{U},5,U,Bud Cook,59,Enchantment — Aura,"Enchant instant card in a graveyard\nWhenever you cast a sorcery spell, copy the enchanted instant card. You may cast the copy without paying its mana cost. If you do, exile the enchanted card and attach Spellweaver Volute to another instant card in a graveyard.",FUT,,normal,136032,,,Rare,Aura,Enchantment
Spin into Myth,{4}{U},5,U,David Day,60,Instant,"Put target creature on top of its owner's library, then fateseal 2. (To fateseal 2, look at the top two cards of an opponent's library, then put any number of them on the bottom of that player's library and the rest on top in any order.)","FUT,ARC",,normal,130344,,,Uncommon,,Instant
Vedalken Æthermage,{1}{U},2,U,William Simpson,61,Creature — Vedalken Wizard,"Flash (You may cast this spell any time you could cast an instant.)\nWhen Vedalken Æthermage enters the battlefield, return target Sliver to its owner's hand.\nWizardcycling {3} ({3}, Discard this card: Search your library for a Wizard card, reveal it, and put it into your hand. Then shuffle your library.)",FUT,,normal,130325,1,2,Common,"Vedalken,Wizard",Creature
Whip-Spine Drake,{3}{U}{U},5,"U,W",Eric Fortune,62,Creature — Drake,Flying\nMorph {2}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),FUT,"""I swear the clouds were created just so the drakes would have a place to lurk.""\n—Kasharri, skyknight",normal,126178,3,3,Common,Drake,Creature
Augur of Skulls,{1}{B},2,B,Chippy,63,Creature — Skeleton Wizard,{1}{B}: Regenerate Augur of Skulls.\nSacrifice Augur of Skulls: Target player discards two cards. Activate this ability only during your upkeep.,FUT,"Within each empty skull, it seeks ways to preserve its own failing undeath.",normal,132224,1,1,Common,"Skeleton,Wizard",Creature
Cutthroat il-Dal,{3}{B},4,B,Vance Kovacs,64,Creature — Human Rogue,Hellbent — Cutthroat il-Dal has shadow as long as you have no cards in hand. (It can block or be blocked by only creatures with shadow.),FUT,"Her blades slashed across the noble's shadow. He scoffed, then fell over dead.",normal,126177,4,1,Common,"Human,Rogue",Creature
Festering March,{3}{B}{B},5,B,Brandon Kitkouski,65,Sorcery,"Creatures your opponents control get -1/-1 until end of turn. Exile Festering March with three time counters on it.\nSuspend 3—{2}{B} (Rather than cast this card from your hand, you may pay {2}{B} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)",FUT,,normal,126131,,,Uncommon,,Sorcery
Gibbering Descent,{4}{B}{B},6,B,Ittoku,66,Enchantment,"At the beginning of each player's upkeep, that player loses 1 life and discards a card.\nHellbent — Skip your upkeep step if you have no cards in hand.\nMadness {2}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",FUT,,normal,130690,,,Rare,,Enchantment
Grave Peril,{1}{B},2,B,Daarken,67,Enchantment,"When a nonblack creature enters the battlefield, sacrifice Grave Peril. If you do, destroy that creature.","FUT,C15","""Sometimes the grave does not wait for death before relishing its feast of flesh and bones.""\n—Ezrith, druid of the Dark Hours",normal,126159,,,Common,,Enchantment
Ichor Slick,{2}{B},3,B,Zoltan Boros & Gabor Szikszai,68,Sorcery,"Target creature gets -3/-3 until end of turn.\nCycling {2} ({2}, Discard this card: Draw a card.)\nMadness {3}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","FUT,DDD,DD3_GVL",,normal,130683,,,Common,,Sorcery
Lost Hours,{1}{B},2,B,Jon Foster,69,Sorcery,Target player reveals his or her hand. You choose a nonland card from it. That player puts that card into his or her library third from the top.,FUT,"""Your thoughts do not interest me nearly as much as the absence thereof.""\n—Gorghul, augur of skulls",normal,130332,,,Common,,Sorcery
Magus of the Abyss,{3}{B},4,B,Kev Walker,70,Creature — Human Wizard,"At the beginning of each player's upkeep, destroy target nonartifact creature that player controls of his or her choice. It can't be regenerated.",FUT,"He climbs a staircase of falling souls, fighting the continuous pull of the void.",normal,136033,4,3,Rare,"Human,Wizard",Creature
Minions' Murmurs,{2}{B}{B},4,B,Nils Hamm,71,Sorcery,"You draw X cards and you lose X life, where X is the number of creatures you control.",FUT,"""They are quick to offer advice, those whose mistakes doomed them to undeath. How can I not listen to the wisdom of failure?""\n—Ratadrabik of Urborg",normal,130316,,,Uncommon,,Sorcery
Nihilith,{4}{B}{B},6,B,Dave Allsop,72,Creature — Horror,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)\nSuspend 7—{1}{B} (Rather than cast this card from your hand, you may pay {1}{B} and exile it with seven time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)\nWhenever a card is put into an opponent's graveyard from anywhere, if Nihilith is suspended, you may remove a time counter from Nihilith.",FUT,,normal,136206,4,4,Rare,Horror,Creature
Oblivion Crown,{1}{B},2,B,Kev Walker,73,Enchantment — Aura,"Flash (You may cast this spell any time you could cast an instant.)\nEnchant creature\nEnchanted creature has ""Discard a card: This creature gets +1/+1 until end of turn.""",FUT,,normal,132219,,,Common,Aura,Enchantment
Pooling Venom,{1}{B},2,B,Ron Spears,74,Enchantment — Aura,"Enchant land\nWhenever enchanted land becomes tapped, its controller loses 2 life.\n{3}{B}: Destroy enchanted land.",FUT,The land can only hold so much poison before it begins to bite back.,normal,136211,,,Uncommon,Aura,Enchantment
Putrid Cyclops,{2}{B},3,B,Matt Cavotta,75,Creature — Zombie Cyclops,"When Putrid Cyclops enters the battlefield, scry 1, then reveal the top card of your library. Putrid Cyclops gets -X/-X until end of turn, where X is that card's converted mana cost. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)",FUT,,normal,126148,3,3,Common,"Zombie,Cyclops",Creature
Shimian Specter,{2}{B}{B},4,B,Anthony S. Waters,76,Creature — Specter,"Flying\nWhenever Shimian Specter deals combat damage to a player, that player reveals his or her hand. You choose a nonland card from it. Search that player's graveyard, hand, and library for all cards with the same name as that card and exile them. Then that player shuffles his or her library.","FUT,M13",,normal,126134,2,2,Rare,Specter,Creature
Skirk Ridge Exhumer,{1}{B},2,B,Michael Phillippi,77,Creature — Zombie Spellshaper,"{B}, {T}, Discard a card: Put a 1/1 black Zombie Goblin creature token named Festering Goblin onto the battlefield. It has ""When Festering Goblin dies, target creature gets -1/-1 until end of turn.""",FUT,,normal,130314,1,1,Uncommon,"Zombie,Spellshaper",Creature
Slaughter Pact,{0},,B,Kev Walker,78,Instant,"Destroy target nonblack creature.\nAt the beginning of your next upkeep, pay {2}{B}. If you don't, you lose the game.","FUT,MMA",Death is only the beginning of the end.,normal,130704,,,Rare,,Instant
Stronghold Rats,{2}{B},3,B,Brandon Kitkouski,79,Creature — Rat,"Shadow (This creature can block or be blocked by only creatures with shadow.)\nWhenever Stronghold Rats deals combat damage to a player, each player discards a card.",FUT,"In the stronghold's dungeons, the shadows hide in the vermin.",normal,136056,2,1,Uncommon,Rat,Creature
Bitter Ordeal,{2}{B},3,B,Daarken,80,Sorcery,"Search target player's library for a card and exile it. Then that player shuffles his or her library.\nGravestorm (When you cast this spell, copy it for each permanent put into a graveyard this turn. You may choose new targets for the copies.)",FUT,,normal,136049,,,Rare,,Sorcery
Bridge from Below,{B}{B}{B},3,B,Greg & Tim Hildebrandt,81,Enchantment,"Whenever a nontoken creature is put into your graveyard from the battlefield, if Bridge from Below is in your graveyard, put a 2/2 black Zombie creature token onto the battlefield.\nWhen a creature is put into an opponent's graveyard from the battlefield, if Bridge from Below is in your graveyard, exile Bridge from Below.","FUT,MMA",,normal,136054,,,Rare,,Enchantment
Death Rattle,{5}{B},6,B,Vance Kovacs,82,Instant,Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)\nDestroy target nongreen creature. It can't be regenerated.,"FUT,MMA",,normal,136043,,,Common,,Instant
Deepcavern Imp,{2}{B},3,B,Scott Altmann,83,Creature — Imp Rebel,"Flying, haste\nEcho—Discard a card. (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)","FUT,MMA",,normal,132226,2,2,Common,"Imp,Rebel",Creature
Fleshwrither,{2}{B}{B},4,B,Dave Allsop,84,Creature — Horror,"Transfigure {1}{B}{B} ({1}{B}{B}, Sacrifice this creature: Search your library for a creature card with the same converted mana cost as this creature and put that card onto the battlefield. Then shuffle your library. Transfigure only as a sorcery.)",FUT,,normal,132220,3,3,Uncommon,Horror,Creature
Frenzy Sliver,{1}{B},2,B,Glen Angus,85,Creature — Sliver,"All Sliver creatures have frenzy 1. (Whenever a Sliver attacks and isn't blocked, it gets +1/+0 until end of turn.)","FUT,H09","The Arturan conjurers took the strange, alien fossil and patterned their own twisted creations in its image.",normal,126187,1,1,Common,Sliver,Creature
Grave Scrabbler,{3}{B},4,B,Dave Allsop,86,Creature — Zombie,"Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)\nWhen Grave Scrabbler enters the battlefield, if its madness cost was paid, you may return target creature card from a graveyard to its owner's hand.",FUT,,normal,132211,2,2,Common,Zombie,Creature
"Korlash, Heir to Blackblade",{2}{B}{B},4,B,Daarken,87,Legendary Creature — Zombie Warrior,"Korlash, Heir to Blackblade's power and toughness are each equal to the number of Swamps you control.\n{1}{B}: Regenerate Korlash.\nGrandeur — Discard another card named Korlash, Heir to Blackblade: Search your library for up to two Swamp cards, put them onto the battlefield tapped, then shuffle your library.","pPRE,FUT",,normal,136208,*,*,Rare,"Zombie,Warrior",Creature
Mass of Ghouls,{3}{B}{B},5,B,Lucio Parrillo,88,Creature — Zombie Warrior,,"FUT,10E",,normal,126158,5,3,Common,"Zombie,Warrior",Creature
Snake Cult Initiation,{3}{B},4,B,Justin Sweet,89,Enchantment — Aura,"Enchant creature\nEnchanted creature has poisonous 3. (Whenever it deals combat damage to a player, that player gets three poison counters. A player with ten or more poison counters loses the game.)",FUT,,normal,130708,,,Uncommon,Aura,Enchantment
Street Wraith,{3}{B}{B},5,B,Cyril Van Der Haegen,90,Creature — Wraith,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)\nCycling—Pay 2 life. (Pay 2 life, Discard this card: Draw a card.)","FUT,MMA","The lamps on Wyndmoor Street snuff themselves at midnight and refuse to relight, afraid to illuminate what lies in the darkness.",normal,136205,3,4,Uncommon,Wraith,Creature
