name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Siege Mastodon,{4}{W},5,W,Matt Cavotta,30,Creature — Elephant,,"M10,M11,M12,M14","""Defending the citadel is easy. I just take these big fellows outside the main gate and let the enemy take a good long look.""\n—Mastodon keeper",normal,193931,3,5,Common,Elephant,Creature
Silence,{W},1,W,Wayne Reynolds,31,Instant,Your opponents can't cast spells this turn. (Spells cast before this resolves are unaffected.),"M10,M11,M14","""All the wizardry in the world has to pass through one small and easily sealed door.""\n—Ajani Goldmane",normal,191083,,,Rare,,Instant
Silvercoat Lion,{1}{W},2,W,Terese Nielsen,32,Creature — Cat,,"M10,M11,M13","Hunters of every species on the savannah, silvercoats disdain camouflage in favor of total dominance of the food chain.",normal,193750,2,2,Common,Cat,Creature
Solemn Offering,{2}{W},3,W,Sam Wood,33,Sorcery,Destroy target artifact or enchantment. You gain 4 life.,"M10,M11,M14,M15","""A relic donation is suggested.""\n""The suggestion is mandatory.""\n—Temple signs",normal,189875,,,Common,,Sorcery
Soul Warden,{W},1,W,Randy Gallegos,34,Creature — Human Cleric,"Whenever another creature enters the battlefield, you gain 1 life.","EXO,BRB,9ED,10E,M10,HOP,MD1","""One does not question the size or shape of the grains of sand in an hourglass. Nor do I question the temperament of the souls under my guidance.""",normal,190571,1,1,Common,"Human,Cleric",Creature
Stormfront Pegasus,{1}{W},2,W,rk post,35,Creature — Pegasus,Flying,"M10,M11,M12","""At summer's end, the pegasus herd stampedes across the sky. Their silent footfalls taunt the clouds and bid the rains to come.""\n—Stormfront fable",normal,190543,2,1,Common,Pegasus,Creature
Tempest of Light,{2}{W},3,W,Wayne England,36,Instant,Destroy all enchantments.,"MRD,9ED,10E,M10","""Let everything return to its true nature, so that destiny may take its course.""",normal,190564,,,Uncommon,,Instant
Undead Slayer,{2}{W},3,W,Eric Fortune,37,Creature — Human Cleric,"{W}, {T}: Exile target Skeleton, Vampire, or Zombie.",M10,"""My motive is not vengeance but mercy. I deliver the soulless back to their severed souls.""",normal,190582,2,2,Uncommon,"Human,Cleric",Creature
Veteran Armorsmith,{W}{W},2,W,Michael Komarck,38,Creature — Human Soldier,Other Soldier creatures you control get +0/+1.,"M10,DDO","""Courage is a proud and gleaming shield. It does not bend or hide from sight. To fight with courage, we must forge in steel.""",normal,189923,2,3,Common,"Human,Soldier",Creature
Veteran Swordsmith,{2}{W},3,W,Michael Komarck,39,Creature — Human Soldier,Other Soldier creatures you control get +1/+0.,"M10,DDO","""Truth is a straight, keen edge. There are no soft angles or rounded edges. To fight for truth, we must forge in steel.""",normal,190194,3,2,Common,"Human,Soldier",Creature
Wall of Faith,{3}{W},4,W,Martina Pilcerova,40,Creature — Wall,Defender (This creature can't attack.)\n{W}: Wall of Faith gets +0/+1 until end of turn.,M10,"""This is a fine suit, armorsmith. I will be safe from harm. If only you could forge rings to mail the rest of my people . . .""\n—Lord Hilneth",normal,190182,0,5,Common,Wall,Creature
White Knight,{W}{W},2,W,Christopher Moeller,41,Creature — Human Knight,"First strike (This creature deals combat damage before creatures without first strike.)\nProtection from black (This creature can't be blocked, targeted, dealt damage, or enchanted by anything black.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,pFNM,LGN,M10,M11,ME4,DDG",,normal,189877,2,2,Uncommon,"Human,Knight",Creature
Air Elemental,{3}{U}{U},5,U,Kev Walker,42,Creature — Elemental,Flying,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,PO2,6ED,S99,BRB,BTD,7ED,8ED,9ED,10E,DD2,M10,DPA,ME4,DD3_JVC","""The East Wind, an interloper in the dominions of Westerly Weather, is an impassive-faced tyrant with a sharp poniard held behind his back for a treacherous stab.""\n—Joseph Conrad, The Mirror of the Sea",normal,189884,4,4,Uncommon,Elemental,Creature
Alluring Siren,{1}{U},2,U,Chippy,43,Creature — Siren,{T}: Target creature an opponent controls attacks you this turn if able.,"M10,M11,M12","""The ground polluted floats with human gore,\nAnd human carnage taints the dreadful shore\nFly swift the dangerous coast: let every ear\nBe stopp'd against the song! 'tis death to hear!""\n—Homer, The Odyssey, trans. Pope",normal,189894,1,1,Uncommon,Siren,Creature
Cancel,{1}{U}{U},3,U,David Palumbo,44,Instant,Counter target spell.,"pMPR,TSP,10E,ALA,M10,ZEN,DPA,M11,M12,PC2,RTR,M14,M15,KTK",,normal,189918,,,Common,,Instant
Clone,{3}{U},4,U,Kev Walker,45,Creature — Shapeshifter,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,"LEA,LEB,2ED,CED,CEI,3ED,ONS,9ED,10E,M10,M11,DDI,M13,M14",The shapeshifter mimics with a twin's esteem and a mirror's cruelty.,normal,191321,0,0,Rare,Shapeshifter,Creature
Convincing Mirage,{1}{U},2,U,Ryan Pancoast,46,Enchantment — Aura,"Enchant land\nAs Convincing Mirage enters the battlefield, choose a basic land type.\nEnchanted land is the chosen type.",M10,"""Where are we? You must learn to ask more useful questions than that.""",normal,190161,,,Common,Aura,Enchantment
Coral Merfolk,{1}{U},2,U,rk post,47,Creature — Merfolk,,"USG,7ED,M10,M12,M14",Merfolk are best known for their subtle magic. But those who try to fight them in their own territory quickly realize that merfolk are hardly defenseless on the field of battle.,normal,193749,2,1,Common,Merfolk,Creature
Disorient,{3}{U},4,U,John Matson,48,Instant,Target creature gets -7/-0 until end of turn.,M10,"""If it has a brain, even a primitive one, we can most surely scramble it.""\n—Garild, merfolk mage",normal,190171,,,Common,,Instant
Divination,{2}{U},3,U,Howard Lyon,49,Sorcery,Draw two cards.,"M10,M12,DKA,M13,M14,BNG,M15","""The key to unlocking this puzzle is within you.""\n—Doriel, mentor of Mistral Isle",normal,190172,,,Common,,Sorcery
Djinn of Wishes,{3}{U}{U},5,U,Kev Walker,50,Creature — Djinn,"Flying\nDjinn of Wishes enters the battlefield with three wish counters on it.\n{2}{U}{U}, Remove a wish counter from Djinn of Wishes: Reveal the top card of your library. You may play that card without paying its mana cost. If you don't, exile it.","M10,M12",,normal,190198,4,4,Rare,Djinn,Creature
Essence Scatter,{1}{U},2,U,Jon Foster,51,Instant,Counter target creature spell.,"M10,DPA,M13,M14","Some wizards compete not to summon the most interesting creatures, but to create the most interesting aftereffects when a summons goes awry.",normal,193742,,,Common,,Instant
Fabricate,{2}{U},3,U,Warren Mahy,52,Sorcery,"Search your library for an artifact card, reveal it, and put it into your hand. Then shuffle your library.","MRD,M10,HOP","""I'm one masterpiece away from ruling this pathetic world.""\n—Saldrath, master artificer",normal,189876,,,Uncommon,,Sorcery
Flashfreeze,{1}{U},2,U,Brian Despain,53,Instant,Counter target red or green spell.,"CSP,10E,M10,M11,M12,MM2","""Your downfall was not your ignorance, your weakness, or your hubris, but your warm blood.""\n—Heidar, Rimewind master",normal,190168,,,Uncommon,,Instant
Hive Mind,{5}{U},6,U,Steve Argyle,54,Enchantment,"Whenever a player casts an instant or sorcery spell, each other player copies that spell. Each of those players may choose new targets for his or her copy.",M10,"""All consciousness is one, separated only by a thin veil of the physical.""\n—Jace Beleren",normal,190556,,,Rare,,Enchantment
Horned Turtle,{2}{U},3,U,DiTerlizzi,55,Creature — Turtle,,"POR,TMP,6ED,7ED,8ED,9ED,M10,TPR",It's a mistake to say turtles hide in their shells. They merely need time to contemplate how best to bite your head off.,normal,190178,1,4,Common,Turtle,Creature
Ice Cage,{1}{U},2,U,Mike Bierek,56,Enchantment — Aura,"Enchant creature\nEnchanted creature can't attack or block, and its activated abilities can't be activated.\nWhen enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","M10,M11,M12",,normal,189920,,,Common,Aura,Enchantment
Illusionary Servant,{1}{U}{U},3,U,Dave Kendall,57,Creature — Illusion,"Flying\nWhen Illusionary Servant becomes the target of a spell or ability, sacrifice it.",M10,"""Illusion is a handy but fragile medium. Use it only in a pinch, or against the dim-witted.""\n—Jace Beleren",normal,189897,3,4,Common,Illusion,Creature
Jace Beleren,{1}{U}{U},3,U,Aleksi Briclot,58,Planeswalker — Jace,+2: Each player draws a card.\n−1: Target player draws a card.\n−10: Target player puts the top twenty cards of his or her library into his or her graveyard.,"pMEI,LRW,DD2,M10,M11,DD3_JVC",,normal,191240,,,Mythic Rare,Jace,Planeswalker
Jump,{U},1,U,Eric Deschamps,59,Instant,Target creature gains flying until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,M10","""Humanity has always envied the power of flight. So we took it.""\n—Scytha, aeromage",normal,193743,,,Common,,Instant
Levitation,{2}{U}{U},4,U,Jim Murray,60,Enchantment,Creatures you control have flying.,"ULG,7ED,9ED,M10,M12",The horses of Scytha's army must be well trained. A thrown rider would fall miles before meeting the ground.,normal,190191,,,Uncommon,,Enchantment
Merfolk Looter,{1}{U},2,U,Austin Hsu,61,Creature — Merfolk Rogue,"{T}: Draw a card, then discard a card.","EXO,7ED,10E,M10,M12,TPR,EMA","Merfolk don't always know what they're looking for, but they're certain once they find it.",normal,190174,1,1,Common,"Merfolk,Rogue",Creature
Merfolk Sovereign,{1}{U}{U},3,U,Jesper Ejsing,62,Creature — Merfolk,Other Merfolk creatures you control get +1/+1.\n{T}: Target Merfolk creature can't be blocked this turn.,"M10,M11","""The sharks envy our ferocity. The eels envy our cunning.""",normal,191087,2,2,Rare,Merfolk,Creature
Mind Control,{3}{U}{U},5,U,Mark Tedin,63,Enchantment — Aura,Enchant creature\nYou control enchanted creature.,"pWPN,M10,DPA,M11,M12","""Why fight the body when you can dominate the mind that rules it?""\n—Jace Beleren",normal,190197,,,Uncommon,Aura,Enchantment
Mind Spring,{X}{U}{U},2,U,Mark Zug,64,Sorcery,Draw X cards.,"MOR,M10,DPA","Fragments of thought refract and multiply, surging in a geyser of dizzying insight.",normal,191323,,,Rare,,Sorcery
Negate,{1}{U},2,U,Jeremy Jarvis,65,Instant,Counter target noncreature spell.,"pMPR,MOR,M10,DPA,M11,M12,M13,M14,M15,DTK,ORI,OGW",Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.,normal,190164,,,Common,,Instant
Phantom Warrior,{1}{U}{U},3,U,Greg Staples,66,Creature — Illusion Warrior,Phantom Warrior can't be blocked.,"POR,WTH,6ED,S99,7ED,8ED,9ED,10E,M10,DPA,M14","""The construction of a defense is not accomplished by adding bricks.""\n—Jace Beleren",normal,189892,2,2,Uncommon,"Illusion,Warrior",Creature
Polymorph,{3}{U},4,U,Robert Bliss,67,Sorcery,"Destroy target creature. It can't be regenerated. Its controller reveals cards from the top of his or her library until he or she reveals a creature card. The player puts that card onto the battlefield, then shuffles all other cards revealed this way into his or her library.","MIR,6ED,9ED,M10",,normal,191380,,,Rare,,Sorcery
Ponder,{U},1,U,Dan Scott,68,Sorcery,"Look at the top three cards of your library, then put them back in any order. You may shuffle your library.\nDraw a card.","pMPR,LRW,M10,M12",Tomorrow belongs to those who prepare for it today.,normal,190159,,,Common,,Sorcery
Sage Owl,{1}{U},2,U,Cyril Van Der Haegen,69,Creature — Bird,"Flying\nWhen Sage Owl enters the battlefield, look at the top four cards of your library, then put them back in any order.","WTH,6ED,7ED,8ED,10E,M10",Some owls house the souls of archmages of ages past.,normal,190188,1,1,Common,Bird,Creature
Serpent of the Endless Sea,{4}{U},5,U,Kieran Yanner,70,Creature — Serpent,Serpent of the Endless Sea's power and toughness are each equal to the number of Islands you control.\nSerpent of the Endless Sea can't attack unless defending player controls an Island.,M10,,normal,190169,*,*,Common,Serpent,Creature
Sleep,{2}{U}{U},4,U,Chris Rahn,71,Sorcery,Tap all creatures target player controls. Those creatures don't untap during that player's next untap step.,"M10,M11,M13,C15","""I give them dreams so wondrous that they hesitate to return to the world of the conscious.""\n—Garild, merfolk mage",normal,190186,,,Uncommon,,Sorcery
Snapping Drake,{3}{U},4,U,Todd Lockwood,72,Creature — Drake,Flying,"POR,pPOD,S99,BTD,RAV,10E,M10,DPA","Foul-tempered, poorly trained, and mule-stubborn, the drake is the perfect test of the master's will.",normal,190163,3,2,Common,Drake,Creature
Sphinx Ambassador,{5}{U}{U},7,U,Jim Murray,73,Creature — Sphinx,"Flying\nWhenever Sphinx Ambassador deals combat damage to a player, search that player's library for a card, then that player names a card. If you searched for a creature card that isn't the named card, you may put it onto the battlefield under your control. Then that player shuffles his or her library.",M10,,normal,191098,5,5,Mythic Rare,Sphinx,Creature
Telepathy,{U},1,U,Matthew D. Wilson,74,Enchantment,Your opponents play with their hands revealed.,"USG,7ED,8ED,9ED,10E,M10","""The most disappointing thing about learning telepathy is finding out how boring people really are.""\n—Teferi, fourth-level student",normal,189910,,,Uncommon,,Enchantment
Time Warp,{3}{U}{U},5,U,Jon Foster,75,Sorcery,Target player takes an extra turn after this one.,"TMP,pJGP,S99,M10,TPR",Just when you thought you'd survived the first wave.,normal,191379,,,Mythic Rare,,Sorcery
Tome Scour,{U},1,U,Steven Belledin,76,Sorcery,Target player puts the top five cards of his or her library into his or her graveyard.,"M10,M11,M14","Genius is overrated, especially when it's someone else's.",normal,191598,,,Common,,Sorcery
Traumatize,{3}{U}{U},5,U,Greg Staples,77,Sorcery,"Target player puts the top half of his or her library, rounded down, into his or her graveyard.","ODY,9ED,10E,M10,M11,M14","""The educated mind is heavy with lore and knowledge. It's also the most likely to collapse under its own weight.""\n—Ambassador Laquatus",normal,190177,,,Rare,,Sorcery
Twincast,{U}{U},2,U,Christopher Moeller,78,Instant,Copy target instant or sorcery spell. You may choose new targets for the copy.,"SOK,10E,M10",Imitation is the most dangerous form of flattery.,normal,191322,,,Rare,,Instant
Unsummon,{U},1,U,Izzy,79,Instant,Return target creature to its owner's hand.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,7ED,8ED,10E,CON,M10,DPA,M11,M12,M13",Mages routinely summon creatures from the Æther. It's only fair that they occasionally throw one back.,normal,190183,,,Common,,Instant
Wall of Frost,{1}{U}{U},3,U,Mike Bierek,80,Creature — Wall,"Defender (This creature can't attack.)\nWhenever Wall of Frost blocks a creature, that creature doesn't untap during its controller's next untap step.","M10,M11,PC2,M14,M15","""I welcome it. The pasture is cleared of weeds and the wolves are frozen solid.""\n—Lumi, goatherd",normal,190160,0,7,Uncommon,Wall,Creature
Wind Drake,{2}{U},3,U,Steve Prescott,81,Creature — Drake,Flying,"POR,TMP,6ED,S99,BRB,S00,7ED,8ED,9ED,M10,M13,DGM,TPR","A smaller cousin to the dragon, drakes are often seen at the side of powerful wizards who use them as airborne eyes and ears.",normal,193962,2,2,Common,Drake,Creature
Zephyr Sprite,{U},1,U,Kev Walker,82,Creature — Faerie,Flying,M10,"""I've never understood why so many beings lumber around on the ground. There are three dimensions, yet they use only two.""",normal,190167,1,1,Common,Faerie,Creature
Acolyte of Xathrid,{B},1,B,Chris Rahn,83,Creature — Human Cleric,"{1}{B}, {T}: Target player loses 1 life.",M10,"Like all priests, she gives her blessings only to those truly worthy of them.",normal,190579,0,1,Common,"Human,Cleric",Creature
Assassinate,{2}{B},3,B,Kev Walker,84,Sorcery,Destroy target tapped creature.,"TSP,10E,M10,M11,PC2,CNS","""This is how wars are won—not with armies of soldiers but with a single knife blade, artfully placed.""\n—Yurin, royal assassin",normal,193745,,,Common,,Sorcery
Black Knight,{B}{B},2,B,Christopher Moeller,85,Creature — Human Knight,"First strike (This creature deals combat damage before creatures without first strike.)\nProtection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,pFNM,MED,M10,M11,ME4",,normal,190540,2,2,Uncommon,"Human,Knight",Creature
Bog Wraith,{3}{B},4,B,Daarken,86,Creature — Wraith,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,POR,6ED,S99,7ED,8ED,9ED,10E,M10","She died in this swamp, and so will you.",normal,190165,3,3,Uncommon,Wraith,Creature
Cemetery Reaper,{1}{B}{B},3,B,Dave Allsop,87,Creature — Zombie,"Other Zombie creatures you control get +1/+1.\n{2}{B}, {T}: Exile target creature card from a graveyard. Put a 2/2 black Zombie creature token onto the battlefield.","M10,ARC,M12",Every grave cradles a recruit.,normal,190193,2,2,Rare,Zombie,Creature
Child of Night,{1}{B},2,B,Ash Wood,88,Creature — Vampire,Lifelink (Damage dealt by this creature also causes you to gain that much life.),"M10,M11,M12,DDK,M14,M15","A vampire enacts vengeance on the entire world, claiming her debt two tiny pinpricks at a time.",normal,191068,2,1,Common,Vampire,Creature
Consume Spirit,{X}{1}{B},2,B,Justin Sweet,89,Sorcery,Spend only black mana on X.\nConsume Spirit deals X damage to target creature or player and you gain X life.,"pMEI,MRD,9ED,10E,DDC,M10,HOP,DPA,M12,DD3_DVD",,normal,189893,,,Uncommon,,Sorcery
Deathmark,{B},1,B,Steven Belledin,90,Sorcery,Destroy target green or white creature.,"CSP,10E,M10,M11,M12,MM2",Even the noblest of intentions and strongest of wills inevitably crumble into dust.,normal,190581,,,Uncommon,,Sorcery
Diabolic Tutor,{2}{B}{B},4,B,Greg Staples,91,Sorcery,Search your library for a card and put that card into your hand. Then shuffle your library.,"ODY,8ED,9ED,10E,M10,M11,CMD,M12,M14",The wise always keep an ear open to the whispers of power.,normal,190533,,,Uncommon,,Sorcery
Disentomb,{B},1,B,Alex Horley-Orlandelli,92,Sorcery,Return target creature card from your graveyard to your hand.,"M10,M11,M12,M13","""Stop complaining. You can rest when you're dead. Oh—sorry.""\n—Liliana Vess",normal,190559,,,Common,,Sorcery
Doom Blade,{1}{B},2,B,Chippy,93,Instant,Destroy target nonblack creature.,"pMPR,M10,M11,CMD,M12,M14",The void is without substance but cuts like steel.,normal,190535,,,Common,,Instant
Dread Warlock,{1}{B}{B},3,B,Daarken,94,Creature — Human Wizard,Dread Warlock can't be blocked except by black creatures.,M10,"""I don't know who to pity more: those who flee from my presence or the damned who can withstand it.""",normal,190575,2,2,Common,"Human,Wizard",Creature
Drudge Skeletons,{1}{B},2,B,Daarken,95,Creature — Skeleton,"{B}: Regenerate Drudge Skeletons. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,S00,7ED,8ED,9ED,10E,M10,DDD,DPA,DD3_GVL","""The dead make good soldiers. They can't disobey orders, never surrender, and don't stop fighting when a random body part falls off.""\n—Nevinyrral, Necromancer's Handbook",normal,190552,1,1,Common,Skeleton,Creature
Duress,{B},1,B,Steven Belledin,96,Sorcery,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.","pMEI,pARL,USG,pFNM,7ED,DDC,M10,M11,PD3,M13,M14,MD1,DD3_DVD,DTK,EMA","""Don't worry. I'm not going to deprive you of all your secrets. Just your most precious one.""\n—Liliana Vess",normal,190580,,,Common,,Sorcery
Gravedigger,{3}{B},4,B,Dermot Power,97,Creature — Zombie,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","POR,TMP,6ED,S99,BTD,7ED,ODY,8ED,9ED,pGTW,10E,M10,HOP,M11,CMD,M12,M15,TPR,EMA","Oddly, no one questioned the Cabal's wisdom in hiring a zombie to work at the cemetery.",normal,190570,2,2,Common,Zombie,Creature
Haunting Echoes,{3}{B}{B},5,B,Nils Hamm,98,Sorcery,"Exile all cards from target player's graveyard other than basic land cards. For each card exiled this way, search that player's library for all cards with the same name as that card and exile them. Then that player shuffles his or her library.","ODY,M10,M11",,normal,190577,,,Rare,,Sorcery
