name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Field of Souls,{2}{W}{W},4,W,Richard Kane Ferguson,11,Enchantment,"Whenever a nontoken creature is put into your graveyard from the battlefield, put a 1/1 white Spirit creature token with flying onto the battlefield.","TMP,DDK,TPR,EMA",,normal,413553,,,Uncommon,,Enchantment
Glimmerpoint Stag,{2}{W}{W},4,W,Ryan Pancoast,12,Creature — Elk,"Vigilance\nWhen Glimmerpoint Stag enters the battlefield, exile another target permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.","SOM,CNS,EMA",,normal,413554,3,3,Uncommon,Elk,Creature
Honden of Cleansing Fire,{3}{W},4,W,Greg Staples,13,Legendary Enchantment — Shrine,"At the beginning of your upkeep, you gain 2 life for each Shrine you control.","CHK,EMA","To the sorrow of all, its fire was turned toward those who worshipped it.",normal,413555,,,Uncommon,Shrine,Enchantment
Humble,{1}{W},2,W,Chris Rallis,14,Instant,"Until end of turn, target creature loses all abilities and has base power and toughness 0/1.","USG,EMA",Through failure we learn our finest lessons in humility.,normal,413556,,,Common,,Instant
Intangible Virtue,{1}{W},2,W,Clint Cearley,15,Enchantment,Creature tokens you control get +1/+1 and have vigilance.,"ISD,MD1,CNS,EMA","In life, they were a motley crew: farmers, lords, cutpurses, priests. In death, they are united in singular, benevolent purpose.",normal,413557,,,Uncommon,,Enchantment
"Jareth, Leonine Titan",{3}{W}{W}{W},6,W,Daren Bader,16,Legendary Creature — Cat Giant,"Whenever Jareth, Leonine Titan blocks, it gets +7/+7 until end of turn.\n{W}: Jareth gains protection from the color of your choice until end of turn.","ONS,VMA,C15,EMA",Light's champion in the stronghold of darkness.,normal,413558,4,7,Rare,"Cat,Giant",Creature
Karmic Guide,{3}{W}{W},5,W,Allen Williams,17,Creature — Angel Spirit,"Flying, protection from black\nEcho {3}{W}{W} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)\nWhen Karmic Guide enters the battlefield, return target creature card from your graveyard to the battlefield.","pJGP,ULG,C13,VMA,EMA",,normal,413559,2,2,Rare,"Angel,Spirit",Creature
Kor Hookmaster,{2}{W},3,W,Wayne Reynolds,18,Creature — Kor Soldier,"When Kor Hookmaster enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.","ZEN,DDF,DDN,EMA","""For us, a rope represents the ties that bind the kor. For you, it's more literal.""",normal,413560,2,2,Common,"Kor,Soldier",Creature
Mesa Enchantress,{1}{W}{W},3,W,Randy Gallegos,19,Creature — Human Druid,"Whenever you cast an enchantment spell, you may draw a card.","PLC,M10,M12,C15,EMA","""Scholars seek to understand the way the world is. I wish to shape the world into what it should be.""",normal,413561,0,2,Uncommon,"Human,Druid",Creature
Mistral Charger,{1}{W},2,W,Terese Nielsen,20,Creature — Pegasus,Flying,"DIS,EMA",Some sky steeds break from the thundering herd to ride free on the open winds.,normal,413562,2,1,Common,Pegasus,Creature
Monk Idealist,{2}{W},3,W,Daren Bader,21,Creature — Human Monk Cleric,"When Monk Idealist enters the battlefield, return target enchantment card from your graveyard to your hand.","USG,C15,EMA","""Belief is the strongest mortar.""",normal,413563,2,2,Common,"Human,Monk,Cleric",Creature
Mother of Runes,{W},1,W,Terese Nielsen,22,Creature — Human Cleric,{T}: Target creature you control gains protection from the color of your choice until end of turn.,"ULG,pFNM,CMD,DDO,EMA","She will not touch a weapon, yet she is the greatest protector her people have ever known.",normal,413564,1,1,Rare,"Human,Cleric",Creature
Pacifism,{1}{W},2,W,Robert Bliss,23,Enchantment — Aura,Enchant creature\nEnchanted creature can't attack or block.,"MIR,TMP,USG,ATH,6ED,BRB,7ED,ONS,8ED,9ED,10E,DDC,M10,M11,M12,M13,M14,DD3_DVD,DTK,TPR,EMA","For the first time in his life, Grakk felt a little warm and fuzzy inside.",normal,413565,,,Common,Aura,Enchantment
Raise the Alarm,{1}{W},2,W,Zoltan Boros,24,Instant,Put two 1/1 white Soldier creature tokens onto the battlefield.,"MRD,DDF,MD1,M15,DDO,MM2,EMA","Like blinking or breathing, responding to an alarm is an involuntary reflex.",normal,413566,,,Common,,Instant
Rally the Peasants,{2}{W},3,"W,R",Jaime Jones,25,Instant,Creatures you control get +2/+0 until end of turn.\nFlashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.),"ISD,EMA","""If you must go out at night, bring a mob.""\n—Master of the Elgaud Cathars",normal,413567,,,Common,,Instant
Seal of Cleansing,{1}{W},2,W,Noah Bradley,26,Enchantment,Sacrifice Seal of Cleansing: Destroy target artifact or enchantment.,"pFNM,NMS,VMA,C15,EMA","""Find the dens of evil and flood them with light.""\n—Hulo, the Penitent Wanderer",normal,413568,,,Common,,Enchantment
Second Thoughts,{4}{W},5,W,Ray Lago,27,Instant,Exile target attacking creature.\nDraw a card.,"ODY,EMA",It suddenly dawned on Jorin that farming was quite a noble profession.,normal,413569,,,Common,,Instant
Serra Angel,{3}{W}{W},5,W,Greg Staples,28,Creature — Angel,Flying (This creature can't be blocked except by creatures with flying or reach.)\nVigilance (Attacking doesn't cause this creature to tap.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,ATH,pWOS,7ED,8ED,9ED,10E,DDC,M10,M11,ME4,CMD,M12,M13,M14,M15,DD3_DVD,ORI,V15,W16,EMA","Follow the light. In its absence, follow her.",normal,413570,4,4,Uncommon,Angel,Creature
Shelter,{1}{W},2,W,Christopher Moeller,29,Instant,Target creature you control gains protection from the color of your choice until end of turn.\nDraw a card.,"ODY,VMA,EMA",Good strategists seize opportunities. Great strategists make their own.,normal,413571,,,Common,,Instant
Soulcatcher,{1}{W},2,W,Julie Dillon,30,Creature — Bird Soldier,"Flying\nWhenever a creature with flying dies, put a +1/+1 counter on Soulcatcher.","ODY,CNS,EMA","""Their spirits walk the winds and fill my soul.""",normal,413572,1,1,Uncommon,"Bird,Soldier",Creature
Squadron Hawk,{1}{W},2,W,Martina Pilcerova,31,Creature — Bird,"Flying\nWhen Squadron Hawk enters the battlefield, you may search your library for up to three cards named Squadron Hawk, reveal them, put them into your hand, then shuffle your library.","pFNM,M11,EMA",,normal,413573,1,1,Common,Bird,Creature
Swords to Plowshares,{W},1,W,Terese Nielsen,32,Instant,Exile target creature. Its controller gains life equal to its power.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,pJGP,ATH,BRB,pFNM,CST,ME2,DDF,ME4,V13,CNS,VMA,EMA",The smallest seed of regret can bloom into redemption.,normal,413574,,,Uncommon,,Instant
Unexpectedly Absent,{X}{W}{W},2,W,Min Yum,33,Instant,Put target nonland permanent into its owner's library just beneath the top X cards of that library.,"C13,EMA","Once you've been dragged down the currents of time, you'll never quite trust your own permanence again.",normal,413575,,,Rare,,Instant
Wall of Omens,{1}{W},2,W,James Paick,34,Creature — Wall,"Defender\nWhen Wall of Omens enters the battlefield, draw a card.","pFNM,ROE,CMD,DDK,EMA","""I search for a vision of Zendikar that does not include the Eldrazi.""\n—Expedition journal entry",normal,413576,0,4,Uncommon,Wall,Creature
War Priest of Thune,{1}{W},2,W,Izzy,35,Creature — Human Cleric,"When War Priest of Thune enters the battlefield, you may destroy target enchantment.","M11,M13,EMA","""Let nothing take away from the purity of swords clashing or of arrows taking flight toward the breast of evil.""",normal,413577,2,2,Uncommon,"Human,Cleric",Creature
Welkin Guide,{4}{W},5,W,David Palumbo,36,Creature — Bird Cleric,"Flying\nWhen Welkin Guide enters the battlefield, target creature gets +2/+2 and gains flying until end of turn.","ALA,EMA","""Those talons really dig into your skin, but it's better than being dropped.""\n—Rafiq of the Many",normal,413578,2,2,Common,"Bird,Cleric",Creature
Whitemane Lion,{1}{W},2,W,Zoltan Boros & Gabor Szikszai,37,Creature — Cat,"Flash (You may cast this spell any time you could cast an instant.)\nWhen Whitemane Lion enters the battlefield, return a creature you control to its owner's hand.","PLC,DDI,C14,EMA","Saltfield nomads call a sudden storm a ""whitemane.""",normal,413579,2,2,Common,Cat,Creature
Wrath of God,{2}{W}{W},4,W,Kev Walker,38,Sorcery,Destroy all creatures. They can't be regenerated.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,POR,6ED,BRB,7ED,pMPR,8ED,9ED,10E,C13,V14,EMA",,normal,413580,,,Rare,,Sorcery
Arcanis the Omnipotent,{3}{U}{U}{U},6,U,Justin Sweet,39,Legendary Creature — Wizard,{T}: Draw three cards.\n{2}{U}{U}: Return Arcanis the Omnipotent to its owner's hand.,"ONS,10E,DDN,EMA",He has journeyed where none have been before. Now he returns to ensure that none follow.,normal,413581,3,4,Rare,Wizard,Creature
Brainstorm,{U},1,U,Willian Murai,40,Instant,"Draw three cards, then put two cards from your hand on top of your library in any order.","ICE,5ED,MMQ,pFNM,BTD,CST,ME2,CMD,DDJ,CNS,VMA,C15,EMA","The mizzium-sphere array drove her mind deep into the thought field, where only the rarest motes of genius may be plucked.",normal,413582,,,Uncommon,,Instant
Cephalid Sage,{3}{U},4,U,Keith Garletts,41,Creature — Cephalid,"Threshold — As long as seven or more cards are in your graveyard, Cephalid Sage has ""When Cephalid Sage enters the battlefield, draw three cards, then discard two cards.""","TOR,EMA",,normal,413583,2,3,Common,Cephalid,Creature
Control Magic,{2}{U}{U},4,U,Terese Nielsen,42,Enchantment — Aura,Enchant creature\nYou control enchanted creature.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,BRB,ME4,C13,DDM,VMA,EMA","If you don't have the best toys, find the one who does.",normal,413584,,,Rare,Aura,Enchantment
Counterspell,{U}{U},2,U,Zack Stella,43,Instant,Counter target spell.,"LEA,LEB,2ED,CED,CEI,3ED,pLGM,4ED,ICE,5ED,TMP,pJGP,6ED,S99,MMQ,BRB,pFNM,S00,BTD,7ED,ME2,DD2,ME4,VMA,DD3_JVC,TPR,EMA",,normal,413585,,,Common,,Instant
Daze,{1}{U},2,U,Min Yum,44,Instant,You may return an Island you control to its owner's hand rather than pay Daze's mana cost.\nCounter target spell unless its controller pays {1}.,"NMS,DD2,DD3_JVC,EMA",,normal,413586,,,Uncommon,,Instant
Deep Analysis,{3}{U},4,U,Jesper Ejsing,45,Sorcery,"Target player draws two cards.\nFlashback—{1}{U}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)","pFNM,TOR,DDH,C13,VMA,EMA","""No fact escapes me. Why do you think you can?""",normal,413587,,,Common,,Sorcery
Diminishing Returns,{2}{U}{U},4,U,Greg Opalinski,46,Sorcery,Each player shuffles his or her hand and graveyard into his or her library. You exile the top ten cards of your library. Then each player draws up to seven cards.,"ALL,6ED,MED,EMA",,normal,413588,,,Rare,,Sorcery
Dream Twist,{U},1,U,Dan Scott,47,Instant,Target player puts the top three cards of his or her library into his or her graveyard.\nFlashback {1}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),"ISD,EMA",,normal,413589,,,Common,,Instant
Fact or Fiction,{3}{U},4,U,Terese Nielsen,48,Instant,Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.,"pFNM,INV,DD2,CMD,V13,CNS,VMA,DD3_JVC,C15,EMA",,normal,413590,,,Uncommon,,Instant
Force of Will,{3}{U}{U},5,U,Terese Nielsen,49,Instant,You may pay 1 life and exile a blue card from your hand rather than pay Force of Will's mana cost.\nCounter target spell.,"ALL,pJGP,MED,VMA,EMA","""I alone determine my destiny.""",normal,413591,,,Mythic Rare,,Instant
Future Sight,{2}{U}{U}{U},5,U,Dan Scott,50,Enchantment,Play with the top card of your library revealed.\nYou may play the top card of your library.,"ONS,DDM,VMA,EMA","""Is the inevitable any less miraculous?""\n—Veldka, wandering sage",normal,413592,,,Rare,,Enchantment
Gaseous Form,{2}{U},3,U,Roger Raupp,51,Enchantment — Aura,Enchant creature\nPrevent all combat damage that would be dealt to and dealt by enchanted creature.,"LEG,4ED,5ED,TMP,6ED,BTD,TPR,EMA","""It's hard to hurt anyone when you're as transparent as your motives.""\n—Ertai, wizard adept",normal,413593,,,Common,Aura,Enchantment
Giant Tortoise,{1}{U},2,U,Richard Wright,52,Creature — Turtle,Giant Tortoise gets +0/+3 as long as it's untapped.,"ARN,4ED,MED,ME4,EMA","In the coastal states of Jhess and Valeron, ""tortoise"" is a synonym for ""stubborn.""",normal,413594,1,1,Common,Turtle,Creature
Glacial Wall,{2}{U},3,U,Craig Mullins,53,Creature — Wall,Defender (This creature can't attack.),"ICE,5ED,6ED,7ED,EMA","""There is no confusion as to the boundary of the archmage's territory.""\n—Ippin, master cartographer",normal,413595,0,7,Common,Wall,Creature
Honden of Seeing Winds,{4}{U},5,U,Martina Pilcerova,54,Legendary Enchantment — Shrine,"At the beginning of your upkeep, draw a card for each Shrine you control.","CHK,EMA","To the sorrow of all, its winds found sin in the hearts of those who once learned from its wisdom.",normal,413596,,,Uncommon,Shrine,Enchantment
Hydroblast,{U},1,U,Lake Hurwitz,55,Instant,Choose one —\n• Counter target spell if it's red.\n• Destroy target permanent if it's red.,"ICE,5ED,MED,EMA","Fire can be savage, but it is fickle. Water is always true, its flow steady and world-shaping.",normal,413597,,,Uncommon,,Instant
Inkwell Leviathan,{7}{U}{U},9,U,Anthony Francisco,56,Artifact Creature — Leviathan,Islandwalk (This creature can't be blocked as long as defending player controls an Island.)\nTrample\nShroud (This creature can't be the target of spells or abilities.),"CON,PD3,DDO,EMA","""Into its maw went the seventh sea, never to be seen again while the world remains.""\n—Esper fable",normal,413598,7,11,Rare,Leviathan,"Artifact,Creature"
"Jace, the Mind Sculptor",{2}{U}{U},4,U,Jason Chan,57,Planeswalker — Jace,"+2: Look at the top card of target player's library. You may put that card on the bottom of that player's library.\n0: Draw three cards, then put two cards from your hand on top of your library in any order.\n−1: Return target creature to its owner's hand.\n−12: Exile all cards from target player's library, then that player shuffles his or her hand into his or her library.","WWK,V13,VMA,EMA",,normal,413599,,,Mythic Rare,Jace,Planeswalker
Jetting Glasskite,{4}{U}{U},6,U,Shishizaru,58,Creature — Spirit,"Flying\nWhenever Jetting Glasskite becomes the target of a spell or ability for the first time each turn, counter that spell or ability.","BOK,CNS,EMA","The bolt struck with a flash, and there was a terrible sound, as of glass shattering, but the creature was unharmed.",normal,413600,4,4,Uncommon,Spirit,Creature
Man-o'-War,{2}{U},3,U,Jon J Muth,59,Creature — Jellyfish,"When Man-o'-War enters the battlefield, return target creature to its owner's hand.","pARL,VIS,POR,S99,BRB,DD2,VMA,DD3_JVC,DDO,EMA","""Beauty to the eye does not always translate to the touch.""\n—Naimah, Femeref philosopher",normal,413601,2,2,Common,Jellyfish,Creature
Memory Lapse,{1}{U},2,U,Greg Staples,60,Instant,"Counter target spell. If that spell is countered this way, put it on top of its owner's library instead of into that player's graveyard.","HML,MIR,5ED,pJGP,6ED,7ED,DDM,EMA","What a lonely agony, the memory of memories lost.",normal,413602,,,Common,,Instant
Merfolk Looter,{1}{U},2,U,Austin Hsu,61,Creature — Merfolk Rogue,"{T}: Draw a card, then discard a card.","EXO,7ED,10E,M10,M12,TPR,EMA","Merfolk don't always know what they're looking for, but they're certain once they find it.",normal,413603,1,1,Uncommon,"Merfolk,Rogue",Creature
Mystical Tutor,{U},1,U,Lindsey Look,62,Instant,"Search your library for an instant or sorcery card and reveal that card. Shuffle your library, then put the card on top of it.","MIR,6ED,V09,EMA",The student searches the world for meaning. The master finds worlds of meaning in the search.,normal,413604,,,Rare,,Instant
Oona's Grace,{2}{U},3,U,Rebecca Guay,63,Instant,Target player draws a card.\nRetrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.),"EVE,EMA",Oona grants her favored subjects a dream from her own guarded heart.,normal,413605,,,Common,,Instant
Peregrine Drake,{4}{U},5,U,Mike Bierek,64,Creature — Drake,"Flying\nWhen Peregrine Drake enters the battlefield, untap up to five lands.","USG,PC2,EMA","""Always a welcome sight breaking through the clouds.""\n—Talrand, sky summoner",normal,413606,2,3,Common,Drake,Creature
Phantom Monster,{3}{U},4,U,Richard Wright,65,Creature — Illusion,Flying,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ITP,5ED,MED,EMA",Is it an amalgamation of faded memories or the projection of a half-remembered dream? Neither answer offers any comfort.,normal,413607,3,3,Common,Illusion,Creature
Phyrexian Ingester,{6}{U},7,U,Chris Rahn,66,Creature — Beast,"Imprint — When Phyrexian Ingester enters the battlefield, you may exile target nontoken creature.\nPhyrexian Ingester gets +X/+Y, where X is the exiled creature card's power and Y is its toughness.","NPH,C14,EMA",,normal,413608,3,3,Uncommon,Beast,Creature
Prodigal Sorcerer,{2}{U},3,U,Eric Deschamps,67,Creature — Human Wizard,{T}: Prodigal Sorcerer deals 1 damage to target creature or player.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,BRB,pFNM,S00,7ED,TSB,ME4,EMA","""You can't learn to enjoy life's amusements in the pages of books. You must seek them out in earnest.""",normal,413609,1,1,Uncommon,"Human,Wizard",Creature
Quiet Speculation,{1}{U},2,U,John Avon,68,Sorcery,Search target player's library for up to three cards with flashback and put them into that player's graveyard. Then the player shuffles his or her library.,"JUD,EMA","""The best foresight is hindsight.""\n—Empress Llawan",normal,413610,,,Uncommon,,Sorcery
Screeching Skaab,{1}{U},2,U,Clint Cearley,69,Creature — Zombie,"When Screeching Skaab enters the battlefield, put the top two cards of your library into your graveyard.","DKA,ORI,DDQ,EMA",Its screeching is the sound of you losing your mind.,normal,413611,2,1,Common,Zombie,Creature
Serendib Efreet,{2}{U},3,U,Matt Stewart,70,Creature — Efreet,"Flying\nAt the beginning of your upkeep, Serendib Efreet deals 1 damage to you.","ARN,3ED,MED,V09,VMA,EMA","Summoners of efreeti remember only the power of command, never the sting of regret.",normal,413612,3,4,Rare,Efreet,Creature
Shoreline Ranger,{5}{U},6,U,Michael Sutfin,71,Creature — Bird Soldier,"Flying\nIslandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, and put it into your hand. Then shuffle your library.)","SCG,CNS,EMA",,normal,413613,3,4,Common,"Bird,Soldier",Creature
Silent Departure,{U},1,U,John Avon,72,Sorcery,Return target creature to its owner's hand.\nFlashback {4}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),"ISD,EMA",The same magic that lets geists pass through our realm can force them out of it.,normal,413614,,,Common,,Sorcery
Sprite Noble,{1}{U}{U},3,U,Randy Gallegos,73,Creature — Faerie,Flying\nOther creatures you control with flying get +0/+1.\n{T}: Other creatures you control with flying get +1/+0 until end of turn.,"TSP,EMA","""By thorn and by stone, we will fight to see the day when beauty returns to this world.""",normal,413615,2,2,Uncommon,Faerie,Creature
Stupefying Touch,{1}{U},2,U,Greg Opalinski,74,Enchantment — Aura,"Enchant creature\nWhen Stupefying Touch enters the battlefield, draw a card.\nEnchanted creature's activated abilities can't be activated.","TOR,EMA","""A warrior without wit is simply meat.""",normal,413616,,,Common,Aura,Enchantment
Tidal Wave,{2}{U},3,U,Brian Snõddy,75,Instant,Put a 5/5 blue Wall creature token with defender onto the battlefield. Sacrifice it at the beginning of the next end step.,"MIR,EMA","""The floor of the sea is paved with the shattered remnants of vessels that navigated its surface unwelcomed.""\n—Thassa, god of the sea",normal,413617,,,Common,,Instant
Warden of Evos Isle,{2}{U},3,U,Nils Hamm,76,Creature — Bird Wizard,Flying\nCreature spells with flying you cast cost {1} less to cast.,"M14,EMA","On Evos Isle, the swift and formidable aven enforce the will of the ruling sphinxes.",normal,413618,2,2,Common,"Bird,Wizard",Creature
Wonder,{3}{U},4,U,Rebecca Guay,77,Creature — Incarnation,"Flying\nAs long as Wonder is in your graveyard and you control an Island, creatures you control have flying.","pFNM,JUD,CMD,C13,EMA","""The awestruck birds gazed at Wonder. Slowly, timidly, they rose into the air.""\n—Scroll of Beginnings",normal,413619,2,2,Uncommon,Incarnation,Creature
Animate Dead,{1}{B},2,B,Bastien L. Deharme,78,Enchantment — Aura,"Enchant creature card in a graveyard\nWhen Animate Dead enters the battlefield, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Animate Dead."" Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature's controller sacrifices it.\nEnchanted creature gets -1/-0.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,MED,PD3,VMA,EMA",,normal,413620,,,Uncommon,Aura,Enchantment
Annihilate,{3}{B}{B},5,B,Kev Walker,79,Instant,Destroy target nonblack creature. It can't be regenerated.\nDraw a card.,"INV,C13,C14,EMA","""Whatever Yawgmoth marks, dies. There is no escape.""\n—Tsabo Tavoc, Phyrexian general",normal,413621,,,Uncommon,,Instant
Blightsoil Druid,{1}{B},2,"B,G",Nils Hamm,80,Creature — Elf Druid,"{T}, Pay 1 life: Add {G} to your mana pool.","MOR,EMA","""See the beauty in death: the clean white bones lying in the fertile soil and the brightly colored moonglove sprouting from the fell earth.""",normal,413622,1,2,Common,"Elf,Druid",Creature
Blood Artist,{1}{B},2,B,Johannes Voss,81,Creature — Vampire,"Whenever Blood Artist or another creature dies, target player loses 1 life and you gain 1 life.","AVR,EMA","""Great art can never be created without great suffering.""",normal,413623,0,1,Uncommon,Vampire,Creature
"Braids, Cabal Minion",{2}{B}{B},4,B,Eric Peterson,82,Legendary Creature — Human Minion,"At the beginning of each player's upkeep, that player sacrifices an artifact, creature, or land.","ODY,EMA","""Home is where you can find a decent graveyard and strangers can disappear without awkward questions.""",normal,413624,2,2,Rare,"Human,Minion",Creature
Cabal Therapy,{B},1,B,Raymond Swanland,83,Sorcery,Name a nonland card. Target player reveals his or her hand and discards all cards with that name.\nFlashback—Sacrifice a creature. (You may cast this card from your graveyard for its flashback cost. Then exile it.),"pFNM,JUD,PD3,EMA",,normal,413625,,,Uncommon,,Sorcery
Carrion Feeder,{B},1,B,Brian Snõddy,84,Creature — Zombie,Carrion Feeder can't block.\nSacrifice a creature: Put a +1/+1 counter on Carrion Feeder.,"pFNM,SCG,DDE,EMA","Stinking of rot, it leaps between gravestones in search of its next meal.",normal,413626,1,1,Common,Zombie,Creature
Deadbridge Shaman,{2}{B},3,B,Nils Hamm,85,Creature — Elf Shaman,"When Deadbridge Shaman dies, target opponent discards a card.","ORI,EMA",Ending her life won't end the infestation.,normal,413627,3,1,Common,"Elf,Shaman",Creature
Duress,{B},1,B,Steven Belledin,86,Sorcery,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.","pMEI,pARL,USG,pFNM,7ED,DDC,M10,M11,PD3,M13,M14,MD1,DD3_DVD,DTK,EMA","""Don't worry. I'm not going to deprive you of all your secrets. Just your most precious one.""\n—Liliana Vess",normal,413628,,,Common,,Sorcery
Entomb,{B},1,B,Seb McKinnon,87,Instant,Search your library for a card and put that card into your graveyard. Then shuffle your library.,"pJGP,ODY,PD3,EMA","""I'll return once you've ripened.""\n—Ghoulcaller Gisa",normal,413629,,,Rare,,Instant
Eyeblight's Ending,{2}{B},3,B,Ron Spears,88,Tribal Instant — Elf,Destroy target non-Elf creature.,"LRW,DPA,EMA","""Those without beauty are Lorwyn's greatest tumor. The winnowers have an unpleasant duty, but a necessary one.""\n—Eidren, perfect of Lys Alana",normal,413630,,,Common,Elf,"Tribal,Instant"
Gravedigger,{3}{B},4,B,Dermot Power,89,Creature — Zombie,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","POR,TMP,6ED,S99,BTD,7ED,ODY,8ED,9ED,pGTW,10E,M10,HOP,M11,CMD,M12,M15,TPR,EMA",A full coffin is like a full coffer—both are attractive to thieves.,normal,413631,2,2,Common,Zombie,Creature
Havoc Demon,{5}{B}{B},7,B,Jack Wang,90,Creature — Demon,"Flying\nWhen Havoc Demon dies, all creatures get -5/-5 until end of turn.","LGN,EMA",A cry of pain as it enters this world. A chorus of screams as it leaves.,normal,413632,5,5,Uncommon,Demon,Creature
Honden of Night's Reach,{3}{B},4,B,Jim Nelson,91,Legendary Enchantment — Shrine,"At the beginning of your upkeep, target opponent discards a card for each Shrine you control.","CHK,EMA","To the sorrow of all, its dark reach grasped and crushed those who guarded its silent vigil.",normal,413633,,,Uncommon,Shrine,Enchantment
Hymn to Tourach,{B}{B},2,B,Greg Staples,92,Sorcery,Target player discards two cards at random.,"FEM,ATH,MED,V13,VMA,EMA",The priests plead for your anguish and pray for your despair.,normal,413634,,,Uncommon,,Sorcery
