name,manaCost,cmc,colorIdentity,artist,number,type,text,printings,flavor,layout,multiverseid,power,toughness,rarity,subtypes,types
Orim's Chant,{W},1,W,Kev Walker,11,Instant,"Kicker {W} (You may pay an additional {W} as you cast this spell.)\nTarget player can't cast spells this turn.\nIf Orim's Chant was kicked, creatures can't attack this turn.","pJGP,PLS",,normal,26852,,,Rare,,Instant
Planeswalker's Mirth,{2}{W},3,W,John Matson,12,Enchantment,{3}{W}: Target opponent reveals a card at random from his or her hand. You gain life equal to that card's converted mana cost.,PLS,"""I enjoy a good joke as much as the next guy.""\n—Commodore Guff",normal,25886,,,Rare,,Enchantment
Pollen Remedy,{W},1,W,Ben Thompson,13,Instant,"Kicker—Sacrifice a land. (You may sacrifice a land in addition to any other costs as you cast this spell.)\nPrevent the next 3 damage that would be dealt this turn to any number of target creatures and/or players, divided as you choose. If Pollen Remedy was kicked, prevent the next 6 damage this way instead.",PLS,,normal,25941,,,Common,,Instant
Samite Elder,{2}{W},3,W,Terese Nielsen,14,Creature — Human Cleric,{T}: Creatures you control gain protection from the colors of target permanent you control until end of turn.,PLS,,normal,22962,1,2,Rare,"Human,Cleric",Creature
Samite Pilgrim,{1}{W},2,W,D. J. Cleland-Hura,15,Creature — Human Cleric,"Domain — {T}: Prevent the next X damage that would be dealt to target creature this turn, where X is the number of basic land types among lands you control.",PLS,,normal,26271,1,1,Common,"Human,Cleric",Creature
Sunscape Battlemage,{2}{W},3,"W,G,U",Tony Szczudlo,16,Creature — Human Wizard,"Kicker {1}{G} and/or {2}{U} (You may pay an additional {1}{G} and/or {2}{U} as you cast this spell.)\nWhen Sunscape Battlemage enters the battlefield, if it was kicked with its {1}{G} kicker, destroy target creature with flying.\nWhen Sunscape Battlemage enters the battlefield, if it was kicked with its {2}{U} kicker, draw two cards.","PLS,DDE",,normal,25912,2,2,Uncommon,"Human,Wizard",Creature
Sunscape Familiar,{1}{W},2,W,Brian Despain,17,Creature — Wall,Defender (This creature can't attack.)\nGreen spells and blue spells you cast cost {1} less to cast.,PLS,The spirits of fallen battlemages can serve their guilds as familiars by joining with any physical form.,normal,25615,0,3,Common,Wall,Creature
Surprise Deployment,{3}{W},4,W,Bradley Williams,18,Instant,"Cast Surprise Deployment only during combat.\nYou may put a nonwhite creature card from your hand onto the battlefield. At the beginning of the next end step, return that creature to your hand. (Return it only if it's on the battlefield.)",PLS,,normal,26403,,,Uncommon,,Instant
Voice of All,{2}{W}{W},4,W,rk post,19,Creature — Angel,"Flying\nAs Voice of All enters the battlefield, choose a color.\nVoice of All has protection from the chosen color.","PLS,10E,CMD",,normal,26417,2,2,Uncommon,Angel,Creature
Allied Strategies,{4}{U},5,U,Paolo Parente,20,Sorcery,Domain — Target player draws a card for each basic land type among lands he or she controls.,"PLS,DDE",Each commander looked at the others and wondered who would be first to break the alliance.,normal,26383,,,Uncommon,,Sorcery
Arctic Merfolk,{1}{U},2,U,Ron Spears,21,Creature — Merfolk,"Kicker—Return a creature you control to its owner's hand. (You may return a creature you control to its owner's hand in addition to any other costs as you cast this spell.)\nIf Arctic Merfolk was kicked, it enters the battlefield with a +1/+1 counter on it.",PLS,,normal,26360,1,1,Common,Merfolk,Creature
Confound,{1}{U},2,U,Doug Chaffee,22,Instant,Counter target spell that targets one or more creatures.\nDraw a card.,PLS,"""Did I know Szat would betray us?"" Urza asked quizzically. ""I was counting on it.""",normal,27714,,,Common,,Instant
Dralnu's Pet,{1}{U}{U},3,"U,B",Glen Angus,23,Creature — Shapeshifter,"Kicker—{2}{B}, Discard a creature card. (You may pay {2}{B} and discard a creature card in addition to any other costs as you cast this spell.)\nIf Dralnu's Pet was kicked, it enters the battlefield with flying and with X +1/+1 counters on it, where X is the discarded card's converted mana cost.",PLS,,normal,15144,2,2,Rare,Shapeshifter,Creature
Ertai's Trickery,{U},1,U,Kev Walker,24,Instant,Counter target spell if it was kicked.,PLS,"""Don't worry, Gerrard,"" said Ertai. ""I'm sure the crew will come to your rescue as quickly as they came to mine.""",normal,26590,,,Uncommon,,Instant
Escape Routes,{2}{U},3,U,Marc Fishman,25,Enchantment,{2}{U}: Return target white or black creature you control to its owner's hand.,PLS,"""I'll get you to safety—or whatever passes for safety these days.""\n—Urborg ferry pilot",normal,21276,,,Common,,Enchantment
Gainsay,{1}{U},2,U,Roger Raupp,26,Instant,Counter target blue spell.,"PLS,THS","""I'd be happy to stop contradicting you, Urza, just as soon as you start being right.""\n—Bo Levar, planeswalker",normal,27189,,,Uncommon,,Instant
Hunting Drake,{4}{U},5,U,Wayne England,27,Creature — Drake,"Flying\nWhen Hunting Drake enters the battlefield, put target red or green creature on top of its owner's library.",PLS,Even the fiercest beast will flee when faced with the possibility of becoming dinner.,normal,22980,2,2,Common,Drake,Creature
Planar Overlay,{2}{U},3,U,Ron Walotsky,28,Sorcery,Each player chooses a land he or she controls of each basic land type. Return those lands to their owners' hands.,PLS,The Phyrexians don't want to conquer Dominaria. They want to remake it.,normal,26835,,,Rare,,Sorcery
Planeswalker's Mischief,{2}{U},3,U,Pete Venters,29,Enchantment,"{3}{U}: Target opponent reveals a card at random from his or her hand. If it's an instant or sorcery card, exile it. You may cast it without paying its mana cost for as long as it remains exiled. (If it has X in its mana cost, X is 0.) At the beginning of the next end step, if you haven't cast it, return it to its owner's hand. Activate this ability only any time you could cast a sorcery.",PLS,,normal,25887,,,Rare,,Enchantment
Rushing River,{2}{U},3,U,Don Hazeltine,30,Instant,"Kicker—Sacrifice a land. (You may sacrifice a land in addition to any other costs as you cast this spell.)\nReturn target nonland permanent to its owner's hand. If Rushing River was kicked, return another target nonland permanent to its owner's hand.",PLS,,normal,25942,,,Common,,Instant
Sea Snidd,{4}{U},5,U,Chippy,31,Creature — Beast,{T}: Target land becomes the basic land type of your choice until end of turn.,PLS,It always has the home-turf advantage.,normal,26362,3,3,Common,Beast,Creature
Shifting Sky,{2}{U},3,U,Jerry Tiritilli,32,Enchantment,"As Shifting Sky enters the battlefield, choose a color.\nAll nonland permanents are the chosen color.","PLS,8ED",Master the sky and you rule everything beneath it.\n—Metathran saying,normal,26290,,,Uncommon,,Enchantment
Sisay's Ingenuity,{U},1,U,Paolo Parente,33,Enchantment — Aura,"Enchant creature\nWhen Sisay's Ingenuity enters the battlefield, draw a card.\nEnchanted creature has ""{2}{U}: Target creature becomes the color of your choice until end of turn.""",PLS,,normal,26407,,,Common,Aura,Enchantment
Sleeping Potion,{1}{U},2,U,Daren Bader,34,Enchantment — Aura,"Enchant creature\nWhen Sleeping Potion enters the battlefield, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step.\nWhen enchanted creature becomes the target of a spell or ability, sacrifice Sleeping Potion.",PLS,,normal,26781,,,Common,Aura,Enchantment
Stormscape Battlemage,{2}{U},3,"U,W,B",Christopher Moeller,35,Creature — Metathran Wizard,"Kicker {W} and/or {2}{B}\nWhen Stormscape Battlemage enters the battlefield, if it was kicked with its {W} kicker, you gain 3 life.\nWhen Stormscape Battlemage enters the battlefield, if it was kicked with its {2}{B} kicker, destroy target nonblack creature. That creature can't be regenerated.","PLS,C13",,normal,25913,2,2,Uncommon,"Metathran,Wizard",Creature
Stormscape Familiar,{1}{U},2,U,Heather Hudson,36,Creature — Bird,Flying\nWhite spells and black spells you cast cost {1} less to cast.,"PLS,TSB",Each Stormscape apprentice must hand-raise and train an owl before attaining the rank of master.,normal,25616,1,1,Common,Bird,Creature
Sunken Hope,{3}{U}{U},5,U,Greg Staples,37,Enchantment,"At the beginning of each player's upkeep, that player returns a creature he or she controls to its owner's hand.","PLS,10E,PC2","While Dominarians fought for their world, Rath stole it from under their feet.",normal,21305,,,Rare,,Enchantment
Waterspout Elemental,{3}{U}{U},5,U,Mark Romanoski,38,Creature — Elemental,"Kicker {U} (You may pay an additional {U} as you cast this spell.)\nFlying\nWhen Waterspout Elemental enters the battlefield, if it was kicked, return all other creatures to their owners' hands and you skip your next turn.",PLS,,normal,26851,3,4,Rare,Elemental,Creature
Bog Down,{2}{B},3,B,Andrew Goldhawk,39,Sorcery,"Kicker—Sacrifice two lands. (You may sacrifice two lands in addition to any other costs as you cast this spell.)\nTarget player discards two cards. If Bog Down was kicked, that player discards three cards instead.",PLS,,normal,25943,,,Common,,Sorcery
Dark Suspicions,{2}{B}{B},4,B,Matt Cavotta,40,Enchantment,"At the beginning of each opponent's upkeep, that player loses X life, where X is the number of cards in that player's hand minus the number of cards in your hand.",PLS,"""After four thousand years, you learn to plan for betrayal.""\n—Urza",normal,26414,,,Rare,,Enchantment
Death Bomb,{3}{B},4,B,Dan Frazier,41,Instant,"As an additional cost to cast Death Bomb, sacrifice a creature.\nDestroy target nonblack creature. It can't be regenerated. Its controller loses 2 life.",PLS,There's no higher honor in Phyrexia than dying for Yawgmoth's glorious vision.,normal,26782,,,Common,,Instant
Diabolic Intent,{1}{B},2,B,Dave Dorman,42,Sorcery,"As an additional cost to cast Diabolic Intent, sacrifice a creature.\nSearch your library for a card and put that card into your hand. Then shuffle your library.",PLS,,normal,26422,,,Rare,,Sorcery
Exotic Disease,{4}{B},5,B,Kev Walker,43,Sorcery,"Domain — Target player loses X life and you gain X life, where X is the number of basic land types among lands you control.",PLS,"""Do not fear death. I shall release you from the eternal bonds and bring you glory.""\n—Lord Dralnu",normal,25931,,,Uncommon,,Sorcery
Lord of the Undead,{1}{B}{B},3,B,Brom,44,Creature — Zombie,"Other Zombie creatures get +1/+1.\n{1}{B}, {T}: Return target Zombie card from your graveyard to your hand.","PLS,8ED,9ED,10E","""I confer with Death itself. What could you possibly do to injure me?""\n—Lord Dralnu",normal,10742,2,2,Rare,Zombie,Creature
Maggot Carrier,{B},1,B,Ron Spencer,45,Creature — Zombie,"When Maggot Carrier enters the battlefield, each player loses 1 life.","PLS,8ED","""The mere sight of our undead allies sickens me. What unholy bargain have you struck?""\n—Grizzlegom, to Agnate",normal,26266,1,1,Common,Zombie,Creature
Morgue Toad,{2}{B},3,"B,U,R",Franz Vohwinkel,46,Creature — Frog,Sacrifice Morgue Toad: Add {U}{R} to your mana pool.,"PLS,DDH","""The toads of Urborg aren't fast, powerful, or pleasant, but they have their uses.""\n—Ertai",normal,27589,2,2,Common,Frog,Creature
Nightscape Battlemage,{2}{B},3,"B,U,R",Andrew Goldhawk,47,Creature — Zombie Wizard,"Kicker {2}{U} and/or {2}{R} (You may pay an additional {2}{U} and/or {2}{R} as you cast this spell.)\nWhen Nightscape Battlemage enters the battlefield, if it was kicked with its {2}{U} kicker, return up to two target nonblack creatures to their owners' hands.\nWhen Nightscape Battlemage enters the battlefield, if it was kicked with its {2}{R} kicker, destroy target land.",PLS,,normal,25914,2,2,Uncommon,"Zombie,Wizard",Creature
Nightscape Familiar,{1}{B},2,B,Jeff Easley,48,Creature — Zombie,Blue spells and red spells you cast cost {1} less to cast.\n{1}{B}: Regenerate Nightscape Familiar.,"PLS,DDH,C13,VMA",Nightscape masters don't stop at raising the spirit of a fallen battlemage. They raise the flesh along with it.,normal,25693,1,1,Common,Zombie,Creature
Noxious Vapors,{1}{B}{B},3,B,Ben Thompson,49,Sorcery,"Each player reveals his or her hand and chooses one card of each color from it, then discards all other nonland cards.",PLS,Urborg would just as soon steal your memories as your life.,normal,26478,,,Uncommon,,Sorcery
Phyrexian Bloodstock,{4}{B},5,B,Mark Tedin,50,Creature — Zombie,"When Phyrexian Bloodstock leaves the battlefield, destroy target white creature. It can't be regenerated.",PLS,It reeks of terror and chaos.,normal,26280,3,3,Common,Zombie,Creature
Phyrexian Scuta,{3}{B},4,B,Scott M. Fischer,51,Creature — Zombie,"Kicker—Pay 3 life. (You may pay 3 life in addition to any other costs as you cast this spell.)\nIf Phyrexian Scuta was kicked, it enters the battlefield with two +1/+1 counters on it.",PLS,,normal,26477,3,3,Rare,Zombie,Creature
Planeswalker's Scorn,{2}{B},3,B,Glen Angus,52,Enchantment,"{3}{B}: Target opponent reveals a card at random from his or her hand. Target creature gets -X/-X until end of turn, where X is the revealed card's converted mana cost. Activate this ability only any time you could cast a sorcery.",PLS,,normal,25888,,,Rare,,Enchantment
Shriek of Dread,{1}{B},2,B,Nelson DeCastro,53,Instant,Target creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.),PLS,"When Crosis roared, the battle ended and the slaughter began.",normal,27229,,,Common,,Instant
Sinister Strength,{1}{B},2,B,Terese Nielsen,54,Enchantment — Aura,Enchant creature\nEnchanted creature gets +3/+1 and is black.,PLS,"""I bless the living with a song of death.""\n—Lord Dralnu",normal,25954,,,Common,Aura,Enchantment
Slay,{2}{B},3,B,Ben Thompson,55,Instant,Destroy target green creature. It can't be regenerated.\nDraw a card.,"PLS,8ED,9ED,DDE","The elves had the edge in guile, skill, and valor. But in the end, only sheer numbers mattered.",normal,15137,,,Uncommon,,Instant
Volcano Imp,{3}{B},4,"B,R",Thomas M. Baxa,56,Creature — Imp,Flying\n{1}{R}: Volcano Imp gains first strike until end of turn.,PLS,Its claws cut faster than a flame flickers.,normal,26368,2,2,Common,Imp,Creature
Warped Devotion,{2}{B},3,B,Orizio Daniele,57,Enchantment,"Whenever a permanent is returned to a player's hand, that player discards a card.","PLS,8ED","""Before the glory of Yawgmoth, yes, even this makes sense.""\n—Urza, to Gerrard",normal,26836,,,Uncommon,,Enchantment
Caldera Kavu,{2}{R},3,"R,B,G",Arnie Swekel,58,Creature — Kavu,{1}{B}: Caldera Kavu gets +1/+1 until end of turn.\n{G}: Caldera Kavu becomes the color of your choice until end of turn.,PLS,As powerful and malleable as the molten rock it calls home.,normal,26437,2,2,Common,Kavu,Creature
Deadapult,{2}{R},3,R,Mark Brill,59,Enchantment,"{R}, Sacrifice a Zombie: Deadapult deals 2 damage to target creature or player.",PLS,"""Nothing ruins your day like a blazing zombie.""\n—Tahngarth",normal,26837,,,Rare,,Enchantment
Flametongue Kavu,{3}{R},4,R,Pete Venters,60,Creature — Kavu,"When Flametongue Kavu enters the battlefield, it deals 4 damage to target creature.","pFNM,PLS,DD2,HOP,CMD,VMA,C14,DD3_JVC","""For dim-witted, thick-skulled genetic mutants, they have pretty good aim.""\n—Sisay",normal,26262,4,2,Uncommon,Kavu,Creature
Goblin Game,{5}{R}{R},7,R,DiTerlizzi,61,Sorcery,"Each player hides at least one item, then all players reveal them simultaneously. Each player loses life equal to the number of items he or she revealed. The player who revealed the fewest items then loses half his or her life, rounded up. If two or more players are tied for fewest, each loses half his or her life, rounded up.",PLS,,normal,8902,,,Rare,,Sorcery
Implode,{4}{R},5,R,Arnie Swekel,62,Sorcery,Destroy target land.\nDraw a card.,PLS,"To save Dominaria, nine planeswalkers sought the annihilation of Phyrexia itself.",normal,26260,,,Uncommon,,Sorcery
Insolence,{2}{R},3,R,Carl Critchlow,63,Enchantment — Aura,"Enchant creature\nWhenever enchanted creature becomes tapped, Insolence deals 2 damage to that creature's controller.",PLS,"""Sacrificing mortal dragons to satisfy your immortal hunger ends here.""\n—Darigaaz, to Rith",normal,26415,,,Common,Aura,Enchantment
Kavu Recluse,{2}{R},3,R,Aaron Boyd,64,Creature — Kavu,{T}: Target land becomes a Forest until end of turn.,PLS,"Few ever see this particular breed of kavu, which hides in forests of its own making.",normal,26268,2,2,Common,Kavu,Creature
Keldon Mantle,{1}{R},2,"R,B,G",Rebecca Guay,65,Enchantment — Aura,Enchant creature\n{B}: Regenerate enchanted creature.\n{R}: Enchanted creature gets +1/+0 until end of turn.\n{G}: Enchanted creature gains trample until end of turn.,PLS,,normal,19358,,,Common,Aura,Enchantment
Magma Burst,{3}{R},4,R,Bradley Williams,66,Instant,"Kicker—Sacrifice two lands. (You may sacrifice two lands in addition to any other costs as you cast this spell.)\nMagma Burst deals 3 damage to target creature or player. If Magma Burst was kicked, it deals 3 damage to another target creature or player.",PLS,,normal,25944,,,Common,,Instant
Mire Kavu,{3}{R},4,R,Wayne England,67,Creature — Kavu,Mire Kavu gets +1/+1 as long as you control a Swamp.,PLS,"""At this rate,"" said Sisay, ""the next kavu we see will have wings.""",normal,26363,3,2,Common,Kavu,Creature
Mogg Jailer,{1}{R},2,R,Mark Romanoski,68,Creature — Goblin,Mogg Jailer can't attack if defending player controls an untapped creature with power 2 or less.,PLS,"Hey, wake up\n—Mogg secret password",normal,26275,2,2,Uncommon,Goblin,Creature
Mogg Sentry,{R},1,R,"Edward P. Beard, Jr.",69,Creature — Goblin Warrior,"Whenever an opponent casts a spell, Mogg Sentry gets +2/+2 until end of turn.","PLS,8ED,9ED","""Nobody stands in one place better than a mogg.""\n—Tahngarth",normal,26269,1,1,Rare,"Goblin,Warrior",Creature
Planeswalker's Fury,{2}{R},3,R,Christopher Moeller,70,Enchantment,{3}{R}: Target opponent reveals a card at random from his or her hand. Planeswalker's Fury deals damage equal to that card's converted mana cost to that player. Activate this ability only any time you could cast a sorcery.,PLS,,normal,25889,,,Rare,,Enchantment
Singe,{R},1,R,John Avon,71,Instant,Singe deals 1 damage to target creature. That creature becomes black until end of turn.,PLS,Burnt flesh. Blackened soul.,normal,25900,,,Common,,Instant
Slingshot Goblin,{2}{R},3,R,Jeff Easley,72,Creature — Goblin,"{R}, {T}: Slingshot Goblin deals 2 damage to target blue creature.",PLS,It's most effective when it doesn't eat the ammunition.,normal,22025,2,2,Common,Goblin,Creature
Strafe,{R},1,R,Jim Nelson,73,Sorcery,Strafe deals 3 damage to target nonred creature.,PLS,"""All right, let's light ‘em up""\n—Gerrard",normal,26288,,,Uncommon,,Sorcery
"Tahngarth, Talruum Hero",{3}{R}{R},5,R,Dave Dorman,74,Legendary Creature — Minotaur Warrior,"Vigilance\n{1}{R}, {T}: Tahngarth, Talruum Hero deals damage equal to its power to target creature. That creature deals damage equal to its power to Tahngarth.",PLS,,normal,26408,4,4,Rare,"Minotaur,Warrior",Creature
Thunderscape Battlemage,{2}{R},3,"R,B,G",Mike Ploog,75,Creature — Human Wizard,"Kicker {1}{B} and/or {G} (You may pay an additional {1}{B} and/or {G} as you cast this spell.)\nWhen Thunderscape Battlemage enters the battlefield, if it was kicked with its {1}{B} kicker, target player discards two cards.\nWhen Thunderscape Battlemage enters the battlefield, if it was kicked with its {G} kicker, destroy target enchantment.","PLS,DDE",,normal,25915,2,2,Uncommon,"Human,Wizard",Creature
Thunderscape Familiar,{1}{R},2,R,Daren Bader,76,Creature — Kavu,First strike\nBlack spells and green spells you cast cost {1} less to cast.,PLS,Thunderscape masters release familiars to help guide their apprentices down the thunderscape path.,normal,25617,1,1,Common,Kavu,Creature
Alpha Kavu,{2}{G},3,G,Matt Cavotta,77,Creature — Kavu,{1}{G}: Target Kavu creature gets -1/+1 until end of turn.,PLS,Kavu leaders instinctively protect their herds from harm.,normal,27613,2,2,Uncommon,Kavu,Creature
Amphibious Kavu,{2}{G},3,G,Wayne England,78,Creature — Kavu,"Whenever Amphibious Kavu blocks or becomes blocked by one or more blue and/or black creatures, Amphibious Kavu gets +3/+3 until end of turn.",PLS,Merfolk raided the shores untroubled for years . . . until the shores started fighting back.,normal,26409,2,2,Common,Kavu,Creature
Falling Timber,{2}{G},3,G,Eric Peterson,79,Instant,"Kicker—Sacrifice a land. (You may sacrifice a land in addition to any other costs as you cast this spell.)\nPrevent all combat damage target creature would deal this turn. If Falling Timber was kicked, prevent all combat damage another target creature would deal this turn.",PLS,,normal,25945,,,Common,,Instant
Gaea's Herald,{1}{G},2,G,Dan Frazier,80,Creature — Elf,Creature spells can't be countered.,"PLS,8ED,10E,DPA","""I bring word from Gaea. Fight on! She will never allow her children to die alone.""",normal,26411,1,1,Rare,Elf,Creature
Gaea's Might,{G},1,G,Ron Spencer,81,Instant,Domain — Target creature gets +1/+1 until end of turn for each basic land type among lands you control.,PLS,"With the Heart of Yavimaya aiding him, Multani didn't even strain at the load.",normal,26838,,,Common,,Instant
Magnigoth Treefolk,{4}{G},5,G,Peter Bollinger,82,Creature — Treefolk,"Domain — For each basic land type among lands you control, Magnigoth Treefolk has landwalk of that type. (It can't be blocked as long as defending player controls a land of that type.)",PLS,,normal,26397,2,6,Rare,Treefolk,Creature
Mirrorwood Treefolk,{3}{G},4,"G,R,W",Arnie Swekel,83,Creature — Treefolk,"{2}{R}{W}: The next time damage would be dealt to Mirrorwood Treefolk this turn, that damage is dealt to target creature or player instead.",PLS,It doesn't need a bite. The bark works just fine.,normal,26839,2,4,Uncommon,Treefolk,Creature
Multani's Harmony,{G},1,G,Darrell Riche,84,Enchantment — Aura,"Enchant creature\nEnchanted creature has ""{T}: Add one mana of any color to your mana pool.""",PLS,"""Welcome to paradise.""",normal,22298,,,Uncommon,Aura,Enchantment
"Nemata, Grove Guardian",{4}{G}{G},6,G,John Avon,85,Legendary Creature — Treefolk,{2}{G}: Put a 1/1 green Saproling creature token onto the battlefield.\nSacrifice a Saproling: Saproling creatures get +1/+1 until end of turn.,PLS,,normal,26412,4,5,Rare,Treefolk,Creature
Planeswalker's Favor,{2}{G},3,G,Rebecca Guay,86,Enchantment,"{3}{G}: Target opponent reveals a card at random from his or her hand. Target creature gets +X/+X until end of turn, where X is the revealed card's converted mana cost.",PLS,Freyalise strengthens her faithful.,normal,25890,,,Rare,,Enchantment
Primal Growth,{2}{G},3,G,rk post,87,Sorcery,"Kicker—Sacrifice a creature. (You may sacrifice a creature in addition to any other costs as you cast this spell.)\nSearch your library for a basic land card, put that card onto the battlefield, then shuffle your library. If Primal Growth was kicked, instead search your library for up to two basic land cards, put them onto the battlefield, then shuffle your library.","PLS,C15",,normal,26396,,,Common,,Sorcery
Pygmy Kavu,{3}{G},4,G,Greg Staples,88,Creature — Kavu,"When Pygmy Kavu enters the battlefield, draw a card for each black creature your opponents control.",PLS,"""We could learn a lot by watching the little ones,"" said Agnate.\n""Define ‘little,'"" replied Grizzlegom.",normal,23113,1,2,Common,Kavu,Creature
Quirion Dryad,{1}{G},2,G,Don Hazeltine,89,Creature — Dryad,"Whenever you cast a white, blue, black, or red spell, put a +1/+1 counter on Quirion Dryad.","PLS,10E,M13","""Never underestimate the ability of natural forces to adapt to unnatural influences.""\n—Molimo, maro-sorcerer",normal,26286,1,1,Rare,Dryad,Creature
Quirion Explorer,{1}{G},2,G,Ron Spears,90,Creature — Elf Druid Scout,{T}: Add to your mana pool one mana of any color that a land an opponent controls could produce.,PLS,"Fight with a friend at your back, steel in your hands, and magic in your veins.\n—Quirion creed",normal,26348,1,1,Common,"Elf,Druid,Scout",Creature
Root Greevil,{3}{G},4,G,Andrew Robinson,91,Creature — Beast,"{2}{G}, {T}, Sacrifice Root Greevil: Destroy all enchantments of the color of your choice.",PLS,The root of all greevils.,normal,8827,2,3,Common,Beast,Creature
Skyshroud Blessing,{1}{G},2,G,Jerry Tiritilli,92,Instant,All lands gain shroud until end of turn. (They can't be the targets of spells or abilities.)\nDraw a card.,PLS,"""Behold,"" said Freyalise to Eladamri. ""Your Skyshroud home has followed you to Dominaria.""",normal,26402,,,Uncommon,,Instant
Stone Kavu,{4}{G},5,"G,R,W",Adam Rex,93,Creature — Kavu,{R}: Stone Kavu gets +1/+0 until end of turn.\n{W}: Stone Kavu gets +0/+1 until end of turn.,PLS,"To maintain its hide, it consumes a variety of rocks—not to mention a variety of Phyrexians.",normal,26377,3,3,Common,Kavu,Creature
Thornscape Battlemage,{2}{G},3,"G,R,W",Matt Cavotta,94,Creature — Elf Wizard,"Kicker {R} and/or {W} (You may pay an additional {R} and/or {W} as you cast this spell.)\nWhen Thornscape Battlemage enters the battlefield, if it was kicked with its {R} kicker, it deals 2 damage to target creature or player.\nWhen Thornscape Battlemage enters the battlefield, if it was kicked with its {W} kicker, destroy target artifact.","PLS,TSB,DDE",,normal,25916,2,2,Uncommon,"Elf,Wizard",Creature
Thornscape Familiar,{1}{G},2,G,Heather Hudson,95,Creature — Insect,Red spells and white spells you cast cost {1} less to cast.,PLS,"Blessed with many options, Thornscape masters favor scarabs as familiars.",normal,25618,2,1,Common,Insect,Creature
Ancient Spider,{2}{G}{W},4,"W,G",Greg Staples,96,Creature — Spider,First strike; reach (This creature can block creatures with flying.),PLS,It outlived both king and castle.,normal,19149,2,5,Rare,Spider,Creature
Cavern Harpy,{U}{B},2,"U,B",Daren Bader,97,Creature — Harpy Beast,"Flying\nWhen Cavern Harpy enters the battlefield, return a blue or black creature you control to its owner's hand.\nPay 1 life: Return Cavern Harpy to its owner's hand.",PLS,,normal,25926,2,1,Common,"Harpy,Beast",Creature
Cloud Cover,{2}{W}{U},4,"W,U",Marc Fishman,98,Enchantment,"Whenever another permanent you control becomes the target of a spell or ability an opponent controls, you may return that permanent to its owner's hand.",PLS,,normal,25899,,,Rare,,Enchantment
Crosis's Charm,{U}{B}{R},3,"U,B,R",David Martin,99,Instant,Choose one —\n• Return target permanent to its owner's hand.\n• Destroy target nonblack creature. It can't be regenerated.\n• Destroy target artifact.,"PLS,C13",,normal,25863,,,Uncommon,,Instant
Darigaaz's Charm,{B}{R}{G},3,"B,R,G",David Martin,100,Instant,Choose one —\n• Return target creature card from your graveyard to your hand.\n• Darigaaz's Charm deals 3 damage to target creature or player.\n• Target creature gets +3/+3 until end of turn.,"PLS,DDE",,normal,25864,,,Uncommon,,Instant
